,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
224,224,city scrape,Peace and nature  in S. Conrado / RIO,2020-12-14,"Rio de Janeiro, Brazil",,,,f,,1.0,3.0,f,"Rio de Janeiro, Brazil",São Conrado,Entire loft,Entire home/apt,4,1.0,1.0,3.0,$386.00,3,365,2,3,365,365,t,0,0,1,91,6,2,0,2017-01-06,2024-09-17,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.06
2962,2962,city scrape,Casa Ilha da Gigóia,2021-05-19,,,,,,,2.0,4.0,f,"Rio de Janeiro, Brazil",Barra da Tijuca,Tiny home,Entire home/apt,3,1.0,0.0,4.0,$300.00,2,1125,2,2,1125,1125,t,23,53,74,349,73,5,0,2016-02-19,2024-11-18,4.77,4.74,4.86,4.92,4.97,4.79,4.77,t,1,1,0,0,0.68
3589,3589,city scrape,Cobertura com terraço,2024-10-09,,,,,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Tijuca,Entire rental unit,Entire home/apt,4,2.5,1.0,2.0,$450.00,3,30,3,3,30,30,t,23,53,76,166,13,0,0,2017-09-24,2020-03-27,5.0,5.0,5.0,5.0,5.0,4.85,4.69,f,1,1,0,0,0.15
4320,4320,city scrape,Colonial house sorrounded by nature,2021-07-25,"Rio de Janeiro, Brazil",,,,f,,2.0,2.0,t,"Rio de Janeiro, Brazil",Alto da Boa Vista,Entire home,Entire home/apt,14,4.0,6.0,8.0,"$2,000.00",2,60,2,5,1125,1125,t,8,23,44,304,194,29,2,2019-01-03,2024-12-23,4.71,4.71,4.64,4.86,4.71,4.75,4.62,t,1,1,0,0,2.66
4564,4564,city scrape,GC | Loft Azulejo | Ipanema | Casa Cururu,2022-02-21,,within an hour,100%,100%,,Copacabana,5.0,6.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,143.00",2,1125,2,5,1125,1125,t,13,38,57,147,238,27,3,2016-08-26,2024-12-18,4.87,4.92,4.73,4.96,4.96,4.94,4.8,t,3,3,0,0,2.34
4610,4610,city scrape,Studio 124,2021-01-04,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Joá,3.0,3.0,t,"Joá, Rio de Janeiro, Brazil",Joá,Entire loft,Entire home/apt,4,1.0,1.0,2.0,"$1,474.00",2,30,2,4,15,1125,t,4,17,28,87,79,16,3,2022-02-19,2024-12-21,5.0,5.0,4.99,5.0,5.0,4.97,4.97,f,3,3,0,0,2.27
5138,5138,city scrape,Room in Rio de Janeiro. Rock in Rio Beach & Poo,2020-09-26,,,,,f,,1.0,2.0,f,"Rio de Janeiro, Brazil",Taquara,Private room in villa,Private room,2,1.5,1.0,1.0,$140.00,1,1125,1,1,1125,1125,t,21,51,81,159,41,3,0,2017-03-04,2024-07-19,4.95,4.85,4.93,4.93,4.98,4.76,4.9,f,1,0,1,0,0.43
5214,5214,city scrape,Apartamento no coração de Copacabana próx ao metrô,2024-08-29,"Rio de Janeiro, Brazil",,,,f,,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,$615.00,2,60,2,5,60,60,t,7,31,56,146,12,11,1,2017-02-28,2024-12-02,5.0,5.0,5.0,5.0,5.0,4.75,4.92,f,1,1,0,0,0.13
5923,5923,city scrape,Apartamento em Laranjeiras,2021-03-18,,,,,f,,1.0,1.0,t,"Laranjeiras, Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$385.00,2,1125,2,2,1125,1125,t,23,53,76,256,38,7,0,2019-03-08,2024-11-17,4.53,4.66,4.32,4.97,4.92,4.76,4.45,f,1,1,0,0,0.54
6149,6149,city scrape,Villa with beautiful view and pool in Joa - Joa005,2022-07-10,"Rio de Janeiro, Brazil",within an hour,100%,55%,t,Frade,65.0,114.0,t,,Joá,Entire villa,Entire home/apt,10,6.0,5.0,5.0,"$23,600.00",2,90,2,7,90,90,t,28,58,88,272,0,0,0,,,,,,,,,,f,34,34,0,0,
6593,6593,city scrape,Quarto 350m Praia COPACABANA WiFi Metrô Comércio,2021-11-06,,,,,,,6.0,7.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,4,2.0,1.0,2.0,$350.00,3,365,3,3,365,365,t,25,55,81,356,12,2,0,2018-02-14,2024-02-18,4.5,4.42,4.33,5.0,4.67,5.0,4.42,f,1,0,1,0,0.14
6626,6626,city scrape,Luxury villa overlooking the sea in Joá - Joa006,2022-07-10,"Rio de Janeiro, Brazil",within an hour,100%,55%,t,Frade,65.0,114.0,t,,Joá,Entire villa,Entire home/apt,10,4.5,5.0,5.0,"$23,600.00",3,90,3,7,90,90,t,21,51,81,265,0,0,0,,,,,,,,,,f,34,34,0,0,
7357,7357,city scrape,"NOVO só 50 mt da Praia, 3 qtos 2 suites e 3 banhei",2021-12-15,"Rio de Janeiro, Brazil",within a few hours,70%,94%,f,Recreio dos Bandeirantes,3.0,4.0,t,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,12,3.0,3.0,10.0,"$1,204.00",3,45,3,6,1125,1125,t,8,34,54,141,123,18,1,2019-01-01,2024-12-09,4.78,4.89,4.72,4.86,4.88,4.77,4.76,f,2,2,0,0,1.69
7869,7869,city scrape,QUARTO PARA FAMÍLIA COM CRIANÇA OU GRUPO DE AMIGOS,2020-11-04,"Rio de Janeiro, Brazil",,,,f,,2.0,3.0,f,"Taquara, Rio de Janeiro, Brazil",Taquara,Private room in home,Private room,4,1.0,1.0,4.0,$170.00,1,15,1,1,15,15,t,25,55,85,360,8,0,0,2019-03-26,2023-05-13,4.5,4.5,4.63,4.75,4.88,4.75,4.5,f,1,0,1,0,0.11
8068,8068,city scrape,Apartamento em Copacabana RJ - Ótima localização,2021-05-04,,,,,f,,2.0,2.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,$221.00,3,15,3,5,15,15,t,1,25,47,138,21,0,0,2019-07-07,2023-04-23,4.81,4.81,4.76,4.86,5.0,4.95,4.67,f,1,1,0,0,0.31
8682,8682,city scrape,"Apartamento  no Leme, silencioso  ao lado da praia",2020-04-18,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Copacabana,4.0,4.0,t,"Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$750.00,2,365,2,4,365,365,t,16,46,66,145,18,18,2,2024-01-01,2024-12-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,4,0,0,1.49
8844,8844,city scrape,Cobertura perfeita na Barra | Vista Mar 180 Graus,2021-12-26,,within a few hours,90%,79%,f,Humaitá,2.0,4.0,t,,Barra da Tijuca,Entire condo,Entire home/apt,5,3.0,3.0,3.0,$750.00,3,30,3,3,30,30,t,0,0,0,36,22,0,0,2019-09-29,2023-05-05,5.0,5.0,4.86,4.91,4.95,5.0,4.91,f,2,2,0,0,0.34
9157,9157,city scrape,Copacabana Home,2021-06-23,"Salvador, Brazil",within a few hours,100%,100%,t,Asa Sul,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.5,3.0,4.0,"$1,376.00",3,25,1,3,25,25,t,9,39,62,147,0,0,0,,,,,,,,,,f,1,1,0,0,
9223,9223,city scrape,Natal em COPACABANa. Conforto disponível no Natal.,2022-03-29,,,,,f,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$765.00,2,1125,2,5,1125,1125,t,7,17,39,128,82,26,2,2019-11-17,2024-12-15,4.96,4.96,4.99,4.99,4.96,4.87,4.93,f,1,1,0,0,1.32
9573,9573,previous scrape,Room in Copacabana 250m BEACH and 200m Subway,2024-07-30,"Rio de Janeiro, Brazil",,,,f,,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Private room in condo,Private room,2,,,,,2,365,2,5,1125,1125,t,0,0,0,0,12,8,1,2020-01-01,2024-12-11,4.5,4.75,4.5,4.92,5.0,5.0,4.58,t,2,0,2,0,0.2
9649,9649,previous scrape,Apartamento super localizado.,2020-01-11,"Rio de Janeiro, Brazil",,,,f,,1.0,2.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,3,,1.0,,,3,30,3,7,30,30,t,0,0,0,0,1,0,0,2023-11-30,2023-11-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08
9650,9650,previous scrape,Pouso no coração do Humaitá,2020-01-10,,a few days or more,0%,0%,f,Humaitá,1.0,1.0,t,"Humaitá, Rio de Janeiro, Brazil",Humaitá,Entire rental unit,Entire home/apt,3,,1.0,,,2,1125,2,2,1125,1125,t,27,57,84,174,12,0,0,2021-09-05,2023-11-21,4.92,5.0,4.75,5.0,4.83,4.92,4.67,f,1,1,0,0,0.3
9654,9654,city scrape,"Melhor local na Barra da Tijuca, próximo à Praia",2020-01-11,"State of Rio de Janeiro, Brazil",,,83%,f,Barra da Tijuca,1.0,1.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,4,1.0,1.0,1.0,$360.00,10,40,10,15,40,40,t,0,0,0,55,45,4,0,2020-01-22,2024-03-15,4.78,4.87,4.78,4.8,4.76,4.91,4.67,f,1,1,0,0,0.75
9656,9656,city scrape,A melhor vista da Barra - 450m da praia,2020-01-12,"State of São Paulo, Brazil",within a day,64%,47%,f,Barra da Tijuca,2.0,2.0,f,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,3,2.5,3.0,3.0,$750.00,2,1125,2,2,1125,1125,t,22,52,74,339,13,4,0,2021-01-07,2024-11-20,5.0,4.92,5.0,4.92,5.0,4.92,4.69,f,1,1,0,0,0.27
9658,9658,city scrape,Apto Copacabana Praia Metrô Wi-fi Alta Velocidade,2020-01-12,"Rio de Janeiro, Brazil",,,,f,Copacabana,1.0,1.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,"$5,000.00",4,1125,2,3,1125,1125,t,4,19,40,97,7,0,0,2020-02-26,2022-04-25,4.29,4.43,4.71,4.43,4.71,4.71,4.29,f,1,1,0,0,0.12
9673,9673,previous scrape,Suíte no Flamengo pertinho do metrô!,2020-01-14,"Rio de Janeiro, Brazil",within an hour,100%,87%,t,Flamengo,5.0,5.0,t,"Flamengo, Rio de Janeiro, Brazil",Flamengo,Private room in rental unit,Private room,2,,,,,3,30,3,3,1125,1125,t,0,0,0,0,7,1,0,2020-02-06,2024-02-13,4.71,4.57,4.57,5.0,5.0,5.0,4.86,t,4,0,4,0,0.12
9686,9686,city scrape,Apartamento próximo da praia do Leme e Copacabana,2020-01-10,"Rio de Janeiro, Brazil",within an hour,100%,93%,f,Copacabana,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$771.00,2,60,2,5,60,60,t,1,22,52,138,80,16,2,2020-01-24,2024-12-08,4.85,4.89,4.68,5.0,5.0,5.0,4.79,f,1,1,0,0,1.33
9690,9690,city scrape,Apto 106 - Flat com estacionamento incluso.,2020-01-13,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,3.0,t,"Rio de Janeiro , Rio de Janeiro, Brazil",Jacarepaguá,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,$184.00,2,730,2,2,730,730,t,3,27,50,298,195,18,1,2020-01-26,2024-12-08,4.91,4.93,4.96,4.9,4.9,4.71,4.84,f,1,1,0,0,3.25
9694,9694,city scrape,Your Seaside Retreat on Ipanema Beach,2020-01-01,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Ipanema,1.0,3.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,457.00",3,1125,1,5,1125,1125,t,0,6,19,83,114,43,2,2020-02-17,2024-12-05,4.93,4.91,4.94,5.0,4.99,4.97,4.84,t,1,1,0,0,1.93
9700,9700,city scrape,"Maravilhoso Flat, vista mar, localizado na Barra.",2020-01-02,,within a few hours,100%,18%,f,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$990.00,2,1125,2,2,1125,1125,t,0,20,50,325,5,1,0,2020-02-24,2024-11-23,4.8,4.8,4.8,4.8,4.6,4.8,4.2,f,2,2,0,0,0.08
9702,9702,city scrape,"1 quadra da praia  charmoso 3 qts, Copa Posto 6",2020-01-14,,,,0%,f,Copacabana,1.0,1.0,f,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.5,3.0,3.0,$700.00,3,15,3,3,15,15,t,0,0,1,211,10,2,0,2020-02-09,2024-02-13,4.5,4.7,4.6,5.0,4.8,4.8,4.3,f,1,1,0,0,0.17
9706,9706,city scrape,Wide flat with two double rooms two bathroom,2020-01-15,Brazil,within a few hours,100%,100%,f,,1.0,1.0,f,"Tauá, Rio de Janeiro, Brazil",Tauá,Entire rental unit,Entire home/apt,4,2.0,1.0,3.0,$300.00,1,1125,1,1,1125,1125,t,14,31,54,144,57,2,0,2020-02-08,2024-06-15,4.95,4.93,4.95,4.95,4.98,4.84,4.89,f,1,1,0,0,0.96
9713,9713,city scrape,"Hana hostel, Albergue e República 3",2020-01-03,"Rio de Janeiro, Brazil",within a day,82%,50%,f,Rocinha,3.0,7.0,t,,Rocinha,Shared room in rental unit,Shared room,1,1.0,1.0,6.0,$79.00,1,30,1,1,30,30,t,20,50,80,355,4,2,0,2022-09-04,2024-05-05,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,3,0,0,3,0.14
9716,9716,city scrape,Copacabana quadra da praia!,2020-01-03,"State of Rio de Janeiro, Brazil",within an hour,100%,11%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$674.00,6,15,3,3,15,15,t,23,53,83,83,5,1,0,2020-02-29,2024-01-08,4.2,4.4,4.4,4.8,5.0,5.0,4.6,f,1,1,0,0,0.08
9718,9718,city scrape,Casa para temporada,2020-01-03,,,,,f,,1.0,1.0,f,,Laranjeiras,Entire home,Entire home/apt,8,1.0,2.0,,"$4,045.00",1,1125,1,1,1125,1125,t,29,59,89,364,0,0,0,,,,,,,,,,t,1,1,0,0,
9727,9727,city scrape,Apto 2 quartos no coração de Copacabana (6 vagas).,2020-01-16,"State of Rio de Janeiro, Brazil",,,,f,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"$3,000.00",2,1125,2,2,1125,1125,t,28,58,88,363,1,0,0,2020-01-26,2020-01-26,4.0,5.0,5.0,5.0,5.0,4.0,4.0,f,1,1,0,0,0.02
9733,9733,city scrape,"Empregada todos os dias, ambiente climatizado.",2020-01-04,"Malibu, CA",,,,f,Ipanema,1.0,1.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,4,1.0,2.0,1.0,$500.00,30,30,30,30,30,30,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,0,1,0,
9738,9738,city scrape,"Três Quartos em Ipanema, perto da praia e metro",2020-01-04,"State of Rio de Janeiro, Brazil",within a day,57%,50%,f,,1.0,1.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,"$1,829.00",1,14,1,1,14,14,t,8,8,8,8,14,6,0,2020-01-22,2024-09-23,4.86,4.71,4.79,4.57,4.29,4.93,4.71,f,1,1,0,0,0.23
9741,9741,city scrape,"Urca,  bem estar aos pés do Pão de Açúcar.",2020-01-05,"Rio de Janeiro, Brazil",within a few hours,100%,94%,t,Urca,1.0,1.0,t,"Urca, Rio de Janeiro, Brazil",Urca,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$921.00,2,1125,2,4,1125,1125,t,7,11,41,41,84,23,3,2020-02-25,2024-12-23,4.9,4.94,4.95,4.98,4.95,4.95,4.87,f,1,1,0,0,1.43
9747,9747,city scrape,Lar doce lar - PROJAC,2020-01-17,,within a few hours,100%,57%,f,Jacarepaguá,2.0,3.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,3,0.0,2.0,3.0,$311.00,1,28,1,1,28,28,t,5,29,59,334,8,3,0,2020-02-23,2024-09-21,4.38,4.5,4.5,4.63,4.63,4.88,4.25,f,2,2,0,0,0.14
9750,9750,previous scrape,Aconchegante Studio no Flamengo,2020-01-17,Brazil,,,,f,Laranjeiras,1.0,1.0,f,,Laranjeiras,Entire rental unit,Entire home/apt,4,,1.0,,,5,1125,5,5,1125,1125,t,0,0,0,0,3,0,0,2020-02-25,2021-02-20,4.33,5.0,4.33,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
9757,9757,city scrape,Apartamento com vista para o Cristo Redentor.,2020-01-05,"Rio de Janeiro, Brazil",within an hour,100%,93%,f,,2.0,2.0,t,"Rio de Janeiro , Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$322.00,2,30,1,2,1125,1125,t,15,40,64,143,38,8,1,2020-02-26,2024-12-08,4.68,4.84,4.66,4.84,4.92,4.89,4.66,f,1,1,0,0,0.65
9763,9763,city scrape,"Apto 30 metros del mar , seguridad 24 horas",2020-01-06,"Miami, FL",,,100%,f,Copacabana,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"$1,175.00",3,1125,1,3,1125,1125,t,2,20,43,94,3,1,0,2021-01-08,2024-09-23,5.0,5.0,4.67,5.0,5.0,5.0,5.0,t,1,1,0,0,0.06
9767,9767,previous scrape,APARTAMENTO EM ÓTIMA LOCALIZAÇÃO NA ZONA SUL DO RJ,2020-01-18,"Rio de Janeiro, Brazil",within an hour,90%,75%,t,Humaitá,1.0,1.0,f,,Humaitá,Entire rental unit,Entire home/apt,2,,1.0,,,2,1125,2,5,1125,1125,t,22,52,77,174,6,1,0,2022-03-13,2024-02-19,5.0,5.0,4.67,5.0,5.0,5.0,4.5,f,1,1,0,0,0.18
9768,9768,city scrape,LINDA SUÍTE/Vidigal/ vista mar,2020-01-18,"Rio de Janeiro, Brazil",within an hour,100%,74%,f,Vidigal,1.0,4.0,t,"Vidigal, Rio de Janeiro, Brazil",Vidigal,Private room in rental unit,Private room,3,1.0,1.0,1.0,$321.00,3,60,3,3,60,60,t,22,46,67,342,10,6,0,2023-01-03,2024-10-31,5.0,4.9,4.7,4.9,4.8,4.9,4.8,f,1,0,1,0,0.41
9786,9786,city scrape,Apartamento conjugado bem aconchegante/ Lapa RJ,2020-01-08,,within a day,50%,,f,Lapa,1.0,2.0,f,"Centro, Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$250.00,1,7,1,1,1125,1125,t,23,53,78,78,1,0,0,2020-02-26,2020-02-26,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.02
9788,9788,city scrape,Suíte com Frigobar Frente mar .,2020-01-08,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Barra da Tijuca,12.0,15.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$461.00,1,1125,1,1,1125,1125,t,7,22,48,138,141,26,2,2020-01-12,2024-12-02,4.72,4.79,4.6,4.92,4.89,4.98,4.66,f,7,7,0,0,2.33
9790,9790,previous scrape,EXELENTE APARTAMENTONO CENTRO DA FREGUESIA,2020-01-08,,,,,f,,1.0,1.0,f,"Jacarepaguá, Rio de Janeiro, Brazil",Freguesia (Jacarepaguá),Entire condo,Entire home/apt,2,,1.0,,,5,90,5,5,90,90,t,0,0,0,0,0,0,0,,,,,,,,,,f,1,1,0,0,
9797,9797,previous scrape,Alto Padrão Humaitá,2020-01-20,,a few days or more,33%,,f,Humaitá,1.0,1.0,f,"Humaitá, Rio de Janeiro, Brazil",Humaitá,Entire rental unit,Entire home/apt,6,,3.0,,,4,1125,4,4,1125,1125,t,26,56,86,361,4,0,0,2022-01-03,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11
9803,9803,previous scrape,Loft aconchegante,2020-01-09,,within a few hours,100%,100%,t,Botafogo,3.0,3.0,f,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Entire condo,Entire home/apt,2,,1.0,,,3,90,3,5,90,90,t,2,2,2,2,23,3,0,2020-02-26,2024-09-22,4.87,5.0,4.91,4.87,4.91,4.91,4.78,f,3,3,0,0,0.39
9808,9808,previous scrape,Suite area nobre ipanema com piscina particular,2020-01-09,,a few days or more,0%,0%,f,Ipanema,1.0,1.0,f,,Ipanema,Private room in rental unit,Private room,2,,,,,3,1125,3,3,1125,1125,t,26,56,86,176,0,0,0,,,,,,,,,,f,1,0,1,0,
9810,9810,city scrape,"Casa no térreo,  vinte minutos pra Barra da Tijuca",2020-01-03,"Rio de Janeiro, Brazil",a few days or more,0%,64%,f,,2.0,2.0,t,"Freguesia de Jacarepaguá, Rio de Janeiro, Brazil",Freguesia (Jacarepaguá),Entire home,Entire home/apt,2,1.0,1.0,1.0,$100.00,1,1125,1,1,1125,1125,t,26,56,86,361,11,3,0,2022-02-05,2024-08-30,4.27,4.45,4.45,4.64,4.64,4.64,4.36,f,2,2,0,0,0.31
9811,9811,city scrape,Copacabana| Apt. a 10 passos da praia.,2020-01-10,"Rio de Janeiro, Brazil",a few days or more,0%,0%,f,Copacabana,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire home,Entire home/apt,4,1.0,1.0,2.0,$300.00,7,30,7,7,30,30,t,22,51,75,350,0,0,0,,,,,,,,,,f,1,1,0,0,
9818,9818,city scrape,Sinta-se em casa e acomodado em um amplo apt.,2020-01-20,"Rio de Janeiro, Brazil",within a few hours,100%,93%,f,Cachambi,1.0,1.0,f,"Cachambi, Rio de Janeiro, Brazil",Cachambi,Entire condo,Entire home/apt,4,1.0,1.0,2.0,$200.00,2,1125,2,2,1125,1125,t,23,53,78,349,46,6,0,2020-09-03,2024-09-23,4.43,4.65,4.11,4.78,4.89,4.72,4.57,f,1,1,0,0,0.88
9822,9822,city scrape,APARTAMENTO NO CENTRO DO RJ,2020-01-10,,within a day,60%,73%,f,,1.0,1.0,t,,Centro,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$327.00,1,1125,1,1,1125,1125,t,15,33,51,51,44,19,0,2020-01-19,2024-11-25,4.75,4.82,4.95,4.98,4.93,4.89,4.77,f,1,1,0,0,0.73
9831,9831,city scrape,Apartamento Copacabana/Leme - ANO NOVO,2020-01-21,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Copacabana,2.0,3.0,f,,Copacabana,Entire rental unit,Entire home/apt,5,1.5,2.0,2.0,"$1,000.00",2,10,2,2,10,10,t,23,53,75,159,7,4,0,2022-09-06,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,4.86,f,1,1,0,0,0.25
9849,9849,city scrape,"IPANEMA , SUA MELHOR COMPANHIA !!",2020-01-21,,a few days or more,0%,,f,Ipanema,1.0,1.0,f,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire condo,Entire home/apt,6,2.0,2.0,2.0,"$1,000.00",5,1125,5,5,1125,1125,t,30,60,90,180,0,0,0,,,,,,,,,,f,1,1,0,0,
9850,9850,city scrape,Copacabana Princesinha do Mar VISTA LATERAL DO MAR,2020-01-21,"Milan, Italy",within a few hours,100%,75%,f,,1.0,1.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Entire loft,Entire home/apt,4,1.0,0.0,3.0,$997.00,5,180,1,5,180,180,t,14,44,62,62,24,1,0,2020-02-06,2024-09-19,4.96,5.0,4.88,5.0,4.96,4.88,4.83,f,1,1,0,0,0.4
9863,9863,city scrape,"Estúdio Aconchegante-transporte público, lazer.",2020-01-22,"Rio de Janeiro, Brazil",within a few hours,100%,100%,t,Copacabana,2.0,2.0,t,"Copacabana, Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,2.0,$400.00,3,1125,3,3,1125,1125,t,10,22,36,311,16,2,0,2022-09-11,2024-05-17,4.88,4.81,4.69,5.0,5.0,4.75,4.88,f,2,0,2,0,0.57
9865,9865,city scrape,Apartamento maravilhoso  no melhor ponto do Rio!,2020-01-22,,within a day,70%,79%,t,,1.0,2.0,t,"Rio de Janeiro , Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,13,3.5,3.0,15.0,"$1,951.00",3,1125,1,3,1125,1125,t,22,52,75,162,39,9,1,2020-10-12,2024-12-02,4.72,4.87,4.69,4.97,4.77,4.97,4.69,f,1,1,0,0,0.76
9875,9875,city scrape,"Apto na Glória, perto Lapa, Santa Teresa  e metrô.",2020-02-04,"State of Rio de Janeiro, Brazil",within a day,50%,56%,f,,2.0,2.0,t,"Glória, Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$550.00,3,30,3,3,30,30,t,23,53,73,344,8,3,0,2020-02-24,2024-09-23,5.0,5.0,4.88,5.0,5.0,5.0,5.0,f,2,1,1,0,0.14
9879,9879,city scrape,Casa Duplex independente,2020-01-23,,a few days or more,10%,75%,f,Brás de Pina,10.0,11.0,t,"Brás de Pina, Rio de Janeiro, Brazil",Brás de Pina,Entire home,Entire home/apt,4,1.0,2.0,2.0,$300.00,3,31,3,3,1125,1125,t,30,60,90,180,0,0,0,,,,,,,,,,t,10,8,2,0,
9882,9882,city scrape,Bed and breakfast - Taquara,2020-01-26,,,,,f,,1.0,1.0,f,,Taquara,Private room in condo,Private room,1,1.0,1.0,1.0,$200.00,1,28,1,1,28,28,t,29,59,89,89,0,0,0,,,,,,,,,,f,1,0,1,0,
9888,9888,city scrape,Botafogo amplo e confortável,2020-02-05,,within a day,80%,75%,f,,1.0,1.0,f,"Botafogo, Rio de Janeiro, Brazil",Humaitá,Entire rental unit,Entire home/apt,2,2.0,1.0,1.0,$650.00,2,1125,2,2,1125,1125,t,25,55,78,78,9,1,0,2020-02-25,2024-01-01,4.67,4.78,4.67,4.89,4.89,4.89,4.78,f,1,1,0,0,0.15
9894,9894,city scrape,Apartamento aconchegante,2020-02-05,,,,0%,f,,1.0,1.0,f,,Jacarepaguá,Entire rental unit,Entire home/apt,4,1.0,2.0,,$800.00,1,1125,1,1,1125,1125,t,27,57,87,177,2,0,0,2022-09-04,2022-09-12,5.0,5.0,5.0,5.0,4.5,5.0,5.0,f,1,1,0,0,0.07
