,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20757,20757,city scrape,Quarto aconchegante,2023-05-09,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,,Itanhangá,Private room in rental unit,Private room,1,1.0,1.0,1.0,"$1,143.00",3,365,3,3,365,365,t,28,58,88,363,0,0,0,,,,,,,,,,f,1,0,1,0,
20765,20765,previous scrape,"Quarto grande em lindo apê, Santa Teresa.",2023-05-16,"Rio de Janeiro, Brazil",,,,,,2.0,3.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Private room in rental unit,Private room,2,,,,,2,30,2,2,30,30,t,26,44,44,44,1,1,0,2024-01-02,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.08
20766,20766,city scrape,Hotel Nacional,2020-10-16,,,,75%,f,São Conrado,1.0,1.0,t,"Rio de Janeiro, Brazil",São Conrado,Room in hotel,Private room,4,1.0,1.0,2.0,$563.00,1,7,2,2,7,7,t,0,0,0,87,3,2,0,2023-11-05,2024-09-13,5.0,4.67,4.67,5.0,5.0,5.0,4.67,f,1,0,1,0,0.21
20767,20767,city scrape,Studio Ipanema,2023-05-15,"State of Rio de Janeiro, Brazil",within a few hours,100%,91%,t,Ipanema,1.0,1.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,336.00",2,365,2,2,365,365,t,0,5,29,286,38,24,2,2023-06-01,2024-12-14,5.0,4.92,4.89,5.0,5.0,5.0,4.95,f,1,1,0,0,1.98
20768,20768,city scrape,Lindo apartamento no Centro.,2023-01-24,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Centro,1.0,1.0,t,,Centro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$191.00,1,365,1,1,365,365,t,24,54,80,355,5,4,0,2023-05-21,2024-09-23,4.8,4.8,5.0,5.0,5.0,4.6,4.8,t,1,1,0,0,0.26
20772,20772,previous scrape,Coração da Zona Sul,2023-05-15,"Rio de Janeiro, Brazil",within a day,50%,57%,t,Copacabana,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,,,,,2,60,3,3,60,60,t,0,0,0,0,12,11,0,2023-09-11,2024-10-28,4.83,4.83,5.0,5.0,4.83,5.0,4.83,f,1,1,0,0,0.76
20774,20774,city scrape,Rio de Janeiro apê Zona Sul,2020-02-02,"Rio de Janeiro, Brazil",within an hour,100%,87%,t,Botafogo,1.0,1.0,t,"Botafogo - Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$487.00,2,30,2,2,30,30,t,20,50,75,83,66,37,5,2023-05-22,2024-12-24,4.82,4.89,4.79,4.95,5.0,4.82,4.79,f,1,1,0,0,3.38
20778,20778,city scrape,Lindo Apartamento na Copacabana,2023-05-10,"Palmas, Brazil",within an hour,100%,71%,f,Copacabana,1.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,1.5,3.0,4.0,"$2,143.00",2,1125,4,4,1125,1125,t,5,5,5,276,8,3,0,2023-06-12,2024-03-02,4.25,4.0,4.25,4.88,4.38,4.75,4.13,f,1,1,0,0,0.42
20781,20781,previous scrape,Apê para casal em Laranjeiras,2022-03-01,Brazil,within a day,100%,100%,f,Laranjeiras,1.0,1.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,2,,,,,1,365,1,1,365,365,t,0,0,0,0,2,2,0,2024-07-07,2024-11-17,5.0,5.0,5.0,5.0,4.5,5.0,4.0,f,1,1,0,0,0.34
20782,20782,city scrape,"Quarto amplo e acolhedor, até 4 pessoas",2023-05-13,"Rio de Janeiro, Brazil",a few days or more,0%,88%,f,Copacabana,1.0,1.0,f,,Copacabana,Private room in rental unit,Private room,4,1.0,1.0,2.0,$657.00,1,1125,1,1,1125,1125,t,0,0,0,270,18,5,0,2023-07-23,2024-05-04,4.56,4.33,4.17,4.72,4.72,4.89,4.5,f,1,0,1,0,1.03
20791,20791,city scrape,Dois quartos com piscina e garagem no Flamengo,2023-05-10,,,,100%,f,Flamengo,1.0,1.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,4,1.5,2.0,3.0,$986.00,4,90,4,4,90,90,t,29,59,63,63,13,2,0,2023-06-12,2024-02-15,5.0,5.0,4.92,5.0,5.0,5.0,4.92,f,1,1,0,0,0.69
20792,20792,city scrape,Apartamento para temporada,2023-05-10,,a few days or more,10%,17%,f,Jacarepaguá,1.0,1.0,t,,Jacarepaguá,Entire home,Entire home/apt,4,1.0,2.0,2.0,$120.00,1,365,1,1,365,365,t,20,50,80,355,1,0,0,2023-06-12,2023-06-12,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.05
20793,20793,city scrape,"Apartamento tipo studio, 1Quarto. Claro/Silencioso",2023-05-04,"Rio de Janeiro, Brazil",within an hour,100%,46%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$737.00,2,14,2,2,14,14,t,15,45,68,343,14,12,2,2023-11-06,2024-12-15,4.64,4.29,4.86,4.93,5.0,4.86,4.5,f,1,1,0,0,1.0
20794,20794,city scrape,Apartamento 319 BarraBella,2021-05-16,"Rio de Janeiro, Brazil",within an hour,95%,63%,f,Barra da Tijuca,54.0,56.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,"$2,450.00",2,30,2,6,30,30,t,4,22,46,51,11,7,1,2023-08-06,2024-12-21,4.64,4.45,4.55,4.73,4.91,4.82,4.55,f,51,51,0,0,0.65
20796,20796,city scrape,5 Minuten vom Strand entfernt,2023-05-20,,a few days or more,0%,0%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$240.00,1,365,1,1,365,365,t,22,52,77,165,0,0,0,,,,,,,,,,f,1,1,0,0,
20797,20797,city scrape,Apartamento luxuoso no coração de Copacabana,2021-02-08,,within a day,50%,26%,f,Copacabana,5.0,5.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$380.00,4,100,4,4,100,100,t,11,41,63,338,8,4,0,2023-06-11,2024-04-14,4.88,5.0,5.0,5.0,5.0,5.0,5.0,f,5,5,0,0,0.42
20802,20802,city scrape,Apartamento Riocentro com estacionamento incluído,2021-03-26,,within an hour,100%,98%,t,Jacarepaguá,1.0,2.0,f,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,6,1.0,3.0,5.0,$489.00,1,10,1,3,10,10,t,9,36,60,60,51,34,0,2023-06-04,2024-11-24,5.0,5.0,5.0,4.96,4.98,4.88,5.0,f,1,1,0,0,2.67
20803,20803,city scrape,Apartamento privativo no centroRj/Bairro de Fátima,2023-05-16,,within an hour,100%,86%,f,Centro,1.0,1.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$289.00,3,365,3,3,365,365,t,12,20,40,130,15,10,0,2023-09-19,2024-11-24,4.53,4.67,4.67,4.93,4.8,4.6,4.73,f,1,1,0,0,0.97
20804,20804,city scrape,Quarto econômico para 2 pessoas,2023-05-16,,a few days or more,0%,0%,f,Jacarepaguá,1.0,1.0,f,"Rio de Janeiro, Brazil",Jacarepaguá,Private room in rental unit,Private room,1,1.0,1.0,1.0,$72.00,1,365,1,1,365,365,,30,60,90,365,0,0,0,,,,,,,,,,f,1,0,1,0,
20806,20806,city scrape,Um aconchegante quarto,2023-04-26,"Rio de Janeiro, Brazil",a few days or more,8%,86%,f,Barra da Tijuca,4.0,6.0,f,,Jacarepaguá,Private room in rental unit,Private room,2,2.0,1.0,1.0,$300.00,1,365,1,1,365,365,t,29,59,89,120,1,0,0,2023-11-02,2023-11-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0,4,0,0.07
20808,20808,city scrape,Studio Beach House Copacabana,2023-05-05,"São Paulo, Brazil",within an hour,100%,92%,t,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$400.00,2,60,2,2,60,60,t,17,37,54,97,48,32,1,2023-06-11,2024-11-29,5.0,5.0,4.92,5.0,5.0,4.94,4.92,f,1,1,0,0,2.54
20809,20809,city scrape,Front Beach Boutique 2-Suites in Barra B11-003,2022-08-05,"Rio de Janeiro, Brazil",within a day,53%,87%,f,Barra da Tijuca,45.0,59.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,2.5,2.0,2.0,"$2,808.00",3,90,3,5,90,1125,t,0,2,28,276,1,0,0,2023-07-19,2023-07-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,41,41,0,0,0.06
20810,20810,city scrape,Ipanema 3 Dormitórios,2023-03-22,"Rio de Janeiro, Brazil",a few days or more,10%,0%,f,Ipanema,9.0,9.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,$830.00,4,365,4,4,365,365,t,4,4,25,25,0,0,0,,,,,,,,,,f,9,8,1,0,
20811,20811,city scrape,Dois Quartos Copacabana posto 6,2023-03-22,"Rio de Janeiro, Brazil",a few days or more,10%,0%,f,Ipanema,9.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$450.00,4,365,4,4,365,365,t,3,8,21,21,0,0,0,,,,,,,,,,f,9,8,1,0,
20812,20812,city scrape,Ipanema 3 Quartos,2023-03-22,"Rio de Janeiro, Brazil",a few days or more,10%,0%,f,Ipanema,9.0,9.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,$680.00,4,365,4,4,365,365,t,2,12,29,115,0,0,0,,,,,,,,,,f,9,8,1,0,
20813,20813,city scrape,Lindo 2 quartos Copacabana,2023-03-22,"Rio de Janeiro, Brazil",a few days or more,10%,0%,f,Ipanema,9.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$480.00,4,365,4,4,365,365,t,4,16,38,38,0,0,0,,,,,,,,,,f,9,8,1,0,
20816,20816,city scrape,Rock in Rio/Rio Centro-Todos muito perto de você!,2022-06-10,,within an hour,100%,94%,f,Camorim,1.0,1.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$186.00,2,1125,2,2,1125,1125,t,0,25,55,60,19,4,0,2023-06-11,2024-11-24,4.58,4.58,4.37,4.63,4.68,4.74,4.47,f,1,1,0,0,1.01
20818,20818,city scrape,Casa de 4 suítes no Recreio Rj,2021-01-28,"Rio de Janeiro, Brazil",within an hour,100%,89%,f,Recreio dos Bandeirantes,3.0,4.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire home,Entire home/apt,8,6.5,4.0,7.0,"$2,280.00",1,28,1,1,28,28,t,16,46,76,341,26,21,3,2023-06-11,2024-12-15,4.81,4.92,4.81,5.0,4.96,4.88,4.77,f,3,2,1,0,1.38
20821,20821,city scrape,Quarto super confortável .,2023-04-26,"Rio de Janeiro, Brazil",a few days or more,8%,86%,f,Barra da Tijuca,4.0,6.0,f,,Jacarepaguá,Private room in rental unit,Private room,2,1.0,1.0,1.0,$203.00,1,365,1,1,365,365,t,26,56,86,266,0,0,0,,,,,,,,,,f,4,0,4,0,
20822,20822,city scrape,Na praia mais charmosa de Copacabana no Rio,2023-05-14,"Salvador, Brazil",within a day,100%,64%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,4,1.5,3.0,4.0,"$1,229.00",3,365,2,5,365,365,t,21,51,73,107,3,2,0,2023-11-20,2024-09-23,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.22
20828,20828,city scrape,apartamento aconchegante na Lapa,2022-08-17,"Rio de Janeiro, Brazil",within an hour,100%,86%,t,Centro,1.0,2.0,t,"Rio de Janeiro, Brazil",Centro,Private room in rental unit,Private room,2,1.0,2.0,2.0,$189.00,1,1125,1,1,1125,1125,t,20,50,76,351,52,30,0,2023-06-04,2024-10-18,4.87,4.87,4.69,4.94,4.9,4.98,4.83,f,1,0,1,0,2.72
20831,20831,city scrape,Studio Rio 2 Barra Olímpica,2020-03-27,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Barra da Tijuca,2.0,2.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$231.00,1,1125,1,1,1125,1125,t,2,23,39,40,10,10,0,2024-06-02,2024-11-11,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,2,2,0,0,1.44
20832,20832,previous scrape,Hotel Nacional Rio de Janeiro,2020-10-23,,a few days or more,0%,0%,f,São Conrado,1.0,1.0,f,,São Conrado,Room in hotel,Private room,2,,1.0,,,6,7,6,6,7,7,t,23,53,83,263,0,0,0,,,,,,,,,,f,1,0,1,0,
20836,20836,city scrape,Apartamento Cobertura Copacabana,2023-05-17,,within a day,50%,69%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,"$1,200.00",3,1125,3,4,1125,1125,t,23,53,75,75,9,5,0,2023-09-10,2024-11-17,5.0,5.0,5.0,5.0,5.0,4.78,4.89,f,1,1,0,0,0.57
20837,20837,city scrape,quarto e sala em botafogo,2021-11-03,Brazil,a few days or more,14%,0%,f,Botafogo,1.0,1.0,t,,Botafogo,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,$248.00,3,30,3,3,30,30,t,24,54,79,354,0,0,0,,,,,,,,,,f,1,1,0,0,
20843,20843,city scrape,Apto. aconchegante em Ipanema,2023-05-18,,,,,f,Ipanema,1.0,1.0,t,,Ipanema,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$900.00,6,365,6,6,365,365,t,0,0,0,180,1,1,0,2024-02-12,2024-02-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.09
20844,20844,city scrape,Quarto em Apartamento agradável e acessível,2020-01-22,"Rio de Janeiro, Brazil",within a few hours,100%,100%,t,Copacabana,2.0,2.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,2.0,$173.00,2,1125,2,3,1125,1125,t,10,22,36,311,45,22,1,2023-06-06,2024-12-25,4.78,4.8,4.82,5.0,5.0,4.89,4.8,f,2,0,2,0,2.36
20846,20846,city scrape,Apto Ipanema 2106,2020-02-20,,within an hour,95%,24%,f,Copacabana,13.0,15.0,f,,Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$910.00,2,30,2,2,30,30,t,1,26,55,55,1,0,0,2023-06-12,2023-06-12,5.0,4.0,4.0,5.0,5.0,5.0,5.0,f,10,9,1,0,0.05
20847,20847,city scrape,Suíte 6909 Ipanema,2020-02-20,,within an hour,95%,24%,f,Copacabana,13.0,15.0,f,,Ipanema,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,"$2,200.00",6,365,6,6,365,365,t,30,60,90,364,0,0,0,,,,,,,,,,f,10,9,1,0,
20848,20848,city scrape,Apartamento Raiz de Copacabana,2023-05-22,"Rio de Janeiro, Brazil",a few days or more,0%,0%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$300.00,1,30,1,1,1125,1125,t,28,58,78,353,0,0,0,,,,,,,,,,f,1,0,1,0,
20851,20851,city scrape,Apê Leblon tudo perto + vista!,2023-04-25,"São Paulo, Brazil",within an hour,100%,100%,f,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$2,500.00",3,365,3,5,365,365,t,9,34,57,84,21,11,1,2023-06-11,2024-12-02,4.86,5.0,4.76,5.0,5.0,4.86,4.76,f,1,1,0,0,1.11
20856,20856,city scrape,Studio moderno no Flamengo.,2023-05-22,"Rio de Janeiro, Brazil",within a few hours,91%,79%,t,Flamengo,1.0,1.0,t,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$480.00,2,1125,1,2,1125,1125,t,4,18,33,96,26,24,1,2023-06-11,2024-12-02,5.0,4.96,5.0,5.0,5.0,4.96,4.88,f,1,1,0,0,1.38
20858,20858,city scrape,Apê 1806 Ipanema,2022-09-13,"New York, NY",a few days or more,10%,0%,f,Centro,2.0,3.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"$1,000.00",2,365,2,2,365,365,t,27,57,84,358,0,0,0,,,,,,,,,,f,1,1,0,0,
20863,20863,city scrape,Lindo Apartamento JardimOceanico,2023-05-19,,within an hour,100%,100%,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,"$1,373.00",1,28,1,4,1125,1125,t,11,38,68,343,5,2,0,2023-07-23,2024-11-17,4.6,4.6,5.0,5.0,5.0,5.0,4.6,f,1,1,0,0,0.29
20865,20865,city scrape,Your Luxury Home in Ipanema Wave Y11-005,2022-08-05,"Rio de Janeiro, Brazil",within a day,53%,87%,f,Barra da Tijuca,45.0,59.0,t,,Ipanema,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$3,510.00",3,90,3,5,90,1125,t,18,34,47,272,10,9,0,2023-11-05,2024-11-10,4.6,4.6,4.3,4.6,4.5,4.6,4.5,t,41,41,0,0,0.71
20866,20866,city scrape,TIR12 #304 - Lindo Sala e Quarto em Ipanema,2020-09-10,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Ipanema,32.0,56.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,047.00",2,90,2,3,90,1125,t,10,40,60,65,65,46,3,2023-05-28,2024-12-08,4.92,5.0,4.97,4.95,4.95,4.94,4.86,t,31,31,0,0,3.36
20871,20871,city scrape,Alugo quarto com ar condicionado,2023-05-22,,a few days or more,17%,0%,f,Estácio,1.0,1.0,t,,Estácio,Private room in rental unit,Private room,1,1.0,1.0,2.0,$110.00,1,365,1,1,365,365,t,26,56,86,266,0,0,0,,,,,,,,,,f,1,0,1,0,
20872,20872,city scrape,Flat 205 JB,2020-10-28,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Jardim Botânico,1.0,1.0,t,"Rio de Janeiro, Brazil",Lagoa,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$719.00,3,1125,2,7,1125,1125,t,1,4,27,302,29,15,3,2023-06-25,2024-12-20,4.83,4.83,4.79,4.86,4.93,4.9,4.72,f,1,1,0,0,1.58
20873,20873,city scrape,Ótima localização! Quadra da praia! AP completo!,2021-03-21,"Rio de Janeiro, Brazil",within a few hours,100%,83%,f,Copacabana,3.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,5.0,"$1,636.00",2,30,2,4,30,30,t,1,26,52,52,1,0,0,2023-10-15,2023-10-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,3,0,0,0.07
20875,20875,city scrape,Apartamento 1127 BarraBella,2021-05-16,"Rio de Janeiro, Brazil",within an hour,95%,63%,f,Barra da Tijuca,54.0,56.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,"$1,743.00",2,30,2,5,30,30,t,7,24,48,53,10,2,0,2023-07-16,2024-03-17,4.9,4.8,4.8,4.9,5.0,5.0,4.5,f,51,51,0,0,0.56
20876,20876,city scrape,Apartamento 1225 BarraBella,2021-05-16,"Rio de Janeiro, Brazil",within an hour,95%,63%,f,Barra da Tijuca,54.0,56.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"$1,650.00",2,30,2,6,30,30,t,6,6,17,22,9,2,0,2023-08-14,2024-05-26,4.56,4.56,4.56,4.78,5.0,5.0,4.56,f,51,51,0,0,0.54
20878,20878,city scrape,Excelente apartamento no Recreio dos Bandeirantes,2021-10-19,,within an hour,100%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$300.00,3,365,1,3,1125,1125,t,17,47,68,160,10,6,0,2023-07-19,2024-09-16,5.0,5.0,5.0,5.0,5.0,4.6,4.8,f,1,1,0,0,0.57
20879,20879,city scrape,Vista Mar Glória,2021-03-10,"Rio de Janeiro, Brazil",a few days or more,0%,0%,f,Glória,1.0,1.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,$416.00,2,30,2,2,30,30,t,27,57,82,356,3,0,0,2023-07-21,2023-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.17
20881,20881,city scrape,2 Quartos Leme Copacabana  até 6 pessoas,2023-04-23,"Rio de Janeiro, Brazil",within an hour,96%,79%,,Leme,21.0,23.0,t,"Rio de Janeiro, Brazil",Leme,Entire rental unit,Entire home/apt,6,2.5,2.0,1.0,"$1,729.00",2,90,2,5,90,90,t,2,2,26,205,4,3,0,2023-12-27,2024-02-14,5.0,4.75,4.75,4.75,5.0,4.75,4.75,f,14,11,3,0,0.33
20886,20886,city scrape,Suíte Leme 50m praia Copacabana,2023-04-23,"Rio de Janeiro, Brazil",within an hour,96%,79%,,Leme,21.0,23.0,t,"Rio de Janeiro, Brazil",Leme,Private room in rental unit,Private room,2,1.0,1.0,1.0,"$1,338.00",2,365,2,2,365,365,t,20,50,72,251,0,0,0,,,,,,,,,,f,14,11,3,0,
20887,20887,city scrape,Quarto Privativo c/ Ar Condic em Copacabana,2020-01-27,,within an hour,100%,84%,t,Copacabana,3.0,3.0,t,,Copacabana,Private room in rental unit,Private room,1,2.0,1.0,1.0,$443.00,1,1125,1,1,1125,1125,t,11,34,51,323,46,31,3,2023-05-27,2024-12-18,4.89,4.89,4.89,4.89,4.85,4.89,4.89,f,3,1,2,0,2.37
20888,20888,city scrape,FLAT TOP Lazer/negócios-Rio Centro-perto praias,2022-08-19,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Recreio dos Bandeirantes,25.0,28.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$417.00,2,365,2,5,365,365,t,20,50,50,50,95,50,1,2023-06-05,2024-11-29,4.94,4.92,4.94,4.94,4.99,4.86,4.89,f,19,19,0,0,4.98
20889,20889,city scrape,Aqui você encontra a paz!,2021-03-30,"Rio de Janeiro, Brazil",within a few hours,100%,0%,f,Tijuca,1.0,2.0,t,"Rio de Janeiro, Brazil",Tijuca,Private room in rental unit,Private room,3,2.0,1.0,4.0,$180.00,2,200,2,2,200,200,t,22,52,82,82,2,0,0,2023-11-14,2023-11-20,5.0,5.0,5.0,5.0,5.0,2.5,4.0,f,1,0,1,0,0.15
20890,20890,city scrape,Na Glória em frente ao metrô com vista para a baía,2020-03-11,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Glória,1.0,1.0,f,,Glória,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$536.00,2,14,2,5,1125,1125,t,0,13,36,36,19,7,0,2023-06-10,2024-11-18,5.0,5.0,5.0,5.0,5.0,5.0,4.95,f,1,1,0,0,1.01
20892,20892,city scrape,Lugar tranquilo e ideal em Copa,2023-05-29,"Rio de Janeiro, Brazil",,,67%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$1,000.00",3,28,3,3,28,28,t,0,0,0,89,19,5,0,2023-07-10,2024-05-05,5.0,5.0,4.95,5.0,5.0,5.0,4.89,f,1,1,0,0,1.06
20893,20893,city scrape,Apartamento pequeno,2023-05-29,,within an hour,100%,88%,t,Copacabana,1.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,$514.00,3,30,3,3,30,30,t,3,28,48,320,21,18,0,2023-09-17,2024-11-23,4.9,4.95,4.95,5.0,4.95,4.95,4.86,f,1,1,0,0,1.34
20894,20894,previous scrape,"Suíte Apart Hotel no Riocentro, Eventos, Praia RJ.",2023-05-29,,within a few hours,100%,100%,f,Jacarepaguá,1.0,1.0,t,,Camorim,Entire rental unit,Entire home/apt,3,,1.0,,,2,365,2,2,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,f,1,1,0,0,
20897,20897,city scrape,Conforto e lazer em frente à praia 2,2023-05-29,,within an hour,100%,100%,t,Barra da Tijuca,3.0,3.0,f,,Barra da Tijuca,Private room in home,Private room,2,1.0,1.0,1.0,$409.00,2,30,1,5,30,30,t,6,36,66,156,7,5,0,2023-11-17,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,0,3,0,0.52
20899,20899,city scrape,Apt Kitnet Studio 35m2 na Glória,2023-02-02,"Rio de Janeiro, Brazil",within an hour,100%,39%,t,Glória,1.0,1.0,t,,Glória,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$431.00,3,1125,3,3,1125,1125,t,20,50,75,255,27,5,0,2023-06-04,2024-08-10,4.81,4.89,4.74,4.96,4.96,4.89,4.81,f,1,1,0,0,1.41
20900,20900,previous scrape,Apartamento lindo e confortável,2020-08-25,"Rio de Janeiro, Brazil",within a few hours,90%,59%,t,Laranjeiras,3.0,4.0,t,,Laranjeiras,Entire rental unit,Entire home/apt,2,,1.0,,,1,365,1,1,365,365,t,0,0,0,0,0,0,0,,,,,,,,,,t,3,2,1,0,
20902,20902,city scrape,Studio Rubi • Ipanema,2022-08-22,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,7.0,7.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$891.00,2,45,2,2,1125,1125,t,0,1,17,107,20,6,0,2023-05-30,2024-11-27,4.85,4.95,5.0,5.0,4.95,4.95,4.8,t,7,7,0,0,1.04
20903,20903,city scrape,Suíte independente privativa,2022-10-09,,within an hour,100%,97%,,Jacarepaguá,3.0,3.0,t,"Rio de Janeiro, Brazil",Camorim,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$351.00,1,1125,2,4,1125,1125,t,20,50,78,168,23,9,1,2023-06-08,2024-12-08,4.91,4.96,4.96,4.96,4.96,4.83,4.91,f,2,2,0,0,1.21
20908,20908,city scrape,Maravilhoso Ap com vista lateral para o mar,2020-01-08,,within an hour,100%,100%,t,Copacabana,7.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,9,4.0,3.0,7.0,"$3,914.00",2,30,2,4,1125,1125,t,4,11,36,36,58,41,1,2023-05-30,2024-12-06,4.97,4.95,5.0,4.98,4.91,4.91,4.93,t,7,7,0,0,3.01
