,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
17681,17681,city scrape,"Casa de Mosaico da Babilônia, quarto para 1 pessoa",2019-10-30,"Rio de Janeiro, Brazil",within a few hours,90%,34%,f,Leme,4.0,6.0,f,,Leme,Private room in earthen home,Private room,1,1.0,1.0,1.0,$280.00,1,365,1,1,365,365,t,26,56,81,355,5,4,0,2023-01-21,2024-09-16,5.0,5.0,5.0,4.8,5.0,4.8,5.0,f,3,0,3,0,0.21
17682,17682,city scrape,Conforto no coração do Rio de Janeiro,2022-12-04,,within an hour,100%,100%,t,Gamboa,1.0,1.0,t,"Rio de Janeiro, Brazil",Gamboa,Private room in guest suite,Private room,3,1.0,1.0,2.0,$906.00,2,365,2,5,365,365,t,4,4,15,15,9,2,0,2023-02-05,2024-09-25,5.0,4.89,4.89,5.0,5.0,5.0,4.67,t,1,0,1,0,0.39
17689,17689,city scrape,Quarto em Rio de Janeiro,2021-07-04,"State of Rio de Janeiro, Brazil",a few days or more,0%,25%,f,Flamengo,1.0,2.0,t,,Flamengo,Private room in rental unit,Private room,2,1.0,1.0,1.0,"$1,200.00",1,4,1,1,4,4,t,2,2,28,118,2,1,0,2023-01-01,2024-02-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.08
17690,17690,city scrape,Casa na floresta,2016-02-04,"Rio de Janeiro, Brazil",,,,f,Itanhangá,1.0,2.0,t,,Itanhangá,Private room in home,Private room,2,1.0,1.0,1.0,$299.00,3,365,3,3,365,365,t,28,58,88,363,0,0,0,,,,,,,,,,f,1,0,1,0,
17694,17694,city scrape,Quarto casal na Atlântica,2021-11-10,,within a day,57%,10%,,Copacabana,3.0,4.0,f,,Copacabana,Private room in rental unit,Private room,3,2.0,0.0,2.0,$657.00,1,365,1,1,365,365,t,26,56,86,176,0,0,0,,,,,,,,,,f,1,0,1,0,
17702,17702,city scrape,Alugo para carnaval,2022-12-08,,,,,f,Recreio dos Bandeirantes,1.0,1.0,t,,Recreio dos Bandeirantes,Private room in home,Private room,2,1.0,1.0,1.0,"$1,000.00",1,365,1,1,365,365,t,30,60,90,90,1,0,0,2023-02-22,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,0,1,0,0.04
17704,17704,city scrape,Quarto no coracao de Botafogo,2019-10-03,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Botafogo,2.0,3.0,t,,Botafogo,Private room in rental unit,Private room,2,1.0,1.0,1.0,$539.00,1,365,1,1,365,365,t,29,59,89,364,1,0,0,2023-02-22,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,1,1,0,0.04
17709,17709,city scrape,Suítes em Santa Teresa RJ 12,2022-12-08,,,,50%,f,Santa Teresa,12.0,12.0,f,,Santa Teresa,Private room in home,Private room,2,11.0,11.0,11.0,$200.00,1,365,1,1,365,365,t,0,0,26,26,1,0,0,2023-11-06,2023-11-06,5.0,5.0,5.0,5.0,5.0,3.0,5.0,f,12,0,12,0,0.07
17715,17715,city scrape,Suíte-Metrô/Maracanã/UERJ/Pedro Ernesto/Garagem,2015-08-05,"Rio de Janeiro, Brazil",within an hour,100%,59%,f,Maracanã,2.0,3.0,t,"Rio de Janeiro, Brazil",Maracanã,Private room in condo,Private room,1,2.0,1.0,1.0,$81.00,7,730,7,7,730,730,t,0,0,1,91,6,3,1,2023-03-03,2024-12-01,4.83,4.83,4.5,4.83,4.83,4.83,4.5,f,2,0,2,0,0.27
17722,17722,city scrape,Lindo Loft no Canal da Barra,2015-03-05,"Rio de Janeiro, Brazil",within an hour,96%,94%,f,Barra da Tijuca,4.0,6.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Private room in rental unit,Private room,2,1.5,1.0,1.0,$780.00,3,7,1,3,7,7,t,6,6,6,6,0,0,0,,,,,,,,,,f,4,0,4,0,
17723,17723,city scrape,Alugo 2 qrts sendo 1 c/ varanda há 5 min da praia,2022-12-08,,within a day,87%,100%,f,Recreio dos Bandeirantes,1.0,2.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Private room in rental unit,Private room,4,1.0,2.0,2.0,$421.00,1,1125,1,1,1125,1125,t,26,56,86,361,4,2,0,2023-02-12,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,0,1,0,0.18
17731,17731,city scrape,Bedroom in Shared Apartment near Posto 8 - Ipanema,2013-07-13,"Rio de Janeiro, Brazil",within a day,82%,59%,f,Hunter Hills,4.0,5.0,t,,Ipanema,Private room in rental unit,Private room,1,2.0,1.0,1.0,$207.00,4,90,4,4,90,90,t,6,6,24,299,5,1,0,2022-12-30,2024-02-18,5.0,5.0,5.0,5.0,4.8,4.8,4.8,f,2,1,1,0,0.21
17746,17746,city scrape,Quarto individual em Coelho Neto,2019-12-16,"Rio das Ostras, Brazil",within an hour,100%,100%,f,Coelho Neto,2.0,2.0,f,,Coelho Neto,Private room in rental unit,Private room,2,1.0,1.0,1.0,$90.00,1,365,1,1,365,365,t,25,55,85,265,1,1,0,2024-09-22,2024-09-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.31
17748,17748,city scrape,Quarto em Apartamento Bucólico na Tijuca,2020-06-06,"Rio de Janeiro, Brazil",within a day,50%,31%,f,Vila Isabel,1.0,2.0,t,,Andaraí,Private room in rental unit,Private room,1,1.0,1.0,1.0,$92.00,1,365,1,1,365,365,t,25,55,85,360,5,3,0,2023-01-08,2024-05-05,5.0,4.8,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.21
17752,17752,city scrape,Quarto casal/duplo copacabana P4 prox. praia/metro,2022-06-10,"Rio de Janeiro, Brazil",a few days or more,17%,0%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.5,1.0,1.0,$220.00,1,14,1,1,14,14,t,29,59,84,84,3,0,0,2023-01-01,2023-02-22,3.33,4.33,4.0,4.67,4.0,4.33,3.67,f,1,0,1,0,0.12
17759,17759,city scrape,"Quarto /cama de casal, ar condicionado.",2019-11-03,,within an hour,100%,43%,f,Catete,3.0,3.0,t,"Rio de Janeiro, Brazil",Catete,Private room in rental unit,Private room,2,1.5,1.0,1.0,$571.00,2,90,2,2,90,90,t,26,56,86,361,3,1,0,2023-02-20,2024-02-15,5.0,4.33,5.0,5.0,5.0,5.0,5.0,f,3,1,2,0,0.13
17760,17760,city scrape,"Quarto individual, Tijuca RJ",2022-12-02,,a few days or more,30%,31%,f,Andaraí,1.0,2.0,f,,Tijuca,Private room in rental unit,Private room,1,1.0,1.0,1.0,$73.00,1,365,1,1,365,365,t,12,42,65,340,10,7,0,2023-01-16,2024-09-03,5.0,5.0,5.0,5.0,5.0,4.9,5.0,f,1,0,1,0,0.42
17769,17769,city scrape,Ap Engenho de dentro,2022-02-28,Brazil,,,,f,Engenho de Dentro,1.0,1.0,t,,Engenho de Dentro,Private room in rental unit,Private room,1,1.0,1.0,1.0,$300.00,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,0,1,0,
17770,17770,city scrape,Secluded Room/easy access+ living/kitcheen/terrace,2022-08-17,,within an hour,100%,85%,f,Copacabana,3.0,3.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$350.00,4,365,4,4,365,365,t,26,56,81,356,2,0,0,2023-01-01,2023-01-09,4.0,3.5,3.5,5.0,5.0,4.5,4.0,f,1,0,1,0,0.08
17780,17780,city scrape,Qto. Flamengo /  Lgo do Machado,2012-12-05,"Rio de Janeiro, Brazil",within a few hours,90%,100%,f,Flamengo,6.0,6.0,t,,Flamengo,Private room in rental unit,Private room,2,1.0,1.0,1.0,$390.00,3,365,3,3,365,365,t,30,60,83,263,0,0,0,,,,,,,,,,t,6,1,5,0,
17782,17782,previous scrape,Suíte com banheiro privativo.,2022-12-10,"Rio de Janeiro, Brazil",a few days or more,20%,36%,f,Copacabana,3.0,6.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,3,,,,,1,365,1,1,365,365,t,25,55,78,78,8,2,0,2023-01-07,2024-01-08,4.75,4.63,4.88,4.88,4.88,4.88,4.75,f,3,0,3,0,0.33
17811,17811,city scrape,Entre Dois Mares  Ipanema /Copa,2014-04-02,"Rio de Janeiro, Brazil",within a few hours,90%,92%,t,Ipanema,2.0,7.0,t,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,$636.00,2,1125,2,2,1125,1125,t,26,56,74,349,11,7,0,2023-01-02,2024-11-17,5.0,5.0,4.91,5.0,5.0,4.91,4.82,t,2,0,2,0,0.45
17813,17813,city scrape,Room with sea view,2022-12-05,"Rio de Janeiro, Brazil",within a day,82%,67%,f,Vidigal,6.0,9.0,t,"Rio de Janeiro, Brazil",Vidigal,Private room in bed and breakfast,Private room,3,1.0,1.0,1.0,$220.00,4,730,3,3,730,730,t,17,26,26,261,6,4,0,2023-04-08,2024-09-29,5.0,5.0,4.83,4.83,4.67,5.0,4.83,f,6,1,4,1,0.29
17821,17821,city scrape,"Quarto 1 pessoa, ótima localização",2019-05-23,,within a few hours,90%,62%,f,Copacabana,4.0,4.0,t,,Copacabana,Private room in rental unit,Private room,1,1.0,1.0,1.0,$243.00,2,365,2,2,365,365,t,25,43,64,339,23,9,1,2023-01-11,2024-12-08,4.83,4.61,4.7,4.91,4.87,4.91,4.7,f,3,0,3,0,0.96
17823,17823,city scrape,Casa de Vila,2022-11-20,"Rio de Janeiro, Brazil",a few days or more,25%,0%,f,Copacabana,1.0,2.0,f,,Copacabana,Private room in home,Private room,2,1.0,1.0,2.0,$150.00,2,1125,2,2,1125,1125,t,22,50,72,347,1,0,0,2023-02-22,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.04
17825,17825,city scrape,Quarto em apto em Ipanema,2018-02-27,"Rio de Janeiro, Brazil",a few days or more,10%,43%,f,Ipanema,6.0,6.0,t,,Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,$160.00,4,365,4,4,365,365,t,22,50,63,338,0,0,0,,,,,,,,,,f,6,1,5,0,
17827,17827,city scrape,Suíte confortável ao lado do Copacabana Palace,2016-06-21,"State of Rio de Janeiro, Brazil",within a day,60%,27%,f,Copacabana,4.0,4.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$633.00,1,5,1,1,5,5,t,26,56,81,353,6,3,0,2023-02-21,2024-02-18,5.0,5.0,4.83,5.0,5.0,5.0,5.0,f,4,0,4,0,0.27
17831,17831,city scrape,Acomodação individual - 308,2017-11-16,"Rio de Janeiro, Brazil",within a day,63%,88%,t,Botafogo,13.0,13.0,f,"Rio de Janeiro, Brazil",Botafogo,Private room in rental unit,Private room,1,1.0,1.0,1.0,$145.00,1,1125,1,1,1125,1125,t,20,50,70,345,46,9,0,2023-01-06,2024-10-04,4.87,4.96,4.98,4.98,4.93,4.96,4.96,f,13,0,12,1,1.91
17848,17848,city scrape,Quarto em Santa Teresa - Rio de Janeiro,2022-12-13,"Rio de Janeiro, Brazil",within a day,80%,17%,f,Santa Teresa,1.0,1.0,t,,Santa Teresa,Private room in condo,Private room,2,1.0,1.0,1.0,$294.00,1,1125,1,6,1125,1125,t,21,51,81,261,6,2,0,2023-01-03,2024-02-18,4.83,4.83,4.83,4.83,5.0,5.0,4.83,f,1,0,1,0,0.25
17866,17866,city scrape,Quarto privativo jardim de Botafogo,2022-12-12,"Rio de Janeiro, Brazil",within a few hours,100%,92%,f,Botafogo,3.0,3.0,t,"Rio de Janeiro, Brazil",Botafogo,Private room in home,Private room,2,1.0,1.0,1.0,$136.00,3,365,2,3,1125,1125,t,7,30,55,55,47,26,1,2023-01-05,2024-12-09,4.83,4.85,4.81,4.89,4.77,4.96,4.89,t,3,0,3,0,1.95
17888,17888,city scrape,Quarto Copacabana Beach,2015-12-06,,,,,f,Copacabana,1.0,1.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,4,1.0,1.0,1.0,"$1,200.00",3,10,3,3,10,10,t,30,60,90,90,0,0,0,,,,,,,,,,f,1,0,1,0,
17894,17894,city scrape,Quarto em apartamento em copa,2017-09-12,"Rio de Janeiro, Brazil",within a day,80%,24%,f,Copacabana,2.0,4.0,f,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$557.00,1,365,1,1,365,365,t,27,57,87,177,6,1,0,2023-02-22,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,2,0,2,0,0.27
17898,17898,city scrape,Suíte master maravilhosa.,2017-06-28,"Rio de Janeiro, Brazil",within an hour,100%,42%,f,Jacarepaguá,6.0,6.0,t,,Jacarepaguá,Private room in rental unit,Private room,2,1.0,1.0,1.0,$391.00,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,4,1,3,0,
17900,17900,city scrape,Quarto com cama de casal,2017-11-28,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Centro,1.0,1.0,t,,Centro,Private room in rental unit,Private room,2,1.5,1.0,1.0,$197.00,1,1125,1,1,1125,1125,t,3,3,3,274,55,24,3,2022-12-28,2024-12-16,4.87,4.91,4.76,4.98,4.98,4.69,4.84,f,1,0,1,0,2.26
17902,17902,city scrape,Alugue quarto e banheiro Barra exclusivos,2022-12-15,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Private room in rental unit,Private room,2,4.5,1.0,4.0,$350.00,1,27,1,1,1125,1125,t,4,34,62,337,92,44,0,2023-01-01,2024-11-17,4.97,5.0,4.97,4.96,4.98,4.99,4.99,t,1,0,1,0,3.8
17911,17911,city scrape,Maravilhosa Suite em Copacabana.,2019-07-17,"Rio de Janeiro, Brazil",within an hour,100%,69%,f,Copacabana,3.0,5.0,f,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$536.00,1,365,1,3,365,365,t,26,56,86,361,1,1,0,2024-02-16,2024-02-16,4.0,5.0,4.0,5.0,5.0,5.0,4.0,f,3,0,3,0,0.09
17923,17923,city scrape,Arpoador / Rooms,2020-01-07,"Rio de Janeiro, Brazil",within an hour,100%,71%,f,Ipanema,3.0,3.0,f,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,1.5,1.0,2.0,$305.00,5,89,5,5,89,89,t,2,2,20,20,10,3,0,2023-03-07,2024-09-22,4.8,4.6,4.9,5.0,5.0,5.0,4.7,f,3,0,3,0,0.45
17929,17929,city scrape,Quarto em Ótima Localização Metro/Praia (só moças),2017-12-05,"Rio de Janeiro, Brazil",within a few hours,83%,100%,f,Copacabana,1.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$350.00,5,365,5,5,365,365,t,24,54,76,290,4,1,0,2023-01-01,2024-01-07,4.75,4.5,4.75,4.75,5.0,5.0,4.5,f,1,0,1,0,0.16
17932,17932,city scrape,Quarto estilo chalé em Copacaban,2022-12-10,"Rio de Janeiro, Brazil",a few days or more,20%,36%,f,Copacabana,3.0,6.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$184.00,1,365,1,1,365,365,t,25,55,79,79,24,5,0,2023-01-08,2024-05-05,4.79,4.75,4.71,4.92,4.92,4.92,4.79,f,3,0,3,0,1.0
17935,17935,city scrape,"Suíte no jardim de Botafogo, RJ",2022-12-12,"Rio de Janeiro, Brazil",within a few hours,100%,92%,f,Botafogo,3.0,3.0,t,"Rio de Janeiro, Brazil",Botafogo,Private room in home,Private room,2,1.0,1.0,1.0,$343.00,2,365,2,2,365,365,t,11,33,52,52,54,21,1,2023-01-03,2024-11-27,4.91,4.83,4.78,4.91,4.93,4.89,4.83,f,3,0,3,0,2.23
17943,17943,city scrape,Quarto com três camas em botafogo,2021-11-26,,within an hour,100%,75%,f,Botafogo,3.0,4.0,t,,Botafogo,Private room in home,Private room,3,1.0,1.0,3.0,$420.00,1,365,1,1,365,365,t,27,57,84,358,2,2,0,2024-01-02,2024-02-12,5.0,5.0,5.0,5.0,4.5,5.0,5.0,f,3,0,1,2,0.17
17947,17947,city scrape,"O ponto curinga, bairro central do Rio de Janeiro!",2022-12-13,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Estácio,1.0,1.0,t,"Rio de Janeiro, Brazil",Estácio,Private room in condo,Private room,1,1.0,1.0,2.0,$110.00,1,1125,1,1,1125,1125,t,19,49,66,341,9,4,0,2023-01-24,2024-09-23,4.67,4.78,4.56,5.0,5.0,4.67,4.22,f,1,0,1,0,0.38
17950,17950,city scrape,Quarto Parque Olímpico Farmasi Arena,2016-07-19,"State of Rio de Janeiro, Brazil",within an hour,100%,93%,t,Barra da Tijuca,3.0,4.0,t,,Jacarepaguá,Private room in rental unit,Private room,3,1.0,1.0,2.0,$194.00,1,200,1,3,200,200,t,26,56,86,361,13,11,0,2023-03-13,2024-10-13,5.0,5.0,5.0,5.0,5.0,4.92,4.92,f,3,0,3,0,0.59
17964,17964,city scrape,Quarto Independente - Leme,2015-05-30,"State of Rio de Janeiro, Brazil",within a few hours,67%,75%,f,Leme,2.0,2.0,t,,Leme,Private room in rental unit,Private room,2,1.0,1.0,1.0,$600.00,3,4,3,3,4,4,t,23,53,83,173,3,1,0,2023-02-20,2024-02-12,4.33,4.67,4.67,5.0,5.0,5.0,4.33,f,1,0,1,0,0.13
17979,17979,city scrape,Large Private Room off Veranda 400m to Beaches,2015-09-26,"Austin, TX",within a few hours,100%,89%,t,Copacabana,3.0,6.0,t,,Ipanema,Private room in condo,Private room,2,1.0,1.0,2.0,$165.00,3,30,3,5,30,30,t,0,0,0,0,29,20,3,2023-01-01,2024-12-13,4.96,4.96,4.79,5.0,4.93,5.0,4.96,f,3,1,2,0,1.2
17982,17982,city scrape,White House,2022-12-16,"Rio de Janeiro, Brazil",a few days or more,0%,,f,Alto da Boa Vista,4.0,5.0,t,"Rio de Janeiro, Brazil",Alto da Boa Vista,Private room in home,Private room,11,4.5,4.0,4.0,$160.00,2,365,2,2,365,365,t,27,57,87,362,2,0,0,2023-01-02,2023-11-19,3.0,3.0,4.0,4.5,5.0,4.5,3.0,f,4,0,4,0,0.08
17988,17988,city scrape,Alto nível em Copacabana!  Réveillon !,2011-05-24,"Rio, Brazil",within a day,80%,48%,f,Copacabana,3.0,3.0,t,,Copacabana,Private room in rental unit,Private room,1,1.0,2.0,3.0,$446.00,3,30,3,3,30,30,t,27,57,83,358,1,0,0,2023-01-03,2023-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,0,3,0,0.04
17991,17991,previous scrape,Lindo quarto no coração de Copa,2012-03-26,"Rio de Janeiro, Brazil",within a day,50%,38%,f,Copacabana,1.0,5.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,,,,,4,90,4,4,90,90,t,0,0,1,1,11,2,0,2023-02-22,2024-07-31,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.49
18005,18005,city scrape,Suíte Zona Sul Próximo do Metrô.,2013-01-05,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Laranjeiras,2.0,4.0,f,"Rio de Janeiro, Brazil",Laranjeiras,Private room in rental unit,Private room,2,1.0,1.0,1.0,$500.00,2,365,2,2,365,365,t,25,55,85,360,3,1,0,2023-01-01,2024-02-12,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,2,0,2,0,0.12
18016,18016,previous scrape,Rock in Rio? Suíte em Ipanema com estacionamento,2022-12-14,,a few days or more,0%,57%,f,Ipanema,5.0,5.0,f,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,,,,,5,10,3,3,10,10,t,0,0,0,0,5,1,0,2023-03-28,2024-01-03,5.0,4.8,4.8,5.0,4.8,5.0,4.8,f,5,2,3,0,0.23
18020,18020,city scrape,Quarto simples em casarão em Santa Teresa!,2020-10-14,"Rio de Janeiro, Brazil",within an hour,100%,94%,t,Santa Teresa,2.0,2.0,t,"Rio de Janeiro, Brazil",Rio Comprido,Private room in home,Private room,3,1.5,1.0,2.0,$230.00,2,15,2,2,15,15,t,22,52,74,74,6,5,0,2023-11-19,2024-11-17,5.0,4.83,5.0,5.0,4.83,4.67,5.0,f,2,1,1,0,0.44
18046,18046,city scrape,Entire apartment 550 m from Leblon Beach,2014-11-25,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Leblon,1.0,1.0,t,,Leblon,Private room in rental unit,Private room,2,1.0,1.0,2.0,$750.00,3,8,3,3,8,8,t,25,55,79,354,0,0,0,,,,,,,,,,f,1,0,1,0,
18054,18054,city scrape,Quarto em apto bem localizado em Copacabana.,2021-05-26,,within a day,60%,30%,,Copacabana,5.0,5.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,1,1.0,1.0,1.0,$289.00,5,365,5,5,365,365,t,24,54,74,344,14,7,0,2023-05-28,2024-06-02,4.86,4.93,4.93,5.0,5.0,5.0,4.71,f,4,0,4,0,0.72
18056,18056,city scrape,Incrivel cobertura na quadra da praia com sauna.,2019-02-02,"Rio de Janeiro, Brazil",within a few hours,100%,67%,,Ipanema,4.0,11.0,t,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,4,1.0,1.0,1.0,"$2,743.00",3,31,2,2,31,31,t,25,30,30,30,1,0,0,2023-02-13,2023-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.04
18063,18063,city scrape,Alugo otimo quarto em condominio fechado!,2020-06-29,,,,,f,Del Castilho,1.0,1.0,t,,Del Castilho,Private room in rental unit,Private room,2,1.0,2.0,1.0,$350.00,1,15,1,1,15,15,t,27,57,87,177,0,0,0,,,,,,,,,,t,1,0,1,0,
18068,18068,city scrape,Copacabana frente beach Leme banheiro quarto sol2,2018-02-08,"Rio de Janeiro, Brazil",within an hour,80%,78%,t,Leme,41.0,58.0,f,"Rio de Janeiro, Brazil",Leme,Private room in rental unit,Private room,2,1.0,1.0,1.0,$830.00,1,365,1,1,365,365,t,23,53,83,358,10,3,0,2023-02-21,2024-03-24,4.7,4.4,4.5,4.8,4.7,4.9,4.3,f,30,12,15,3,0.44
18072,18072,previous scrape,Cobertura com churrasqueira,2019-04-05,"Rio de Janeiro, Brazil",within an hour,100%,97%,f,Leme,3.0,3.0,t,,Leme,Private room in rental unit,Private room,2,,,,,2,365,2,2,365,365,t,0,0,0,0,35,7,0,2023-01-01,2024-09-15,4.69,4.69,4.34,5.0,4.86,4.89,4.71,f,3,1,2,0,1.44
18075,18075,city scrape,Casa do Propósito - Quarto 3 - Centro do Rio,2019-09-27,,within an hour,88%,69%,t,Gamboa,4.0,6.0,f,,Gamboa,Private room in home,Private room,2,2.0,1.0,1.0,$169.00,2,365,2,2,365,365,t,10,40,66,341,19,7,0,2023-02-26,2024-05-31,5.0,4.89,4.79,5.0,4.89,4.63,4.84,f,4,0,4,0,0.85
18084,18084,city scrape,Férias em Copacabana (suite),2020-09-04,"Rio de Janeiro, Brazil",within a day,100%,40%,f,Copacabana,1.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in condo,Private room,2,1.0,1.0,1.0,$250.00,10,365,10,10,365,365,t,20,48,65,340,4,2,0,2023-01-15,2024-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.17
18099,18099,city scrape,Suíte ao Lado Praia Copacabana,2022-04-10,,within an hour,100%,100%,t,Copacabana,2.0,2.0,f,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$450.00,5,200,5,5,200,200,t,1,22,45,143,12,4,0,2023-01-16,2024-04-17,4.58,4.75,4.92,4.92,4.67,4.83,4.58,f,2,0,2,0,0.5
18100,18100,city scrape,Suíte com vista mar,2022-12-05,"Rio de Janeiro, Brazil",within a day,82%,67%,f,Vidigal,6.0,9.0,t,,Vidigal,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$286.00,3,365,3,3,365,365,t,10,31,38,312,15,7,1,2023-01-04,2024-11-30,4.8,4.87,4.57,4.6,5.0,4.87,4.8,f,6,1,4,1,0.62
18103,18103,city scrape,Quarto inteiro em Copacabana,2018-10-04,,within a few hours,100%,25%,f,Copacabana,2.0,2.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$650.00,3,365,3,3,365,365,t,26,56,86,361,0,0,0,,,,,,,,,,f,2,1,1,0,
18104,18104,city scrape,Charmoso quarto.,2016-06-23,"Rio de Janeiro, Brazil",within an hour,90%,91%,f,Copacabana,5.0,6.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,2.0,$620.00,1,365,1,1,365,365,t,28,58,88,363,2,0,0,2023-11-05,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,4,2,2,0,0.14
18113,18113,city scrape,Quartos com banheiros em Casa deliciosa no humaitá,2014-03-31,"Rio, Brazil",within a few hours,96%,31%,f,Humaitá,2.0,3.0,f,,Humaitá,Private room in home,Private room,2,1.0,1.0,1.0,$414.00,2,90,2,2,90,90,t,23,53,78,265,1,1,0,2024-09-23,2024-09-23,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,2,0,2,0,0.31
18117,18117,city scrape,Copacabana TOP Vista Mar Lateral,2019-01-23,"Rio de Janeiro, Brazil",within a few hours,100%,73%,f,Copacabana,24.0,26.0,t,,Copacabana,Private room in rental unit,Private room,10,1.0,1.0,3.0,"$3,000.00",1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,22,19,3,0,
18119,18119,city scrape,Apartamento em frente à praia,2020-07-18,"State of Rio de Janeiro, Brazil",within a day,100%,,f,Recreio dos Bandeirantes,1.0,4.0,t,,Recreio dos Bandeirantes,Private room in rental unit,Private room,5,1.0,1.0,1.0,"$1,003.00",2,365,2,2,365,365,t,21,51,81,356,2,0,0,2023-01-20,2023-01-21,2.5,2.5,2.5,3.0,3.0,3.0,2.5,t,1,0,1,0,0.08
18136,18136,city scrape,Suítes em Santa Teresa RJ 07,2022-12-08,,,,50%,f,Santa Teresa,12.0,12.0,f,,Rio Comprido,Private room in home,Private room,2,11.0,11.0,11.0,$200.00,1,365,1,1,365,365,t,0,0,26,26,3,0,0,2023-01-02,2023-02-28,4.67,4.67,4.33,5.0,5.0,2.67,4.33,f,12,0,12,0,0.12
18137,18137,city scrape,Suíte Copanema com entrada independente,2014-01-26,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$900.00,2,10,1,2,10,10,t,7,15,37,37,23,8,0,2023-01-17,2024-10-21,5.0,5.0,5.0,5.0,4.96,5.0,4.91,f,1,0,1,0,0.97
