,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
16,16,city scrape,Casanova Residence great for shoots and events,2010-09-13,"State of Rio de Janeiro, Brazil",within a day,64%,67%,f,Joá,5.0,15.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire home,Entire home/apt,14,7.0,6.0,10.0,"$6,000.00",1,730,1,1,730,730,t,30,60,80,355,7,0,0,2015-11-27,2017-01-08,4.57,4.86,4.86,4.86,4.57,4.71,4.57,f,5,3,2,0,0.06
57,57,city scrape,Amazing ocean view !,2011-04-15,"Palma, Spain",within a day,100%,100%,f,Barra da Tijuca,2.0,3.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"$1,001.00",4,500,4,4,500,500,t,0,0,0,209,65,2,0,2013-04-02,2024-01-29,4.82,4.95,4.63,4.95,4.89,4.88,4.75,f,2,2,0,0,0.45
64,64,city scrape,Delicious new and wonderfull view 2 bedroomns,2011-12-21,"Rio de Janeiro, Brazil",within a day,100%,12%,f,Laranjeiras,1.0,5.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,5,1.5,2.0,3.0,$614.00,2,1125,2,2,1125,1125,t,21,51,76,351,15,2,0,2012-02-21,2024-01-21,4.92,4.87,4.93,4.8,4.8,4.87,4.73,f,1,1,0,0,0.1
66,66,city scrape,Cozy apartment located in a safe area of Rio,2011-12-22,"Santiago, Chile",within a day,100%,85%,t,Laranjeiras,1.0,1.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$674.00,7,1125,7,7,1125,1125,t,0,2,13,254,29,2,0,2012-01-13,2024-09-19,4.76,4.9,4.69,4.93,4.97,4.97,4.55,f,1,1,0,0,0.18
67,67,city scrape,Nice place in Rio with ocean view.,2011-12-19,"Rio de Janeiro, Brazil",within a day,100%,,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$1,286.00",4,60,4,4,60,60,t,29,59,89,364,17,0,0,2012-07-11,2023-11-24,4.82,4.94,4.88,4.94,4.88,4.65,4.76,f,1,1,0,0,0.11
76,76,city scrape,"Copacabana Studio -  5* Reviews, 5 mins to Beach",2011-05-25,"Barcelona, Spain",within a day,50%,33%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$878.00,4,31,4,4,31,31,t,4,34,61,281,96,2,1,2011-06-10,2024-12-05,4.98,4.92,4.98,4.98,4.99,4.94,4.8,f,1,1,0,0,0.58
81,81,city scrape,Rio-2 Bedroom-Minutes from it all,2012-01-10,"Massachusetts, United States",within a day,50%,0%,f,Santa Teresa,1.0,1.0,f,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,$472.00,5,30,5,5,30,30,t,23,53,75,350,3,0,0,2012-02-22,2014-06-30,3.67,2.5,2.0,3.0,4.5,3.0,2.5,f,1,1,0,0,0.02
107,107,city scrape,NEW WORLD LODGINGS #Caledonia Room,2012-01-23,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Botafogo,3.0,4.0,f,,Botafogo,Private room in home,Private room,3,1.0,1.0,3.0,$877.00,3,90,3,3,90,90,t,30,60,90,365,1,0,0,2012-02-21,2012-02-21,5.0,4.0,5.0,5.0,5.0,4.0,5.0,f,3,0,3,0,0.01
108,108,city scrape,NEW WORLD LODGINGS #Tirrik Room -RJ,2012-01-23,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Botafogo,3.0,4.0,f,,Botafogo,Private room in home,Private room,2,1.0,1.0,2.0,$877.00,3,90,3,3,90,90,t,30,60,90,365,3,0,0,2012-10-15,2015-01-09,4.67,5.0,4.67,5.0,4.33,4.67,4.67,f,3,0,3,0,0.02
113,113,previous scrape,NEW WORLD INDEPENDENT LODGINGS - RJ,2012-01-23,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Botafogo,3.0,4.0,f,,Botafogo,Private room in home,Private room,8,,,,,3,90,3,3,90,90,t,22,29,52,327,5,0,0,2012-02-23,2015-11-09,5.0,4.8,5.0,5.0,5.0,4.4,5.0,f,3,0,3,0,0.03
116,116,city scrape,2BR Cosy Apt w/Pool in Santa Teresa,2012-01-30,Brazil,within a day,86%,100%,f,Santa Teresa,2.0,5.0,t,,Santa Teresa,Entire rental unit,Entire home/apt,16,5.0,6.0,16.0,"$5,874.00",3,30,3,3,30,30,t,30,60,90,365,13,1,0,2012-06-25,2024-11-19,3.75,3.69,4.0,4.38,4.46,4.0,3.85,t,1,1,0,0,0.09
192,192,city scrape,Cozy Studio in Ipanema,2011-11-21,"Rio de Janeiro, Brazil",within a day,64%,33%,f,Ipanema,3.0,8.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$721.00,7,180,7,7,180,180,t,0,0,15,290,134,6,0,2012-07-26,2024-11-17,4.56,4.67,4.41,4.89,4.73,4.95,4.47,f,2,2,0,0,0.89
211,211,city scrape,Aptº em Ipanema - Posto 9 - Rio,2012-04-13,"Americana, Brazil",within a day,75%,,f,Ipanema,1.0,1.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,$850.00,4,1125,4,4,1125,1125,t,0,20,22,188,18,0,0,2012-08-29,2020-01-24,4.28,4.18,4.35,4.47,4.82,5.0,4.59,f,1,1,0,0,0.12
227,227,city scrape,Price per person Sugar Loaf Flamengo Beach,2012-02-03,"Rio de Janeiro, Brazil",within a day,83%,75%,f,Glória,4.0,7.0,t,"Rio de Janeiro, Brazil",Glória,Private room in rental unit,Private room,1,1.0,1.0,2.0,$126.00,3,5,3,3,5,5,t,1,31,54,92,114,4,0,2012-06-24,2024-05-07,4.7,4.77,4.55,4.8,4.72,4.76,4.6,f,4,1,3,0,0.75
235,235,city scrape,Rio de Janeiro Flat !! Good Price !,2012-05-03,"Rio de Janeiro, Brazil",within a day,63%,59%,f,Glória,1.0,3.0,t,"Rio de Janeiro, Brazil",Glória,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$689.00,2,1125,2,2,1125,1125,t,27,57,83,83,127,7,0,2012-07-03,2024-11-11,4.81,4.87,4.8,4.94,4.94,4.74,4.68,f,1,1,0,0,0.84
236,236,city scrape,Quiet 1 bedroom apartment at Rio,2012-06-10,"State of Espírito Santo, Brazil",within a day,80%,50%,f,Gávea,1.0,3.0,t,"Rio de Janeiro, Brazil",Gávea,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$230.00,4,1125,4,4,1125,1125,t,3,3,26,301,13,2,0,2015-11-01,2024-07-01,4.15,4.46,4.0,4.69,4.69,4.69,4.46,f,1,1,0,0,0.12
263,263,city scrape,Room in Barra da Tijuca Rio,2012-07-04,"Rio de Janeiro, Brazil",within a day,100%,33%,f,Barra da Tijuca,5.0,5.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Private room in bed and breakfast,Private room,2,10.0,10.0,32.0,$343.00,1,365,2,3,365,365,t,27,57,87,362,1,0,0,2019-04-27,2019-04-27,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,3,1,2,0,0.01
265,265,city scrape,CASA DA DENISE Room with gorgeous viewSantaTeresa,2012-05-04,"Rio de Janeiro, Brazil",within a day,80%,63%,f,Santa Teresa,3.0,13.0,f,"Rio de Janeiro, Brazil",Santa Teresa,Private room in home,Private room,3,1.0,1.0,3.0,$829.00,2,60,2,2,60,60,t,22,52,82,357,10,4,0,2012-11-04,2024-11-09,4.78,4.6,4.7,5.0,4.7,4.7,4.6,f,3,0,3,0,0.07
266,266,city scrape,VIP suite gorgeous view-SantaTeresa,2012-05-04,"Rio de Janeiro, Brazil",within a day,80%,63%,f,Santa Teresa,3.0,13.0,f,"Rio de Janeiro, Brazil",Santa Teresa,Private room in home,Private room,2,1.0,1.0,2.0,$800.00,2,90,1,2,90,90,t,24,54,75,350,15,6,0,2013-10-02,2024-11-18,4.87,4.93,4.87,4.93,5.0,5.0,4.8,f,3,0,3,0,0.11
267,267,city scrape,CASA DA DENISE lovely space room - Santa Teresa,2012-05-04,"Rio de Janeiro, Brazil",within a day,80%,63%,f,Santa Teresa,3.0,13.0,f,"Rio de Janeiro, Brazil",Santa Teresa,Private room in home,Private room,3,1.0,1.0,3.0,$857.00,1,90,1,1,90,90,t,18,25,40,129,17,2,0,2012-12-21,2024-08-15,5.0,4.82,4.82,4.88,4.88,4.88,4.71,f,3,0,3,0,0.12
283,283,city scrape,SPECTACULAR PENTHOUSE WITH TERRACE,2012-07-19,"Rio de Janeiro, Brazil",within a day,100%,33%,f,Copacabana,2.0,15.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$936.00,4,180,4,5,180,180,t,23,53,81,344,28,0,0,2012-11-17,2023-11-21,4.86,4.89,4.67,4.96,4.89,5.0,4.63,f,2,2,0,0,0.19
322,322,city scrape,Copacabana Beautiful 3 bedrooms apt,2012-12-09,"Rio de Janeiro, Brazil",within a day,83%,78%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,"$1,500.00",3,15,4,5,15,15,t,4,5,5,255,80,3,1,2013-01-04,2024-12-22,4.98,4.99,4.94,4.98,4.96,4.94,4.81,f,1,1,0,0,0.55
329,329,city scrape,Rio Gávea near Leblon / Ipanema 1,2012-09-10,"Rio de Janeiro, Brazil",within a day,83%,,f,Gávea,4.0,4.0,t,"Rio de Janeiro, Brazil",Gávea,Private room in rental unit,Private room,2,1.5,1.0,2.0,$444.00,1,360,1,1,360,360,t,17,47,77,352,54,0,0,2012-11-18,2023-11-23,4.76,4.93,4.7,4.98,4.85,4.72,4.61,f,3,0,3,0,0.37
334,334,city scrape,3 bedrooms in the beach of Leblon,2012-09-10,"Rio de Janeiro, Brazil",within a day,88%,43%,f,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"$1,800.00",3,15,3,3,15,15,t,0,0,18,293,4,3,0,2017-03-01,2024-02-19,4.75,5.0,4.25,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04
344,344,city scrape,Excellent Flat - heart of Rio,2012-10-01,"Rio de Janeiro, Brazil",within a day,75%,9%,f,,1.0,7.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,3,2.0,2.0,3.0,$239.00,7,320,7,7,320,320,t,5,8,8,264,7,0,0,2015-12-12,2022-12-12,5.0,5.0,4.86,5.0,5.0,4.86,5.0,f,1,1,0,0,0.06
357,357,city scrape,Wonderful Penthouse in front of Copacabana Beach,2012-12-24,"Rio de Janeiro, Brazil",within a day,100%,71%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,$914.00,1,10,1,1,10,10,t,25,30,30,30,7,3,0,2014-01-03,2024-09-22,4.33,4.33,4.33,4.83,4.67,5.0,4.5,f,1,1,0,0,0.05
367,367,city scrape,Rio Gavea near Copacabana & Ipanema 2,2012-09-10,"Rio de Janeiro, Brazil",within a day,83%,,f,Gávea,4.0,4.0,t,"Rio de Janeiro, Brazil",Gávea,Private room in rental unit,Private room,2,1.5,1.0,2.0,$600.00,1,360,1,1,360,360,t,17,47,77,352,11,0,0,2013-01-03,2023-01-05,4.82,5.0,5.0,5.0,4.82,4.45,4.45,f,3,0,3,0,0.08
368,368,city scrape,Rio Gávea near Leblon / Ipanema 3,2012-09-10,"Rio de Janeiro, Brazil",within a day,83%,,f,Gávea,4.0,4.0,t,"Rio de Janeiro, Brazil",Gávea,Private room in rental unit,Private room,2,1.5,1.0,2.0,$800.00,2,360,2,2,360,360,t,17,47,77,352,19,0,0,2013-01-03,2023-11-19,4.63,4.79,4.63,4.89,4.68,4.74,4.42,f,3,0,3,0,0.13
370,370,city scrape,Linda Casa Joá   (#lindacasajoa),2015-01-08,"Rio de Janeiro, Brazil",within a day,67%,0%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Joá,Entire home,Entire home/apt,10,4.5,4.0,7.0,"$3,239.00",2,1125,2,4,1125,1125,t,0,0,0,0,96,1,0,2018-09-02,2024-01-02,4.79,4.8,4.58,4.97,4.93,4.91,4.6,f,1,1,0,0,1.25
373,373,city scrape,"Confortável, calmo e seguro. . .",2012-12-30,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Penha Circular,3.0,4.0,t,"Rio de Janeiro, Brazil",Penha Circular,Private room in rental unit,Private room,10,1.0,1.0,4.0,$129.00,1,365,1,1,365,365,t,29,59,89,364,10,0,0,2013-07-05,2020-02-26,4.0,4.0,4.3,4.7,4.1,4.2,4.5,f,3,0,3,0,0.07
374,374,city scrape,2 Bedroom Apartment by Sugar Loaf -Urca Rio,2012-03-07,"Rio de Janeiro, Brazil",within a day,50%,,f,,1.0,2.0,t,,Urca,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,$472.00,28,1125,28,28,1125,1125,t,28,58,88,268,8,1,0,2013-03-01,2024-01-04,4.38,4.57,4.29,4.57,4.14,4.71,4.0,f,1,1,0,0,0.06
386,386,city scrape,Frente para a praia de Copacabana!,2012-08-24,"Rio de Janeiro, Brazil",within a day,78%,0%,f,,1.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,$450.00,4,90,4,4,90,90,t,4,4,17,17,88,0,0,2013-02-18,2022-11-11,4.84,4.66,4.74,4.95,4.91,4.98,4.71,f,1,1,0,0,0.61
404,404,city scrape,Comfort and Safety 24h - Barra da Tijuca - Rio,2013-01-14,"Rio de Janeiro, Brazil",within a day,76%,54%,f,Barra da Tijuca,2.0,17.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,10,3.0,3.0,7.0,"$1,161.00",2,1125,2,2,1125,1125,t,0,8,30,47,107,15,0,2013-05-08,2024-11-17,4.78,4.85,4.64,4.95,4.92,4.95,4.64,f,2,2,0,0,0.75
416,416,city scrape,Charmosa suite no Leblon!!,2013-02-05,Brazil,within a day,92%,16%,f,Leblon,2.0,3.0,t,"Rio de Janeiro, Brazil",Leblon,Private room in rental unit,Private room,2,1.0,1.0,1.0,$600.00,1,1125,1,1,1125,1125,t,25,55,82,357,19,1,0,2014-06-28,2024-11-17,4.84,4.68,4.95,4.63,4.68,4.84,4.32,f,2,0,2,0,0.15
422,422,city scrape,Quarto linda vista em Santa Teresa,2013-02-07,"Rio de Janeiro, Brazil",within a day,100%,100%,f,Santa Teresa,1.0,1.0,f,"Rio de Janeiro, Brazil",Laranjeiras,Private room in rental unit,Private room,2,2.0,2.0,2.0,$180.00,3,21,3,3,21,21,t,20,50,74,349,1,1,0,2024-02-15,2024-02-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.09
429,429,city scrape,ROOM & PRIVATE BATH GREAT VIEW - SUITE COM VISTAÇO,2011-09-30,"Rio de Janeiro, Brazil",within a day,75%,73%,f,,1.0,2.0,t,"Rio de Janeiro, Brazil",Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,$383.00,2,365,2,2,365,365,t,24,54,74,349,15,1,0,2022-09-10,2024-09-16,5.0,4.93,4.87,5.0,5.0,5.0,4.93,f,1,0,1,0,0.54
431,431,city scrape,Luxurious condo in the heart of beauty beach Rio!,2013-01-23,"Wolcott, CT",within a day,90%,68%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,$534.00,2,10,1,2,10,10,t,2,10,32,307,59,13,3,2014-06-30,2024-12-18,4.58,4.66,4.66,4.72,4.8,4.69,4.74,f,1,1,0,0,0.46
435,435,city scrape,"Confortável, calmo, seguro.",2012-12-30,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Penha Circular,3.0,4.0,t,"Rio de Janeiro, Brazil",Penha Circular,Private room in rental unit,Private room,12,1.0,1.0,6.0,$121.00,1,365,1,1,365,365,t,29,59,89,364,5,0,0,2014-07-08,2022-09-11,4.4,4.4,4.8,4.6,4.6,4.4,4.4,f,3,0,3,0,0.04
449,449,city scrape,In Lapa! Promotion for World Cup!,2012-12-20,"Rio de Janeiro, Brazil",within a day,67%,50%,f,Santa Teresa,1.0,1.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,$114.00,5,90,1,5,90,90,t,4,9,19,163,5,1,1,2013-06-02,2024-11-30,4.4,5.0,5.0,5.0,4.8,4.4,4.8,f,1,1,0,0,0.04
461,461,previous scrape,Coliving ou Homestay - UFRJ - Fundão,2012-12-30,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Penha Circular,3.0,4.0,t,"Rio de Janeiro, Brazil",Penha Circular,Private room in rental unit,Private room,5,,,,,3,365,3,3,365,365,t,28,58,88,363,0,0,0,,,,,,,,,,f,3,0,3,0,
470,470,city scrape,Amável apartamento em Copacabana,2013-03-04,"Rio de Janeiro, Brazil",within a day,50%,25%,f,Copacabana,2.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"$1,000.00",3,90,3,3,90,90,t,21,51,81,356,12,1,0,2019-11-17,2024-09-02,4.67,4.67,4.5,4.83,4.83,4.83,4.58,f,2,2,0,0,0.19
480,480,city scrape,Lindo Apartamento Mobiliado,2013-05-25,"Rio de Janeiro, Brazil",within a day,71%,0%,f,,1.0,3.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,$336.00,2,30,2,2,30,30,t,27,57,87,362,6,0,0,2013-09-24,2020-11-07,4.33,5.0,3.83,5.0,5.0,4.33,4.17,f,1,1,0,0,0.04
494,494,city scrape,Casa com ótima localização .,2012-12-17,"Rio de Janeiro, Brazil",within a day,86%,50%,f,Maracanã,1.0,1.0,t,,Maracanã,Private room in home,Private room,2,1.0,3.0,1.0,$149.00,1,365,1,1,365,365,t,23,53,70,345,0,0,0,,,,,,,,,,f,1,0,1,0,
495,495,city scrape,"Leblon 3 quartos, luxo, ar split, wifi, tv a cabo",2012-10-21,"Rio de Janeiro, Brazil",within a day,100%,92%,t,Leblon,1.0,2.0,t,,Leblon,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,"$2,286.00",3,1125,4,4,1125,1125,t,7,14,18,173,140,41,4,2013-08-21,2024-12-26,4.87,4.75,4.82,4.92,4.97,4.98,4.8,f,1,1,0,0,1.01
510,510,city scrape,Loft in Copacabana,2013-05-31,"Rio de Janeiro, Brazil",within a day,77%,76%,t,Copacabana,7.0,8.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$444.00,1,90,1,5,90,90,t,6,6,15,19,433,27,2,2014-09-22,2024-12-18,4.73,4.84,4.75,4.88,4.89,4.81,4.69,f,6,1,5,0,3.46
539,539,city scrape,Charming apartment / Ipanema beach!,2013-06-16,"São Paulo, Brazil",within a day,100%,29%,t,Ipanema,1.0,3.0,f,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,2.0,3.0,3.0,"$1,086.00",30,360,6,30,360,360,t,0,13,15,15,21,4,0,2014-05-26,2024-09-30,4.9,4.95,4.81,4.9,4.81,5.0,4.62,f,1,1,0,0,0.16
541,541,city scrape,"Top, Copa ,Rj, Ar e tv , nos 3 quartos e na sala.",2013-06-18,"Rio de Janeiro, Brazil",within a day,90%,89%,t,,1.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,3.0,3.0,5.0,"$1,621.00",2,1125,2,2,1125,1125,t,10,17,34,285,208,19,1,2014-01-20,2024-12-08,4.55,4.6,4.31,4.85,4.84,4.86,4.68,f,1,1,0,0,1.56
581,581,city scrape,Lagoa R de Freitas - Confortável e Belo,2013-01-14,"Rio de Janeiro, Brazil",within a day,76%,54%,f,Barra da Tijuca,2.0,17.0,t,"Rio de Janeiro, Brazil",Lagoa,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,$917.00,2,1125,1,2,1125,1125,t,13,43,65,65,102,14,2,2014-07-16,2024-12-10,4.9,4.92,4.81,4.99,4.89,4.95,4.78,f,2,2,0,0,0.8
609,609,city scrape,Charming 1 bdr  facillities & beach,2011-08-28,"São Paulo, Brazil",within a day,100%,,f,,1.0,2.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,2,0.0,1.0,1.0,"$1,255.00",4,10,4,10,10,10,t,27,57,87,87,0,0,0,,,,,,,,,,f,1,1,0,0,
613,613,city scrape,Delicious penthouse 275m2 - Rio de Janeiro,2013-07-06,"Toulouse, France",within a day,100%,100%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,"$1,400.00",3,30,3,3,30,30,t,22,52,70,273,7,3,0,2015-03-05,2024-08-10,4.86,5.0,4.57,4.71,4.86,4.86,4.57,f,1,1,0,0,0.06
630,630,city scrape,big house with private pool for wor,2013-03-13,"Niterói, Brazil",within a day,100%,80%,f,,2.0,5.0,t,"Rio de Janeiro, Brazil",Bangu,Entire home,Entire home/apt,6,3.0,4.0,4.0,$700.00,1,1125,1,1,1125,1125,t,0,0,0,0,6,1,0,2016-06-03,2023-12-29,4.83,5.0,4.5,4.67,5.0,4.67,5.0,t,1,1,0,0,0.06
637,637,city scrape,"luxury 2suites,service and seaview!",2013-10-11,,within a day,50%,0%,f,,1.0,1.0,f,,São Conrado,Entire rental unit,Entire home/apt,4,2.5,2.0,2.0,"$1,500.00",1,1125,1,1,1125,1125,t,27,57,87,362,0,0,0,,,,,,,,,,f,1,1,0,0,
649,649,city scrape,Flat Ocean View Barra da Tijuca,2013-10-04,"Rio de Janeiro, Brazil",within a day,92%,66%,f,Barra da Tijuca,4.0,5.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$864.00,2,360,2,2,360,360,t,3,6,19,159,31,18,1,2014-03-16,2024-12-08,4.69,4.71,4.5,4.71,4.71,5.0,4.61,f,3,3,0,0,0.24
652,652,city scrape,BARRA DOLCE VITA RESIDENCE SERVICE,2013-10-17,"Rio de Janeiro, Brazil",within a day,90%,100%,f,Barra da Tijuca,4.0,5.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,8,3.5,3.0,4.0,"$1,200.00",15,90,15,15,90,90,t,11,41,62,337,3,0,0,2020-08-02,2023-03-18,4.33,4.33,4.0,5.0,5.0,4.67,4.0,t,2,2,0,0,0.06
682,682,city scrape,3 Quartos na Lapa / julho e feriados,2013-10-29,"Rio de Janeiro, Brazil",within a day,67%,10%,f,Lapa,2.0,3.0,f,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,"$1,200.00",4,15,4,4,15,15,t,29,59,85,360,5,0,0,2020-02-26,2023-02-23,4.4,4.4,4.2,4.8,4.6,4.8,4.0,f,2,2,0,0,0.08
718,718,city scrape,Right place on the right time,2013-08-27,"Rio de Janeiro, Brazil",within a day,66%,5%,f,Leblon,6.0,11.0,t,,Leblon,Entire rental unit,Entire home/apt,4,1.5,1.0,5.0,"$1,114.00",2,1125,1,2,1125,1125,t,25,44,67,340,27,1,0,2014-08-25,2024-01-01,4.67,4.67,4.67,4.81,4.81,4.81,4.7,f,5,5,0,0,0.21
720,720,city scrape,Excelente apartamento em Copacabana,2013-11-10,"Rio de Janeiro, Brazil",within a day,88%,91%,f,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,$823.00,3,1125,3,3,1125,1125,t,1,4,7,255,329,38,1,2014-03-04,2024-12-02,4.82,4.85,4.91,4.84,4.8,4.83,4.8,f,2,2,0,0,2.5
734,734,city scrape,Beautiful studio with amazing view!,2013-08-05,"Rio de Janeiro, Brazil",within a day,67%,0%,f,,1.0,2.0,t,"Rio, Rio de Janeiro, Brazil",Urca,Private room in rental unit,Private room,2,1.0,1.0,1.0,$457.00,7,1125,7,7,1125,1125,t,0,1,23,203,11,0,0,2014-06-27,2022-08-10,4.73,4.73,5.0,5.0,5.0,4.73,4.64,f,1,0,1,0,0.09
791,791,city scrape,Cozy Studio 1 Block from Ocean,2013-04-29,"Silver Spring, MD",within a day,100%,50%,f,Copacabana,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$641.00,5,1125,5,5,1125,1125,t,14,44,68,343,7,1,0,2016-01-05,2024-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.06
813,813,city scrape,Quarto e sala na Lapa,2014-01-06,"Rio, Brazil",within a day,90%,25%,f,,1.0,3.0,t,"Rio, Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$261.00,1,1125,1,1,1125,1125,t,16,32,55,330,25,2,0,2014-02-22,2024-02-17,4.54,4.76,4.48,4.84,4.8,4.28,4.46,f,1,1,0,0,0.19
827,827,city scrape,Beachfront Ocean Views: Luxurious 2BR in Ipanema,2012-01-19,,within a day,50%,100%,f,Ipanema,1.0,10.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire serviced apartment,Entire home/apt,4,2.5,2.0,2.0,"$6,736.00",3,1125,3,4,1125,1125,t,0,0,0,194,1,1,0,2024-11-24,2024-11-24,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.86
831,831,city scrape,Very confortable house  with 3 bedroons,2013-08-18,,within a day,80%,84%,f,Jacarepaguá,2.0,3.0,t,,Curicica,Entire home,Entire home/apt,13,3.0,3.0,9.0,$403.00,2,89,2,2,1125,1125,t,19,49,79,169,53,7,0,2017-06-12,2024-10-27,4.68,4.75,4.42,4.64,4.32,4.57,4.74,t,2,2,0,0,0.58
837,837,previous scrape,Casa de Hóspedes Joatinga,2014-01-09,"Rio de Janeiro, Brazil",within a day,100%,100%,t,Joá,2.0,4.0,t,"Rio, Rio de Janeiro, Brazil",Joá,Entire guest suite,Entire home/apt,4,,1.0,,,2,60,2,2,60,60,t,0,0,0,0,92,5,0,2014-06-30,2024-10-24,4.93,4.95,4.93,5.0,4.92,4.91,4.87,f,2,2,0,0,0.72
