,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
18045,18045,city scrape,Cobertura (Penthouse) Duplex com vista Panorâmica,2014-06-25,"Rio de Janeiro, Brazil",within a day,100%,100%,f,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,8,2.5,3.0,4.0,"$4,380.00",5,365,5,5,365,365,t,28,58,88,88,1,0,0,2023-02-21,2023-02-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04
18046,18046,city scrape,Entire apartment 550 m from Leblon Beach,2014-11-25,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Leblon,1.0,1.0,t,,Leblon,Private room in rental unit,Private room,2,1.0,1.0,2.0,$750.00,3,8,3,3,8,8,t,25,55,79,354,0,0,0,,,,,,,,,,f,1,0,1,0,
18054,18054,city scrape,Quarto em apto bem localizado em Copacabana.,2021-05-26,,within a day,60%,30%,,Copacabana,5.0,5.0,f,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,1,1.0,1.0,1.0,$289.00,5,365,5,5,365,365,t,24,54,74,344,14,7,0,2023-05-28,2024-06-02,4.86,4.93,4.93,5.0,5.0,5.0,4.71,f,4,0,4,0,0.72
18059,18059,city scrape,Casa duplex a 20 min da praia do Recreio (carro),2017-02-19,"Rio de Janeiro, Brazil",within a day,100%,100%,f,Guaratiba,1.0,1.0,t,"Rio de Janeiro, Brazil",Campo Grande,Entire home,Entire home/apt,6,1.0,2.0,3.0,$337.00,2,15,2,2,1125,1125,t,28,58,88,88,4,1,0,2023-01-02,2024-03-31,4.75,4.75,4.75,5.0,5.0,5.0,5.0,t,1,1,0,0,0.17
18065,18065,city scrape,Praia de Sahy - Requinte.,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,5,2.0,2.0,5.0,$480.00,1,365,1,1,365,365,t,26,56,86,361,5,0,0,2023-02-25,2023-12-17,4.6,4.0,4.0,5.0,4.6,4.8,4.2,f,154,154,0,0,0.22
18069,18069,city scrape,"Copa, PRAIA 200m piscina,varanda alta com vista!",2022-12-22,"Rio de Janeiro, Brazil",within a day,80%,51%,f,Copacabana,2.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,"$2,060.00",2,1125,2,7,1125,1125,t,12,19,41,294,22,9,0,2023-01-15,2024-11-10,4.91,4.86,4.77,5.0,4.95,5.0,4.95,f,1,1,0,0,0.92
18071,18071,city scrape,"Charme, entre urca e leme.",2015-10-24,"Rio de Janeiro, Brazil",within a day,50%,100%,f,Botafogo,1.0,1.0,f,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,4,3.0,1.0,2.0,"$1,000.00",4,10,5,5,10,10,t,0,0,16,16,4,1,0,2023-01-17,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.17
18084,18084,city scrape,Férias em Copacabana (suite),2020-09-04,"Rio de Janeiro, Brazil",within a day,100%,40%,f,Copacabana,1.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in condo,Private room,2,1.0,1.0,1.0,$250.00,10,365,10,10,365,365,t,20,48,65,340,4,2,0,2023-01-15,2024-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.17
18100,18100,city scrape,Suíte com vista mar,2022-12-05,"Rio de Janeiro, Brazil",within a day,82%,67%,f,Vidigal,6.0,9.0,t,,Vidigal,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$286.00,3,365,3,3,365,365,t,10,31,38,312,15,7,1,2023-01-04,2024-11-30,4.8,4.87,4.57,4.6,5.0,4.87,4.8,f,6,1,4,1,0.62
18107,18107,city scrape,Casa agradável Copacabana/lagoa Favela.,2022-04-17,"Rio de Janeiro, Brazil",within a day,100%,,f,Lagoa,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire home,Entire home/apt,4,1.0,1.0,2.0,$248.00,2,1125,2,2,1125,1125,t,0,0,0,0,4,0,0,2023-01-22,2023-08-05,4.75,4.5,4.75,4.75,5.0,4.5,4.75,t,2,2,0,0,0.17
18111,18111,city scrape,Apartamento tranquilo no Jardim Botânico,2017-01-18,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Jardim Botânico,1.0,1.0,f,"Rio de Janeiro, Brazil",Jardim Botânico,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"$1,200.00",3,6,3,3,6,6,t,0,8,26,26,1,0,0,2023-01-03,2023-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04
18119,18119,city scrape,Apartamento em frente à praia,2020-07-18,"State of Rio de Janeiro, Brazil",within a day,100%,,f,Recreio dos Bandeirantes,1.0,4.0,t,,Recreio dos Bandeirantes,Private room in rental unit,Private room,5,1.0,1.0,1.0,"$1,003.00",2,365,2,2,365,365,t,21,51,81,356,2,0,0,2023-01-20,2023-01-21,2.5,2.5,2.5,3.0,3.0,3.0,2.5,t,1,0,1,0,0.08
18127,18127,city scrape,"Apartamento de 3/4, Flamengo(RJ)",2022-12-20,,within a day,50%,67%,f,Flamengo,1.0,1.0,f,,Flamengo,Entire rental unit,Entire home/apt,7,3.0,3.0,6.0,$975.00,3,365,3,3,365,365,t,3,33,58,333,3,1,0,2023-02-21,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.13
18151,18151,city scrape,Suite com vista para o mar,2022-12-05,"Rio de Janeiro, Brazil",within a day,82%,67%,f,Vidigal,6.0,9.0,t,,Vidigal,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$286.00,3,365,1,3,365,365,t,22,50,70,345,9,3,0,2023-02-21,2024-11-23,4.78,4.44,4.22,4.33,5.0,4.0,4.56,f,6,1,4,1,0.4
18154,18154,city scrape,Ap delícia a 20 passos da praia!,2022-12-15,"Rio de Janeiro, Brazil",within a day,67%,100%,f,Recreio dos Bandeirantes,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$800.00,1,10,1,1,10,10,t,26,56,86,361,8,1,0,2022-12-31,2024-09-15,5.0,4.75,4.75,5.0,5.0,5.0,4.75,f,1,1,0,0,0.33
18158,18158,city scrape,Apartamento em copa/Ipanema ( próximo à praia),2021-12-14,,within a day,50%,18%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$571.00,1,30,1,1,30,30,t,25,55,80,80,2,1,0,2023-01-02,2024-02-12,3.5,5.0,4.5,5.0,5.0,4.5,3.0,f,1,1,0,0,0.08
18160,18160,city scrape,Apt. próximo à praia Ipanema  RJ,2017-01-17,"São Paulo, Brazil",within a day,60%,75%,f,Ipanema,1.0,1.0,f,,Ipanema,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,"$1,070.00",5,20,5,5,1125,1125,t,23,53,83,83,3,1,0,2023-02-22,2024-09-17,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,1,1,0,0,0.13
18161,18161,city scrape,Quarto de Casal com vista pro mar,2022-12-05,"Rio de Janeiro, Brazil",within a day,82%,67%,f,Vidigal,6.0,9.0,t,,Vidigal,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$236.00,4,365,3,3,365,365,t,3,3,20,295,16,8,0,2023-01-03,2024-11-23,4.5,4.25,4.25,4.31,4.81,4.31,4.13,f,6,1,4,1,0.66
18176,18176,previous scrape,Hotel Nacional,2022-11-21,,within a day,50%,,f,São Conrado,1.0,1.0,f,,São Conrado,Room in hotel,Private room,4,,1.0,,,7,7,7,7,7,7,t,0,0,0,0,1,0,0,2023-02-26,2023-02-26,5.0,5.0,4.0,5.0,5.0,4.0,5.0,t,1,0,1,0,0.04
18181,18181,city scrape,ap perto praia/aeroporto,2022-12-18,,within a day,56%,90%,f,Jardim Guanabara,1.0,1.0,t,,Jardim Guanabara,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$327.00,2,1125,2,2,1125,1125,t,0,24,54,329,13,5,0,2023-01-01,2024-05-08,4.62,4.69,4.62,5.0,4.77,5.0,4.46,f,1,1,0,0,0.54
18182,18182,city scrape,Santa Teresa! Não tem lugar para tristeza.,2015-07-22,"Rio de Janeiro, Brazil",within a day,70%,50%,f,Santa Teresa,3.0,5.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire home,Entire home/apt,6,1.0,2.0,9.0,"$1,343.00",1,7,1,1,7,7,t,29,35,35,35,5,2,0,2023-02-27,2024-02-13,5.0,4.8,5.0,5.0,5.0,4.8,5.0,f,2,1,1,0,0.22
18186,18186,city scrape,Praia Rio - Exuberância e magia.,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,5,1.0,1.0,1.0,"$1,300.00",1,365,1,1,365,365,t,28,58,88,363,1,0,0,2023-01-02,2023-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,154,154,0,0,0.04
18191,18191,city scrape,[REF: 71] Sala e Quarto temporada em Copacabana,2019-01-08,,within a day,75%,21%,f,Copacabana,19.0,39.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$350.00,5,90,5,5,90,90,t,0,0,0,0,1,0,0,2023-01-06,2023-01-06,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,19,19,0,0,0.04
18194,18194,city scrape,Apt. próximo praia e Shopping,2017-03-29,"Rio de Janeiro, Brazil",within a day,100%,33%,t,Barra da Tijuca,1.0,1.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$270.00,2,1125,2,2,1125,1125,t,0,0,4,94,25,4,0,2023-01-06,2024-02-20,4.8,4.96,4.88,4.96,5.0,4.84,4.84,f,1,1,0,0,1.04
18204,18204,city scrape,Linda mansão com piscina e churrasqueira,2019-05-07,"Rio de Janeiro, Brazil",within a day,100%,100%,t,Anil,1.0,1.0,f,"Rio de Janeiro, Brazil",Anil,Entire home,Entire home/apt,8,2.0,2.0,8.0,$943.00,3,1125,2,2,1125,1125,t,21,51,78,348,29,13,0,2023-01-05,2024-09-23,4.79,4.69,4.76,4.97,4.93,4.93,4.93,t,1,1,0,0,1.2
18206,18206,city scrape,"Praia, sol e uma rede pra relaxar!",2016-11-24,"Belo Horizonte, Brazil",within a day,100%,50%,f,Recreio dos Bandeirantes,1.0,2.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,7,2.0,3.0,6.0,$871.00,1,1125,1,1,1125,1125,t,26,56,86,361,14,3,0,2023-01-23,2024-09-22,4.79,4.79,4.71,4.93,4.93,4.93,4.86,f,1,1,0,0,0.6
18255,18255,city scrape,Ap Arpoador-Copacabana/Ipanema,2011-06-22,"Rio de Janeiro, Brazil",within a day,50%,33%,f,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$885.00,1,365,1,1,365,365,t,0,0,10,285,3,1,0,2023-02-22,2024-05-06,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.13
18256,18256,city scrape,Quadríssima da praia Copacabana,2015-09-09,,within a day,60%,0%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$300.00,2,365,2,2,365,365,t,1,1,1,272,2,0,0,2023-01-11,2023-02-28,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.08
18260,18260,city scrape,Quarto Botafogo perto praia Copa,2018-07-16,"Rio de Janeiro, Brazil",within a day,56%,83%,t,Botafogo,21.0,27.0,t,,Botafogo,Private room in home,Private room,1,5.0,1.0,1.0,$107.00,20,365,20,20,365,365,t,20,41,59,59,9,1,0,2023-01-01,2024-01-02,4.78,4.78,4.33,4.89,4.89,4.67,4.22,t,21,1,20,0,0.37
18261,18261,city scrape,Ilha de Guaratiba - 4 quartos até 16 hóspedes,2020-01-08,"Rio de Janeiro, Brazil",within a day,95%,6%,t,Guaratiba,43.0,52.0,t,,Guaratiba,Entire home,Entire home/apt,16,4.5,4.0,16.0,"$3,300.00",3,365,3,3,365,365,t,29,59,89,364,1,0,0,2023-06-11,2023-06-11,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,23,23,0,0,0.05
18262,18262,city scrape,Quarto Flamengo próximo METRÔ até 3 pessoas,2020-02-08,,within a day,70%,71%,f,Flamengo,2.0,3.0,t,,Flamengo,Private room in rental unit,Private room,3,2.0,1.0,2.0,$500.00,1,365,1,1,365,365,t,26,32,32,32,7,6,0,2023-11-05,2024-11-19,5.0,4.86,4.86,5.0,5.0,5.0,4.71,f,2,0,2,0,0.5
18273,18273,city scrape,Quarto até 3 pessoas  próximo Metrô Flamengo,2020-02-08,,within a day,70%,71%,f,Flamengo,2.0,3.0,t,"Rio de Janeiro, Brazil",Flamengo,Private room in rental unit,Private room,3,1.5,1.0,1.0,$436.00,1,365,1,1,365,365,t,26,56,64,290,7,5,0,2023-02-04,2024-09-22,5.0,5.0,4.86,5.0,5.0,5.0,4.71,f,2,0,2,0,0.3
18287,18287,previous scrape,Apto em Botafogo para virada do ano em Copacabana!,2018-07-16,"Rio de Janeiro, Brazil",within a day,56%,83%,t,Botafogo,21.0,27.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,5,,2.0,,,4,10,4,4,10,10,t,0,0,0,68,3,1,0,2023-01-01,2024-01-02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,21,1,20,0,0.12
18288,18288,city scrape,Quartos individuais em Botafogo,2018-07-16,"Rio de Janeiro, Brazil",within a day,56%,83%,t,Botafogo,21.0,27.0,t,"Rio de Janeiro, Brazil",Botafogo,Private room in home,Private room,1,3.0,1.0,1.0,$295.00,20,365,20,20,365,365,t,30,60,90,90,11,1,0,2023-01-02,2024-02-13,4.73,4.64,4.55,4.91,5.0,4.82,4.82,f,21,1,20,0,0.45
18295,18295,city scrape,Apto de aluguel Copacabana,2022-02-15,"Rio de Janeiro, Brazil",within a day,64%,64%,f,Copacabana,2.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$500.00,5,20,5,5,20,20,t,25,55,77,352,1,0,0,2023-02-21,2023-02-21,4.0,3.0,3.0,4.0,5.0,5.0,4.0,f,2,2,0,0,0.04
18304,18304,city scrape,Temporada/Mensal Flat à Beira Mar,2019-01-28,Brazil,within a day,100%,69%,f,Recreio dos Bandeirantes,8.0,8.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,250.00",20,1125,4,20,1125,1125,t,5,16,22,81,9,5,0,2023-03-23,2024-09-12,4.67,4.56,4.78,5.0,4.89,4.89,4.44,f,3,3,0,0,0.42
18306,18306,city scrape,Vista deslumbrante,2019-01-23,,within a day,60%,25%,f,Barra da Tijuca,22.0,27.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$700.00,4,365,4,4,365,365,t,25,55,85,360,0,0,0,,,,,,,,,,f,22,21,1,0,
18318,18318,city scrape,Studio Posto 6 - Copacabana,2021-08-17,,within a day,100%,61%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$900.00,2,365,2,2,365,365,t,24,54,79,354,6,2,0,2023-01-03,2024-09-22,4.67,4.83,4.83,4.83,4.83,4.83,4.5,f,1,1,0,0,0.25
18349,18349,city scrape,Sofá disponível para RIR em sala de estar.,2016-05-29,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Barra da Tijuca,2.0,2.0,t,,Barra da Tijuca,Private room in rental unit,Private room,1,1.0,1.0,1.0,$200.00,2,3,2,2,3,3,t,26,56,86,86,0,0,0,,,,,,,,,,f,1,0,1,0,
18350,18350,city scrape,Mansão com 6 quartos na Barra,2011-09-16,"Braga, Portugal",within a day,90%,0%,f,Barra da Tijuca,7.0,13.0,t,,Barra da Tijuca,Entire home,Entire home/apt,16,5.5,6.0,14.0,"$12,714.00",1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,5,5,0,0,
18354,18354,city scrape,Suíte grande em Copacabana,2016-06-21,"State of Rio de Janeiro, Brazil",within a day,60%,27%,f,Copacabana,4.0,4.0,t,,Copacabana,Private room in rental unit,Private room,2,2.0,1.0,1.0,$890.00,1,15,1,1,15,15,t,29,59,83,358,4,1,0,2023-01-02,2024-02-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0,4,0,0.17
18360,18360,city scrape,ambiente familiar e aconchegante,2022-12-27,,within a day,100%,0%,f,Centro,1.0,1.0,t,,Centro,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$399.00,1,365,1,1,365,365,t,27,57,86,361,7,0,0,2022-12-30,2023-04-05,4.14,4.14,3.86,4.0,4.14,4.14,4.0,f,1,1,0,0,0.29
18365,18365,city scrape,Cama em quarto Ipanema 05,2022-02-22,,within a day,78%,58%,f,Ipanema,25.0,36.0,t,,Ipanema,Shared room in guesthouse,Shared room,1,2.0,1.0,1.0,$300.00,1,365,1,1,365,365,t,29,59,89,333,6,4,0,2023-06-05,2024-09-22,3.17,3.33,3.67,3.33,3.17,4.83,3.67,f,24,9,7,8,0.31
18379,18379,city scrape,Quarto em Botafogo pra Carnaval perto Copacabana,2018-07-16,"Rio de Janeiro, Brazil",within a day,56%,83%,t,Botafogo,21.0,27.0,t,,Botafogo,Private room in home,Private room,1,2.0,1.0,1.0,$235.00,20,365,20,20,365,365,t,24,54,83,83,5,0,0,2023-01-01,2023-11-20,4.6,4.6,4.6,4.8,5.0,5.0,4.6,f,21,1,20,0,0.21
18398,18398,city scrape,Exclusive Barra,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,$641.00,1,365,1,1,365,365,t,0,0,0,0,2,0,0,2023-09-09,2023-09-10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,154,154,0,0,0.13
18403,18403,city scrape,Cobertura aconchegante na Barra,2019-01-23,,within a day,60%,25%,f,Barra da Tijuca,22.0,27.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,"$3,000.00",2,365,2,2,365,365,t,29,54,84,359,4,2,0,2023-02-26,2024-04-18,4.25,4.25,3.5,4.75,4.5,4.75,4.0,f,22,21,1,0,0.18
18422,18422,city scrape,Charming apartment in Ipanema,2015-12-18,"Rio de Janeiro, Brazil",within a day,80%,0%,f,Ipanema,1.0,4.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$929.00,1,1125,1,1,1125,1125,t,30,60,84,358,1,0,0,2023-11-19,2023-11-19,3.0,4.0,2.0,4.0,4.0,4.0,3.0,f,1,1,0,0,0.07
18425,18425,city scrape,Quarto privativo: Apto próx metrô Tijuca c garagem,2018-05-03,"Rio de Janeiro, Brazil",within a day,90%,57%,f,Vila Isabel,3.0,4.0,t,,Tijuca,Private room in rental unit,Private room,4,2.0,1.0,2.0,$271.00,5,180,5,5,180,180,t,28,34,34,198,16,0,0,2023-01-17,2023-07-18,4.94,5.0,4.88,4.94,5.0,5.0,5.0,f,3,1,2,0,0.68
18444,18444,city scrape,Apto Leblon / Praia Posto 12 / Perto Dias Ferreira,2019-04-01,"Rio de Janeiro, Brazil",within a day,60%,55%,f,Leblon,1.0,1.0,t,,Leblon,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,"$1,087.00",2,1125,2,6,1125,1125,t,24,50,75,254,8,3,0,2023-02-23,2024-09-16,5.0,5.0,5.0,5.0,5.0,4.88,5.0,f,1,1,0,0,0.36
18450,18450,city scrape,Palácio do Samba,2023-01-01,"Rio de Janeiro, Brazil",within a day,62%,63%,f,Gamboa,3.0,3.0,f,"Rio de Janeiro, Brazil",Santo Cristo,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$159.00,1,365,1,1,365,365,t,26,56,81,356,4,0,0,2023-01-15,2023-11-19,4.25,4.25,3.75,4.5,4.75,4.75,4.25,t,3,1,2,0,0.17
18453,18453,city scrape,Amazing City&Sea View LB1-005,2022-08-05,"Rio de Janeiro, Brazil",within a day,53%,87%,f,Barra da Tijuca,45.0,59.0,t,,Leblon,Room in aparthotel,Entire home/apt,4,1.0,1.0,1.0,"$1,638.00",3,90,3,5,90,1125,t,22,52,52,297,2,2,1,2024-06-02,2024-12-16,4.0,4.0,4.5,5.0,4.0,5.0,4.5,t,41,41,0,0,0.29
18455,18455,city scrape,Quarto aconchegante próximo a praia,2020-06-30,,within a day,100%,56%,t,Ipanema,2.0,2.0,t,,Ipanema,Private room in rental unit,Private room,2,1.0,1.0,1.0,$150.00,1,500,1,1,500,500,t,0,0,0,244,5,1,0,2023-01-14,2024-07-16,5.0,4.8,4.8,5.0,5.0,5.0,5.0,f,2,1,1,0,0.21
18459,18459,city scrape,"copacabana praia e lagoa, metrô quarto",2019-05-07,"Rio de Janeiro, Brazil",within a day,50%,29%,f,Copacabana,10.0,14.0,t,,Ipanema,Private room in rental unit,Private room,2,2.5,1.0,1.0,$292.00,1,365,1,1,365,365,t,29,59,84,359,1,0,0,2023-02-21,2023-02-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,10,4,5,1,0.04
18460,18460,city scrape,Apartamento Copacabana Posto 2.,2014-01-02,"Espírito Santo, Brazil",within a day,100%,75%,f,Alto Lagoa Funda,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$657.00,1,1125,1,1,1125,1125,t,28,58,84,359,0,0,0,,,,,,,,,,f,1,1,0,0,
18467,18467,city scrape,Praia do Pepê - 4 suítes até 8 hóspedes vista mar,2020-01-08,"Rio de Janeiro, Brazil",within a day,95%,6%,t,Guaratiba,43.0,52.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,8,3.5,4.0,4.0,"$2,165.00",2,365,2,2,365,365,t,0,23,49,229,2,0,0,2023-07-28,2023-12-10,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,23,23,0,0,0.12
18469,18469,city scrape,Quarto em Copacabana confortável,2014-06-18,"Rio de Janeiro, Brazil",within a day,50%,33%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$800.00,3,365,3,3,365,365,t,29,59,89,364,1,0,0,2023-02-22,2023-02-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.04
18486,18486,previous scrape,Copacabana 150m da praia.,2016-12-11,"Rio de Janeiro, Brazil",within a day,60%,86%,f,Copacabana,3.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,,2.0,,,2,365,3,6,365,365,t,21,51,81,261,0,0,0,,,,,,,,,,f,3,3,0,0,
18491,18491,city scrape,Complete Apartment - High Standart - Stª Cruz,2016-11-01,,within a day,100%,100%,f,Santa Cruz,1.0,2.0,f,"Rio de Janeiro, Brazil",Santa Cruz,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$226.00,1,1125,1,3,1125,1125,t,18,33,63,123,3,1,0,2023-04-20,2024-01-05,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.15
18506,18506,city scrape,Apart Hotel Wonderful Postcard View 2 Bdr Barra da Tijuca B1-003,2022-08-05,"Rio de Janeiro, Brazil",within a day,53%,87%,f,Barra da Tijuca,45.0,59.0,t,,Barra da Tijuca,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"$2,925.00",3,90,3,5,90,1125,t,0,22,26,26,0,0,0,,,,,,,,,,t,41,41,0,0,
18515,18515,city scrape,Sala e quarto em Botafogo,2016-02-27,"Rio de Janeiro, Brazil",within a day,100%,100%,f,Botafogo,2.0,4.0,f,,Botafogo,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$800.00,5,365,5,5,365,365,t,30,60,90,364,0,0,0,,,,,,,,,,f,1,1,0,0,
18527,18527,city scrape,Praia de Guaratiba - Encantadora,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,5,2.0,3.0,5.0,$490.00,1,365,1,1,365,365,t,24,54,84,359,4,2,0,2023-01-13,2024-05-19,4.5,4.5,4.5,4.5,4.5,4.75,4.5,f,154,154,0,0,0.17
18534,18534,city scrape,Copacabana quarto individual 2,2020-12-14,,within a day,90%,46%,t,Copacabana,6.0,7.0,t,,Copacabana,Private room in rental unit,Private room,1,1.0,1.0,1.0,$144.00,2,365,2,2,365,365,t,0,0,13,13,5,2,0,2023-01-25,2024-03-12,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,6,1,5,0,0.21
18535,18535,city scrape,Copacabana Quarto 1 casal,2020-12-14,,within a day,90%,46%,t,Copacabana,6.0,7.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$236.00,2,28,2,2,28,28,t,0,0,20,20,5,1,0,2023-01-24,2024-03-30,5.0,5.0,4.8,5.0,5.0,4.8,5.0,f,6,1,5,0,0.21
18537,18537,city scrape,Copacabana Rio Quarto Individual,2020-12-14,,within a day,90%,46%,t,Copacabana,6.0,7.0,t,,Copacabana,Private room in rental unit,Private room,1,1.0,1.0,1.0,$166.00,2,90,2,2,90,90,t,0,0,14,14,5,0,0,2023-01-24,2023-10-22,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,6,1,5,0,0.21
18555,18555,city scrape,Quarto no Flamengo,2014-02-16,"Rio de Janeiro, Brazil",within a day,100%,13%,f,Flamengo,2.0,2.0,t,,Flamengo,Private room in rental unit,Private room,2,1.0,1.0,1.0,$200.00,2,700,1,1,700,700,t,23,53,79,79,3,1,0,2023-04-22,2024-01-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0,1,0,0.15
18559,18559,city scrape,Quarto triplo 2,2019-02-24,,within a day,60%,100%,f,Botafogo,3.0,3.0,t,,Botafogo,Private room in home,Private room,3,1.0,1.0,2.0,$600.00,1,365,1,1,365,365,t,21,51,81,356,0,0,0,,,,,,,,,,t,3,0,3,0,
