,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
12800,12800,previous scrape,Paz e sossego dentro da cidade,2013-10-29,"Rio de Janeiro, Brazil",within an hour,100%,83%,f,,2.0,5.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Private room in condo,Private room,2,,,,,2,365,2,4,365,365,t,0,0,0,0,6,0,0,2022-01-02,2023-02-20,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.16
12900,12900,city scrape,Mansão Moderna Super Bem Decorada | DEL LAGO TOP!,2014-04-15,"Rio de Janeiro, Brazil",within a few hours,93%,5%,f,Joá,93.0,138.0,t,,Barra da Tijuca,Entire home,Entire home/apt,12,5.5,5.0,6.0,"$5,171.00",5,120,5,5,120,120,t,22,52,82,172,0,0,0,,,,,,,,,,f,82,81,1,0,
13000,13000,city scrape,Apartamento em frente ao Rio Centro,2021-12-05,,within an hour,100%,94%,t,,1.0,1.0,t,,Camorim,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$371.00,2,1125,2,2,1125,1125,t,18,48,74,164,72,21,2,2022-03-20,2024-12-21,4.99,4.97,5.0,4.97,4.97,4.83,4.97,f,1,1,0,0,2.13
13100,13100,city scrape,Mommy's Apartment in Copacabana,2021-12-16,,,,,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$720.00,3,25,3,5,25,25,t,4,15,19,21,14,1,0,2022-06-13,2024-01-03,5.0,5.0,4.93,5.0,5.0,5.0,5.0,f,1,1,0,0,0.45
13200,13200,city scrape,Quarto para quem vem trabalhar próximo Barra mês,2018-12-05,"Rio de Janeiro, Brazil",within an hour,100%,89%,t,Camorim,20.0,41.0,t,,Jacarepaguá,Private room in rental unit,Private room,1,1.0,1.0,2.0,$312.00,3,60,3,3,1125,1125,t,1,1,5,5,1,0,0,2022-09-11,2022-09-11,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,18,16,2,0,0.04
13300,13300,city scrape,Apartamento confortável na Vila da Penha,2015-04-10,"State of Rio de Janeiro, Brazil",within a day,90%,93%,t,,1.0,1.0,t,,Vila da Penha,Entire condo,Entire home/apt,4,1.5,2.0,2.0,$220.00,3,365,3,3,365,365,t,16,42,72,347,17,6,0,2022-01-14,2024-09-22,4.76,4.76,4.65,4.88,4.82,4.76,4.76,f,1,1,0,0,0.47
13400,13400,city scrape,Aconchego da Rê 407,2019-09-26,"State of Rio de Janeiro, Brazil",within an hour,100%,79%,t,Campo Grande,2.0,2.0,t,"Campo Grande, Rio de Janeiro, Brazil",Campo Grande,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$250.00,1,89,1,1,89,89,t,27,57,87,87,94,37,1,2022-01-05,2024-12-16,4.85,4.88,4.77,4.97,4.95,4.73,4.76,f,2,2,0,0,2.59
13500,13500,city scrape,150m2 de comodidade em Copa! 500m praia/300m metrô,2017-12-20,"São Paulo, Brazil",within an hour,88%,100%,f,,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.5,4.0,5.0,"$1,850.00",2,15,2,5,15,15,t,8,33,43,43,6,2,0,2022-03-01,2024-11-17,4.67,5.0,5.0,5.0,5.0,4.83,4.5,f,1,1,0,0,0.17
13600,13600,city scrape,Quarto com Varanda no coração de Santa Teresa,2021-12-10,"Rio de Janeiro, Brazil",within a day,100%,50%,f,,1.0,1.0,t,"Santa Teresa, Rio de Janeiro, Brazil",Santa Teresa,Private room in home,Private room,2,1.5,1.0,3.0,$700.00,2,15,2,2,15,15,t,25,55,75,345,16,4,0,2022-04-27,2024-04-03,4.94,5.0,4.88,4.94,4.94,4.94,4.88,f,1,0,1,0,0.49
13700,13700,previous scrape,Lovely 2 bedroom penthouse with a pool and bbq,2017-03-14,"Rio de Janeiro, Brazil",,,,f,,1.0,2.0,t,,Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,,2.0,,,4,30,4,4,30,30,t,0,0,0,0,2,0,0,2022-09-12,2023-02-21,5.0,5.0,5.0,5.0,5.0,5.0,4.5,t,1,1,0,0,0.07
13800,13800,city scrape,Lindo Flat Vista Árvores - Barra da Tijuca,2015-10-15,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Barra da Tijuca,53.0,68.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,$575.00,2,365,2,4,1125,1125,t,18,48,78,78,68,24,0,2022-03-16,2024-10-28,4.81,4.79,4.78,4.85,4.79,4.91,4.78,t,53,53,0,0,2.0
13900,13900,city scrape,Quarto 01 - Ponto central de Botafogo,2016-05-09,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Botafogo,11.0,12.0,t,"Botafogo, Rio de Janeiro, Brazil",Botafogo,Private room in home,Private room,2,1.0,1.0,1.0,$270.00,7,365,3,7,1125,1125,t,10,26,26,110,40,20,2,2022-03-02,2024-12-19,4.78,4.85,4.88,4.95,5.0,4.85,4.73,t,10,1,9,0,1.16
14000,14000,previous scrape,"RC214 apto completo vista livre, metrô",2021-11-26,"Rio de Janeiro, Brazil",within an hour,90%,100%,f,Copacabana,13.0,22.0,t,"Catete, Rio de Janeiro, Brazil",Catete,Entire rental unit,Entire home/apt,3,,1.0,,,5,365,5,5,1125,1125,t,0,0,0,0,1,0,0,2022-03-29,2022-03-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,12,12,0,0,0.03
14100,14100,city scrape,Studio behind Copacabana Palace hotel,2015-03-25,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Copacabana,15.0,15.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,0.0,1.0,$651.00,4,91,4,6,90,1125,t,10,10,10,271,63,20,1,2022-04-27,2024-12-21,4.81,4.7,4.71,4.9,4.98,4.94,4.75,f,14,14,0,0,1.93
14200,14200,city scrape,Rio Stay Apartamento / Riocentro,2013-03-29,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,2.0,2.0,t,"Jacarepaguá, Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,3,1.0,2.0,4.0,$280.00,1,730,1,4,1125,1125,t,20,50,80,238,20,8,1,2022-09-10,2024-12-22,4.95,4.95,4.95,4.95,4.95,4.8,4.8,t,2,1,1,0,0.71
14300,14300,city scrape,Nice bedroom just 100 m distance from Leme beach,2016-07-09,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Leme,2.0,2.0,t,"Leme, Rio de Janeiro, Brazil",Leme,Private room in rental unit,Private room,2,1.5,1.0,1.0,$310.00,3,1125,3,3,1125,1125,t,5,20,39,39,9,0,0,2022-04-15,2023-11-21,4.56,4.56,4.56,4.56,4.56,4.56,4.44,f,2,1,1,0,0.27
14400,14400,city scrape,Room for two in a cozy house,2017-09-21,"Rio de Janeiro, Brazil",within a few hours,100%,98%,t,Glória,4.0,10.0,f,,Santa Teresa,Private room in home,Private room,4,1.0,3.0,2.0,$200.00,1,10,1,1,10,10,t,0,0,0,153,1,1,0,2024-02-14,2024-02-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,0,4,0,0.09
14500,14500,city scrape,MC FLATS IPANEMA BEACH STAR - SUÍTE CONJUGADA 106A,2016-06-06,"Rio de Janeiro, Brazil",within an hour,96%,99%,f,Leblon,7.0,22.0,t,,Ipanema,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,064.00",1,90,1,5,90,1125,t,9,17,20,85,64,32,1,2022-05-22,2024-12-08,4.55,4.59,4.75,4.81,4.36,4.97,4.53,t,7,6,1,0,2.02
14600,14600,city scrape,Studio confortável no Centro do Rio,2021-12-14,"Lisbon, Portugal",within an hour,100%,97%,f,,1.0,1.0,t,,Centro,Entire loft,Entire home/apt,2,1.0,0.0,1.0,$357.00,2,1125,1,2,1125,1125,t,0,4,7,171,68,27,3,2022-05-17,2024-12-09,4.75,4.78,4.5,4.99,4.9,4.82,4.75,t,1,1,0,0,2.13
14700,14700,city scrape,Exclusivo e único - 3min praia - Ipanema/Leblon,2018-09-06,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Ipanema,5.0,5.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,"$2,743.00",3,15,2,5,1125,1125,t,5,25,35,202,36,17,0,2022-07-24,2024-10-22,4.94,4.97,4.86,4.94,5.0,5.0,4.92,t,5,4,1,0,1.21
14800,14800,city scrape,"Apartamento aconchegante no coração da Glória, Rj",2014-11-14,"Rio de Janeiro, Brazil",a few days or more,30%,17%,f,,1.0,7.0,t,,Santa Teresa,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$500.00,3,365,3,3,365,365,t,9,16,40,40,1,0,0,2022-09-11,2022-09-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04
14900,14900,city scrape,Spacious Ipanema Penthouse with Veranda & Patio,2021-03-11,,within a few hours,94%,78%,f,Botafogo,58.0,104.0,t,"Ipanema, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,"$2,611.00",3,120,3,5,120,120,t,3,11,11,36,27,9,0,2022-07-26,2024-07-07,4.93,4.89,4.78,4.93,4.96,4.96,4.74,f,44,44,0,0,0.91
15000,15000,city scrape,"Amplo, confortável e com vista para o Cristo",2016-12-05,"Rio de Janeiro, Brazil",within an hour,100%,76%,,Copacabana,18.0,29.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,2.5,3.0,6.0,"$1,350.00",2,90,2,7,90,90,t,15,38,56,107,24,6,0,2022-07-12,2024-11-17,5.0,5.0,4.92,4.96,5.0,5.0,4.88,f,4,4,0,0,0.8
15100,15100,previous scrape,Casinha de Santa Teresa,2014-03-31,"Rio de Janeiro, Brazil",,,,f,Santa Teresa,2.0,2.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire home,Entire home/apt,4,,1.0,,,3,365,7,7,365,365,t,0,0,0,0,1,1,0,2024-02-18,2024-02-18,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.1
15200,15200,city scrape,Quarto 09 Para 2 Pessoas - Perto do Aeroporto GIG,2018-01-09,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Jardim Guanabara,18.0,20.0,t,,Jardim Guanabara,Private room in rental unit,Private room,2,1.0,1.0,1.0,$257.00,1,365,1,1,999,999,t,4,28,31,31,8,2,0,2022-07-23,2024-11-25,4.75,4.88,5.0,5.0,4.88,4.88,4.63,t,18,0,18,0,0.27
15300,15300,city scrape,Barrabali4qtosPraiasArenaRiocentroRockinRio,2022-07-12,"Rio de Janeiro, Brazil",within a few hours,100%,58%,t,Recreio dos Bandeirantes,1.0,1.0,f,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire condo,Entire home/apt,11,3.0,4.0,4.0,"$1,321.00",2,1125,2,2,1125,1125,t,19,25,25,25,38,15,0,2022-07-27,2024-11-19,4.82,4.76,4.79,4.84,4.89,4.84,4.71,f,1,1,0,0,1.29
15400,15400,city scrape,copa design,2016-08-16,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Leblon,13.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,$836.00,3,365,3,4,1125,1125,t,1,1,17,96,42,21,1,2022-09-04,2024-12-17,4.88,4.93,4.79,4.81,4.93,4.95,4.79,f,13,13,0,0,1.49
15500,15500,city scrape,Espaço acolhedor Rio de Janeiro - 5 min do metrô,2022-07-11,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Rocha Miranda,6.0,6.0,t,"Rio de Janeiro, Brazil",Rocha Miranda,Private room in home,Private room,3,2.0,1.0,1.0,$184.00,2,45,2,2,1125,1125,t,24,54,67,67,31,9,0,2022-08-09,2024-09-29,4.97,4.94,4.97,5.0,5.0,4.97,4.97,t,5,0,5,0,1.07
15600,15600,city scrape,Espaçoso 2 Quartos com Suíte em Ipanema,2014-05-08,"Rio de Janeiro, Brazil",within an hour,98%,97%,t,Ipanema,22.0,32.0,t,,Ipanema,Entire rental unit,Entire home/apt,8,2.0,2.0,6.0,"$2,275.00",2,90,2,4,1125,1125,t,5,12,28,154,16,2,0,2022-09-04,2024-08-23,4.81,4.75,4.81,4.63,4.63,4.75,4.69,f,14,13,1,0,0.57
15700,15700,city scrape,Ap Dos sonhos em  Copacabana Maravilhoso e garagem,2020-02-10,"State of Rio de Janeiro, Brazil",within an hour,99%,80%,,Copacabana,14.0,16.0,f,,Copacabana,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"$1,401.00",2,365,2,2,365,365,t,2,32,62,337,22,8,1,2022-09-08,2024-12-03,4.95,5.0,5.0,5.0,5.0,5.0,4.82,f,12,11,1,0,0.78
15800,15800,city scrape,Gigante Melhor Localização de Copacabana,2019-01-23,"Rio de Janeiro, Brazil",within a few hours,100%,73%,f,Copacabana,24.0,26.0,t,,Copacabana,Entire rental unit,Entire home/apt,16,3.0,4.0,1.0,"$30,000.00",1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,22,19,3,0,
15900,15900,city scrape,Apartamento aconchegante no Jardim Botânico,2014-01-09,"Rio de Janeiro, Brazil",within a few hours,90%,35%,f,Jardim Botânico,2.0,4.0,t,,Jardim Botânico,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$470.00,2,365,2,2,365,365,t,19,49,74,164,3,0,0,2022-09-05,2023-01-22,5.0,5.0,4.33,5.0,5.0,5.0,5.0,f,2,2,0,0,0.11
16000,16000,city scrape,Praia da Reserva - Encanto e maravilhas .,2015-10-27,"Rio de Janeiro, Brazil",within a day,57%,10%,f,Barra da Tijuca,160.0,196.0,t,,Jacarepaguá,Entire rental unit,Entire home/apt,5,2.0,2.0,5.0,$750.00,1,365,1,1,365,365,t,30,60,90,365,0,0,0,,,,,,,,,,f,154,154,0,0,
16100,16100,previous scrape,RIO Tijucano Place|Quarto inteiro| Metrô Afs Pena,2021-09-17,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Tijuca,14.0,17.0,t,"Rio de Janeiro, Brazil",Tijuca,Private room in rental unit,Private room,2,,,,,4,1125,3,3,1125,1125,t,0,0,0,0,24,4,0,2022-09-04,2024-06-11,5.0,4.96,4.92,5.0,5.0,4.96,5.0,f,6,4,2,0,0.85
16200,16200,city scrape,Suite in Copacabana,2013-10-20,,a few days or more,0%,14%,f,Copacabana,3.0,10.0,t,,Copacabana,Private room in rental unit,Private room,2,1.0,1.0,1.0,$291.00,3,365,3,3,365,365,t,27,55,73,348,4,2,0,2022-09-04,2024-09-24,5.0,5.0,4.75,5.0,5.0,5.0,4.75,f,2,1,1,0,0.14
16300,16300,city scrape,Apart hotel em Copacabana com sauna e hidro.,2022-08-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire serviced apartment,Entire home/apt,3,1.0,1.0,1.0,$548.00,2,365,1,5,365,365,t,4,14,32,32,160,65,4,2022-09-18,2024-12-23,4.94,4.95,4.94,4.96,4.86,4.94,4.89,f,2,2,0,0,5.76
16400,16400,city scrape,Aconchego RJ,2019-11-17,,within an hour,100%,100%,f,Taquara,2.0,2.0,t,,Taquara,Entire home,Entire home/apt,4,0.0,1.0,1.0,$180.00,2,30,2,2,30,30,t,26,56,86,361,3,2,0,2022-09-11,2024-10-22,4.67,5.0,4.33,5.0,5.0,4.67,5.0,f,2,2,0,0,0.11
16500,16500,city scrape,Lindo Kitnet Luxo na Lapa Centro (2),2016-07-14,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,f,Lapa,16.0,22.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$393.00,3,90,3,4,90,90,t,15,45,69,159,24,2,0,2022-09-26,2024-10-20,4.5,4.58,4.54,4.83,4.96,4.21,4.46,t,13,13,0,0,0.87
16600,16600,city scrape,Flat Inteiro Com Cozinha No Verano Stay,2018-01-17,"Villa Carlos Paz, Argentina",within an hour,100%,80%,t,Jacarepaguá,9.0,9.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$625.00,1,1125,1,4,1125,1125,t,0,25,44,49,5,2,1,2022-10-02,2024-12-13,5.0,5.0,4.6,5.0,5.0,5.0,4.8,f,8,8,0,0,0.18
16700,16700,city scrape,Apto charmoso em Santa Teresa,2018-11-21,,within an hour,100%,71%,t,Santa Teresa,1.0,1.0,f,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$732.00,5,60,5,10,60,60,t,0,10,25,299,14,5,0,2023-02-12,2024-09-24,4.93,4.93,4.79,4.93,4.93,4.71,4.93,f,1,1,0,0,0.61
16800,16800,city scrape,"lindo apartamento no flamengo, area nobre do RJ",2022-10-05,,,,100%,f,Copacabana,1.0,1.0,f,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"$1,000.00",30,30,2,2,1125,1125,t,20,50,80,80,4,0,0,2023-01-20,2023-02-21,4.0,4.75,3.75,5.0,5.0,4.0,3.75,f,1,1,0,0,0.17
16900,16900,city scrape,Apto inteiro Barra Olímpica-Verano Residence Park,2020-11-20,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Jacarepaguá,1.0,1.0,t,"Rio de Janeiro, Brazil",Jacarepaguá,Entire condo,Entire home/apt,4,2.0,2.0,2.0,$963.00,2,1125,1,5,1125,1125,t,15,30,60,95,32,14,0,2023-01-01,2024-10-21,4.97,5.0,4.97,4.91,4.97,4.84,4.94,f,1,1,0,0,1.32
17000,17000,city scrape,Apartamento encantador junto ao mar!,2014-02-10,"Rio de Janeiro, Brazil",within an hour,100%,73%,t,Leme,1.0,2.0,t,,Leme,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$785.00,2,365,1,7,365,365,t,9,35,41,75,68,29,3,2022-11-13,2024-12-12,4.94,4.94,4.96,5.0,5.0,4.91,4.91,f,1,1,0,0,2.63
17100,17100,city scrape,Apto encantador e aconchegante em Copacabana,2016-09-11,"São Paulo, Brazil",within an hour,100%,86%,t,Copacabana,1.0,1.0,f,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$597.00,2,365,2,5,365,365,t,10,25,48,306,47,23,2,2022-11-15,2024-12-23,4.83,4.87,4.83,4.94,4.98,5.0,4.89,f,1,1,0,0,1.82
17200,17200,city scrape,"Ideal para equipe de trabalho, casa com garagem.",2019-11-20,,a few days or more,0%,,f,Guaratiba,1.0,1.0,t,,Campo Grande,Entire home,Entire home/apt,4,1.0,2.0,3.0,$280.00,2,1125,2,2,1125,1125,t,27,57,87,362,2,0,0,2023-07-22,2023-07-23,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.11
17300,17300,city scrape,"Pé na Areia, Em Frente a Praia - Lazer Completo",2015-12-27,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Recreio dos Bandeirantes,2.0,2.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,"$1,443.00",2,365,2,3,365,365,t,5,12,25,25,80,37,1,2022-11-17,2024-12-09,4.98,4.99,4.94,4.99,5.0,4.9,4.9,f,2,2,0,0,3.11
17400,17400,previous scrape,Zona Sul a uma quadra da Praia do Flamengo,2016-02-08,"Rio de Janeiro, Brazil",,,,f,Flamengo,1.0,1.0,f,"Rio de Janeiro, Brazil",Flamengo,Entire rental unit,Entire home/apt,6,,2.0,,,3,15,3,3,1125,1125,t,0,0,0,0,3,1,0,2023-02-21,2024-02-15,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.13
17500,17500,city scrape,Ap Nsa Senhora de Copacabana CP2,2014-05-23,"Fortaleza, Brazil",within an hour,100%,98%,t,Copacabana,7.0,7.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,$735.00,1,365,1,4,1125,1125,t,9,19,40,308,36,7,0,2022-12-15,2024-07-14,4.69,4.78,4.42,4.81,4.94,4.97,4.61,t,5,5,0,0,1.45
17600,17600,city scrape,Quarto Manacá,2016-02-01,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Santa Teresa,6.0,7.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$579.00,1,365,1,1,365,365,t,14,20,20,20,5,4,0,2023-08-20,2024-01-30,5.0,5.0,4.6,4.8,5.0,4.6,4.8,t,6,0,6,0,0.3
17700,17700,city scrape,Mini Studio em Copacabana,2012-12-27,"Rio de Janeiro, Brazil",within an hour,100%,98%,t,Copacabana,4.0,4.0,t,,Copacabana,Entire home,Entire home/apt,2,1.0,1.0,1.0,$664.00,4,1125,4,4,1125,1125,t,12,29,29,148,17,9,0,2023-01-01,2024-11-26,4.94,4.94,5.0,5.0,5.0,4.94,4.82,f,4,3,1,0,0.7
17800,17800,city scrape,Casa de vila no coração da Lapa,2014-02-09,"Rio de Janeiro, Brazil",within a few hours,90%,86%,t,Lapa,3.0,3.0,t,,Centro,Entire villa,Entire home/apt,6,1.5,2.0,2.0,"$1,200.00",2,365,2,3,365,365,t,23,38,57,147,3,1,0,2023-09-11,2024-05-05,5.0,4.67,4.33,5.0,4.67,4.67,4.33,f,3,3,0,0,0.19
17900,17900,city scrape,Quarto com cama de casal,2017-11-28,"Rio de Janeiro, Brazil",within an hour,100%,95%,t,Centro,1.0,1.0,t,,Centro,Private room in rental unit,Private room,2,1.5,1.0,1.0,$197.00,1,1125,1,1,1125,1125,t,3,3,3,274,55,24,3,2022-12-28,2024-12-16,4.87,4.91,4.76,4.98,4.98,4.69,4.84,f,1,0,1,0,2.26
18000,18000,city scrape,"Leme, Brasil",2022-12-16,,within a few hours,83%,17%,f,Leme,2.0,2.0,f,,Leme,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$892.00,4,365,4,4,365,365,t,30,60,90,364,1,0,0,2023-11-06,2023-11-06,4.0,3.0,4.0,5.0,5.0,5.0,3.0,f,2,2,0,0,0.07
18100,18100,city scrape,Suíte com vista mar,2022-12-05,"Rio de Janeiro, Brazil",within a day,82%,67%,f,Vidigal,6.0,9.0,t,,Vidigal,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,$286.00,3,365,3,3,365,365,t,10,31,38,312,15,7,1,2023-01-04,2024-11-30,4.8,4.87,4.57,4.6,5.0,4.87,4.8,f,6,1,4,1,0.62
18200,18200,city scrape,Repouso de copanema,2022-12-25,,a few days or more,33%,100%,f,Copacabana,1.0,2.0,f,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$913.00,3,700,3,5,700,700,t,30,60,90,365,2,0,0,2023-11-06,2023-11-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.14
18300,18300,city scrape,"Recreio Mar, ande só 2 min até a praia, c/ Garagem",2019-10-30,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Recreio dos Bandeirantes,3.0,3.0,t,"Rio de Janeiro, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,"$1,026.00",2,89,2,7,1125,1125,t,12,15,42,310,58,30,2,2023-02-20,2024-12-22,4.81,4.79,4.79,4.95,4.98,4.93,4.78,t,3,3,0,0,2.57
18400,18400,city scrape,Conforto e comodidade no coração de Copacabana,2022-06-25,"Rio de Janeiro, Brazil",within an hour,100%,88%,f,Copacabana,3.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$914.00,2,30,2,3,30,30,t,16,46,50,50,13,5,0,2023-03-26,2024-11-19,5.0,5.0,4.92,5.0,4.85,4.77,4.92,f,3,3,0,0,0.61
18500,18500,city scrape,Apto confortável e aconchegante na quadra da praia,2014-07-20,"Rio de Janeiro, Brazil",within an hour,100%,90%,t,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$823.00,4,30,2,4,30,30,t,23,29,29,33,31,14,0,2023-01-17,2024-11-25,4.94,4.94,4.9,4.97,5.0,4.9,4.94,f,1,1,0,0,1.31
18600,18600,city scrape,Studio Copanema,2022-12-09,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,$636.00,2,18,2,5,1125,1125,t,6,36,61,61,45,22,2,2023-02-22,2024-12-24,4.91,4.93,4.96,5.0,4.98,4.84,4.78,f,1,1,0,0,2.0
18700,18700,city scrape,Cobertura Jardim Oceanico,2015-03-20,Brazil,within a few hours,90%,50%,f,Barra da Tijuca,2.0,2.0,f,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire home,Entire home/apt,3,1.0,1.0,1.0,$900.00,2,60,2,5,60,60,t,29,41,71,161,4,1,0,2023-02-21,2024-10-21,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,1,1,0,0,0.18
18800,18800,city scrape,"Apt Novo em Ipanema, perto de Copacabana e metrô",2012-07-15,"Rio de Janeiro, Brazil",,,65%,,,4.0,6.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"$1,100.00",3,365,3,3,365,365,t,5,14,19,294,34,22,0,2023-01-30,2024-11-26,4.97,4.97,4.97,4.97,5.0,4.97,4.91,f,1,1,0,0,1.46
18900,18900,previous scrape,Dois quartos na quadra da praia de Copacabana,2016-08-23,"Minas Gerais, Brazil",within an hour,100%,100%,t,Copacabana,1.0,2.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,,2.0,,,3,30,3,3,1125,1125,t,2,6,10,24,52,22,2,2023-02-06,2024-12-17,5.0,4.98,4.94,4.94,4.98,4.96,5.0,f,1,1,0,0,2.25
19000,19000,city scrape,quarto Jacarepaguá,2022-08-23,,,,50%,f,Jacarepaguá,2.0,2.0,f,,Jacarepaguá,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,$502.00,1,6,1,1,1125,1125,,29,59,89,89,0,0,0,,,,,,,,,,f,2,1,1,0,
19100,19100,city scrape,Apartamento kitnet,2019-04-16,"Rio de Janeiro, Brazil",within an hour,100%,81%,t,Alto da Boa Vista,2.0,2.0,t,,Alto da Boa Vista,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$241.00,1,365,1,2,365,365,t,26,51,73,163,0,0,0,,,,,,,,,,f,2,2,0,0,
