,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
302,302,city scrape,3 bedroom in the heart of Ipanema,2012-08-18,"Rio de Janeiro, Brazil",within an hour,100%,67%,f,Ipanema,2.0,2.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1008.0,3,20,3,3,20,20,t,23,53,79,354,24,2,0,2014-06-28,2024-02-14,4.88,4.83,4.79,4.96,4.96,4.96,4.58,f,1,1,0,0,0.19,171.36
303,303,city scrape,Amazing View Apt in Copacabana,2012-06-01,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,3314.0,2,1125,2,5,1125,1125,t,1,19,23,144,404,32,1,2012-10-19,2024-12-10,4.85,4.88,4.78,4.9,4.91,4.96,4.8,f,2,2,0,0,2.72,563.38
304,304,previous scrape,Suíte para 5 pessoas em Botafogo,2012-08-10,"Rio de Janeiro, Brazil",a few days or more,22%,24%,f,Botafogo,6.0,10.0,t,,Botafogo,Private room in bed and breakfast,Private room,6,,1.0,,,1,365,1,4,365,365,t,17,47,73,307,12,1,0,2021-06-26,2024-03-30,3.92,3.83,4.17,4.17,4.33,4.67,4.17,t,3,0,3,0,0.28,
320,320,city scrape,"Copacabana, apt simples com SUPER localizacao.",2012-10-29,"Rio de Janeiro, Brazil",within an hour,99%,72%,t,Barra da Tijuca,61.0,152.0,t,,Leme,Entire rental unit,Entire home/apt,7,2.0,3.0,5.0,1650.0,5,1125,5,5,30,1125,t,25,55,79,354,8,2,0,2014-03-06,2024-02-14,4.63,4.5,4.13,4.88,5.0,5.0,4.13,f,41,41,0,0,0.06,280.5
322,322,city scrape,Copacabana Beautiful 3 bedrooms apt,2012-12-09,"Rio de Janeiro, Brazil",within a day,83%,78%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,1500.0,3,15,4,5,15,15,t,4,5,5,255,80,3,1,2013-01-04,2024-12-22,4.98,4.99,4.94,4.98,4.96,4.94,4.81,f,1,1,0,0,0.55,255.00000000000003
325,325,city scrape,Copacabana with amazing view,2012-02-29,"Rio de Janeiro, Brazil",within an hour,100%,87%,t,Copacabana,8.0,8.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2577.0,2,90,2,2,90,90,t,6,24,39,310,277,36,1,2014-04-27,2024-12-12,4.84,4.88,4.68,4.93,4.93,4.98,4.8,f,3,3,0,0,2.13,438.09000000000003
326,326,city scrape,A sculptor's house,2012-03-02,"Rio de Janeiro, Brazil",a few days or more,33%,25%,f,Gávea,3.0,5.0,t,"Rio de Janeiro, Brazil",Rocinha,Entire home,Entire home/apt,7,3.0,6.0,7.0,1000.0,4,60,4,4,60,60,t,24,29,34,243,2,0,0,2020-01-13,2020-02-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,3,1,2,0,0.03,170.0
328,328,city scrape,2qtos - quadra da praia Copacabana,2012-09-03,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,1.0,1.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,1500.0,5,1125,2,5,1125,1125,t,2,19,39,155,35,10,1,2013-01-26,2024-11-30,4.89,4.89,4.82,5.0,5.0,4.94,4.74,t,1,1,0,0,0.24,255.00000000000003
331,331,city scrape,IPANEMA BEACH,2012-04-18,"Rio de Janeiro, Brazil",within an hour,100%,50%,f,Ipanema,1.0,1.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,8,4.5,3.0,3.0,4829.0,5,30,3,5,30,30,t,24,54,55,55,50,0,0,2012-11-29,2023-07-30,4.98,4.96,4.98,5.0,4.96,4.92,4.64,f,1,1,0,0,0.34,820.9300000000001
333,333,city scrape,FANTASTIC ARTISTIC 3 BDR GÁVEA best,2012-09-24,"Rio de Janeiro, Brazil",within an hour,100%,77%,f,Ipanema,8.0,23.0,t,"Rio de Janeiro, Brazil",Gávea,Entire rental unit,Entire home/apt,7,2.0,3.0,4.0,1429.0,3,365,3,3,365,365,t,27,57,87,267,73,2,0,2013-01-03,2024-11-19,4.76,4.81,4.77,4.82,4.88,4.74,4.6,f,8,6,2,0,0.5,242.93
334,334,city scrape,3 bedrooms in the beach of Leblon,2012-09-10,"Rio de Janeiro, Brazil",within a day,88%,43%,f,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1800.0,3,15,3,3,15,15,t,0,0,18,293,4,3,0,2017-03-01,2024-02-19,4.75,5.0,4.25,5.0,5.0,5.0,5.0,f,1,1,0,0,0.04,306.0
335,335,city scrape,Best Location in Rio!  One block from the beach,2012-09-30,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,2148.0,4,30,4,7,30,30,t,18,48,78,353,17,2,0,2013-01-01,2024-02-12,4.88,4.94,5.0,5.0,4.88,4.94,4.88,f,1,1,0,0,0.12,365.16
337,337,city scrape,Excellent Location Copacabana/Ipanema/Arpoador!,2012-12-13,United States,within an hour,100%,65%,t,,1.0,3.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,12,3.0,3.0,8.0,3400.0,2,90,2,3,90,90,t,18,43,68,315,68,6,0,2013-02-13,2024-11-18,4.76,4.86,4.85,4.98,4.92,4.89,4.62,f,1,1,0,0,0.47,578.0
339,339,city scrape,Apto Botafogo Praia Shopping/Metro,2012-12-14,"Rio de Janeiro, Brazil",within a few hours,100%,91%,f,,1.0,4.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,6,1.0,1.0,4.0,800.0,2,365,2,4,365,365,t,30,60,72,74,51,3,0,2014-07-16,2024-11-16,4.49,4.61,4.49,4.61,4.75,4.86,4.49,f,1,1,0,0,0.4,136.0
342,342,city scrape,3 bds in the best area of Ipanema !,2012-10-03,"Rio de Janeiro, Brazil",within a few hours,100%,65%,t,Ipanema,7.0,14.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2086.0,4,60,3,4,60,60,t,0,21,42,317,140,18,1,2012-11-21,2024-12-02,4.69,4.74,4.78,4.82,4.88,4.71,4.68,f,7,7,0,0,0.95,354.62
343,343,city scrape,3 bedrooms close to the beach !,2012-10-03,"Rio de Janeiro, Brazil",within a few hours,100%,65%,t,Ipanema,7.0,14.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,1926.0,4,60,3,4,60,60,t,17,47,72,343,142,28,3,2012-12-13,2024-12-23,4.75,4.76,4.7,4.83,4.87,4.97,4.62,f,7,7,0,0,0.97,327.42
345,345,city scrape,Apart in the heart of Copacabana,2012-10-05,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Copacabana,3.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,954.0,2,365,2,2,1125,1125,t,16,46,73,348,463,31,3,2013-02-26,2024-12-09,4.85,4.91,4.9,4.95,4.93,4.88,4.75,t,3,3,0,0,3.21,162.18
347,347,city scrape,45% OFF Christmas! Penthouse 5Min Copacabana Beach,2012-10-08,"Rio de Janeiro, Brazil",within an hour,95%,98%,t,Copacabana,13.0,14.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,4.5,5.0,6.0,4750.0,2,30,1,4,1125,1125,t,1,9,24,79,119,11,0,2015-09-22,2024-10-16,4.76,4.86,4.38,4.93,4.86,4.79,4.75,t,12,12,0,0,1.05,807.5000000000001
351,351,city scrape,RIO LOCAL PRIVILEGIADO,2012-04-01,"Rio de Janeiro, Brazil",,,,f,Gávea,1.0,3.0,f,,Gávea,Entire home,Entire home/apt,8,3.5,1.0,4.0,6742.0,3,30,3,3,30,30,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,1,0,0,,1146.14
352,352,city scrape,Leblon Niemeyer ave. Golden Bricks House,2012-12-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Vidigal,1.0,1.0,t,,Vidigal,Entire home,Entire home/apt,11,3.0,5.0,9.0,1600.0,3,1125,3,5,1125,1125,t,6,22,41,123,145,10,0,2013-07-11,2024-10-21,4.84,4.88,4.88,4.94,4.97,4.55,4.84,t,1,1,0,0,1.04,272.0
358,358,city scrape,A Melhor Casa da Barra da Tijuca,2012-07-24,"Rio de Janeiro, Brazil",a few days or more,0%,,f,Barra da Tijuca,1.0,1.0,t,,Barra da Tijuca,Entire home,Entire home/apt,12,8.0,6.0,14.0,10000.0,7,1125,7,7,1125,1125,t,30,60,90,365,0,0,0,,,,,,,,,,f,1,1,0,0,,1700.0000000000002
361,361,city scrape,*Copa Beach 3 bedroom apt 5 mins to Ipanema*,2012-10-11,United States,within a few hours,100%,67%,f,Copacabana,1.0,5.0,f,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,2023.0,3,1125,3,10,1125,1125,t,17,47,77,77,32,1,0,2013-04-22,2024-01-03,4.59,4.57,4.47,4.57,4.87,4.8,4.4,f,1,1,0,0,0.22,343.91
362,362,city scrape,few steps from Ipanema beach,2012-10-21,"Rio de Janeiro, Brazil",within a few hours,100%,79%,t,Ipanema,1.0,1.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2429.0,3,60,3,3,60,60,t,22,52,54,234,53,9,0,2017-02-13,2024-11-12,4.81,4.91,4.68,4.89,4.87,4.98,4.83,f,1,1,0,0,0.55,412.93
365,365,city scrape,100% Best View In Copa Twin/Double Room,2012-10-24,"Rio de Janeiro, Brazil",within an hour,91%,89%,t,Leme,6.0,6.0,t,,Leme,Private room in home,Private room,5,0.5,1.0,2.0,375.0,2,60,2,2,60,60,t,13,43,67,281,98,7,0,2013-01-02,2024-11-19,4.67,4.76,4.7,4.49,4.68,4.42,4.7,f,5,0,5,0,0.67,63.75000000000001
366,366,city scrape,PILAR DIAGONAL COPACABANA,2011-08-09,"Rio de Janeiro, Brazil",within an hour,100%,80%,f,Copacabana,1.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,1.0,1.0,5.0,1350.0,2,1125,2,5,1125,1125,t,8,19,24,290,37,2,0,2012-12-02,2024-06-02,4.4,4.53,4.42,4.72,4.83,4.75,4.56,f,1,1,0,0,0.25,229.50000000000003
370,370,city scrape,Linda Casa Joá   (#lindacasajoa),2015-01-08,"Rio de Janeiro, Brazil",within a day,67%,0%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Joá,Entire home,Entire home/apt,10,4.5,4.0,7.0,3239.0,2,1125,2,4,1125,1125,t,0,0,0,0,96,1,0,2018-09-02,2024-01-02,4.79,4.8,4.58,4.97,4.93,4.91,4.6,f,1,1,0,0,1.25,550.63
373,373,city scrape,"Confortável, calmo e seguro. . .",2012-12-30,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Penha Circular,3.0,4.0,t,"Rio de Janeiro, Brazil",Penha Circular,Private room in rental unit,Private room,10,1.0,1.0,4.0,129.0,1,365,1,1,365,365,t,29,59,89,364,10,0,0,2013-07-05,2020-02-26,4.0,4.0,4.3,4.7,4.1,4.2,4.5,f,3,0,3,0,0.07,21.930000000000003
378,378,city scrape,Beautiful 4BR duplex penthouse,2013-01-07,,within an hour,100%,99%,t,Copacabana,8.0,9.0,t,"Rio de Janeiro, Rj, Brazil",Copacabana,Entire rental unit,Entire home/apt,9,4.0,4.0,5.0,24243.0,2,90,2,2,90,1125,t,4,10,15,200,120,18,0,2014-05-27,2024-11-27,4.75,4.76,4.77,4.88,4.8,4.92,4.62,t,7,7,0,0,0.93,4121.31
380,380,city scrape,apartment in  Copacabana up to 6 Guests,2013-01-10,"Rio de Janeiro, Brazil",,,100%,f,Copacabana,3.0,5.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.5,2.0,6.0,2275.0,5,60,1,5,60,60,t,13,35,54,206,41,0,0,2013-03-19,2023-11-19,4.8,4.75,4.85,4.95,4.93,4.8,4.68,f,2,2,0,0,0.29,386.75
391,391,city scrape,Copacabana/3 rooms/Near Beach/Best Choice,2011-05-23,"Rio de Janeiro, Brazil",within a few hours,100%,90%,t,Copacabana,2.0,11.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,7,3.0,3.0,5.0,1000.0,2,60,2,4,60,60,t,15,45,68,155,142,19,2,2013-02-20,2024-12-08,4.54,4.58,4.28,4.84,4.85,4.91,4.63,f,2,2,0,0,0.98,170.0
394,394,city scrape,Apartment Almirante 702 - 1 Minute from Copacabana,2013-01-03,"Rio de Janeiro, Brazil",within an hour,90%,100%,f,Copacabana,13.0,33.0,t,,Copacabana,Private room in rental unit,Private room,5,1.0,1.0,3.0,679.0,3,90,3,7,90,1125,t,5,12,29,219,91,7,1,2013-09-22,2024-12-22,4.66,4.75,4.4,4.89,4.79,4.82,4.67,t,11,9,2,0,0.66,115.43
396,396,city scrape,Apartment AG1204 - 1 Minute from Copacabana Beach,2013-01-03,"Rio de Janeiro, Brazil",within an hour,90%,100%,f,Copacabana,13.0,33.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,630.0,3,90,3,7,90,1125,t,4,14,28,212,51,11,0,2013-08-12,2024-10-06,4.71,4.9,4.71,4.86,4.86,4.92,4.76,t,11,9,2,0,0.37,107.10000000000001
402,402,city scrape,Flat w/ amazing view at Leblon RIO,2013-02-03,"Rio de Janeiro, Brazil",within an hour,100%,90%,f,Leblon,2.0,3.0,t,,Leblon,Entire rental unit,Entire home/apt,6,3.0,3.0,6.0,2360.0,3,1125,3,3,1125,1125,t,22,52,77,352,58,3,0,2013-07-10,2024-11-17,4.71,4.76,4.55,4.86,4.9,4.89,4.6,f,1,1,0,0,0.42,401.20000000000005
404,404,city scrape,Comfort and Safety 24h - Barra da Tijuca - Rio,2013-01-14,"Rio de Janeiro, Brazil",within a day,76%,54%,f,Barra da Tijuca,2.0,17.0,t,"Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,10,3.0,3.0,7.0,1161.0,2,1125,2,2,1125,1125,t,0,8,30,47,107,15,0,2013-05-08,2024-11-17,4.78,4.85,4.64,4.95,4.92,4.95,4.64,f,2,2,0,0,0.75,197.37
405,405,city scrape,"Brand New Interior, Perfect Location near Beach",2012-06-10,"Rio de Janeiro, Brazil",,,100%,t,Leblon,1.0,1.0,t,"Rio, Rio de Janeiro, Brazil",Leblon,Entire condo,Entire home/apt,5,1.5,2.0,2.0,1315.0,2,1125,2,2,1125,1125,t,25,55,66,66,148,5,0,2013-08-26,2024-06-03,4.91,4.94,4.91,4.98,4.96,4.97,4.71,f,1,1,0,0,1.07,223.55
406,406,city scrape,Loft 150 sqm & 3 bedrooms,2011-12-13,"Rio de Janeiro, Brazil",within a few hours,100%,14%,f,Botafogo,4.0,13.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire loft,Entire home/apt,6,1.0,3.0,3.0,3513.0,3,100,3,5,30,100,t,30,60,90,365,11,0,0,2013-12-07,2020-01-02,4.82,4.73,4.91,5.0,5.0,4.91,4.82,f,4,3,1,0,0.08,597.21
408,408,city scrape,"Copacabana best renovated 2024 , air, tv 50,sheet",2011-06-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,6,2.0,2.0,3.0,1356.0,4,90,3,3,1125,1125,t,7,15,32,76,105,12,0,2013-07-11,2024-11-26,4.78,4.86,4.59,4.92,4.86,4.76,4.75,t,1,1,0,0,0.75,230.52
409,409,city scrape,Best host of Rio - At the foot of Sugar Loaf,2013-01-14,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Urca,3.0,3.0,t,"Urca, Rio de Janeiro, Brazil",Urca,Entire loft,Entire home/apt,5,1.5,2.0,2.0,671.0,2,365,2,4,1125,1125,t,3,14,27,108,489,50,2,2013-02-12,2024-12-01,4.87,4.88,4.72,4.97,4.98,4.94,4.82,f,3,3,0,0,3.38,114.07000000000001
415,415,city scrape,Copacabana A Preço de Banana + Transporte Grátis,2013-01-16,"São Paulo, Brazil",,,,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,7.0,650.0,2,90,2,2,90,90,t,0,1,1,7,51,0,0,2014-07-12,2019-02-03,4.75,4.78,4.67,4.86,4.96,4.88,4.67,f,1,1,0,0,0.4,110.50000000000001
425,425,city scrape,"Ff102| Leblon, 3 blocks from the beach",2012-03-21,"Rio de Janeiro, Brazil",within an hour,98%,69%,f,Leblon,130.0,358.0,t,,Leblon,Entire rental unit,Entire home/apt,10,2.5,3.0,8.0,596.0,1,1125,1,5,1,1125,t,15,37,56,320,61,5,1,2013-03-25,2024-12-02,4.79,4.76,4.9,4.93,4.83,4.93,4.56,f,125,117,8,0,0.43,101.32000000000001
427,427,city scrape,2 rooms with lovely view in Leblon,2013-01-21,"Rio de Janeiro, Brazil",within an hour,100%,90%,t,Leblon,2.0,2.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,5,2.5,2.0,2.0,919.0,3,60,3,3,60,60,t,0,0,19,109,33,1,0,2013-11-20,2024-02-13,4.97,4.97,4.88,4.97,4.94,4.97,4.81,f,2,1,1,0,0.24,156.23000000000002
431,431,city scrape,Luxurious condo in the heart of beauty beach Rio!,2013-01-23,"Wolcott, CT",within a day,90%,68%,f,,1.0,1.0,t,"Rio de Janeiro, Brazil",Botafogo,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,534.0,2,10,1,2,10,10,t,2,10,32,307,59,13,3,2014-06-30,2024-12-18,4.58,4.66,4.66,4.72,4.8,4.69,4.74,f,1,1,0,0,0.46,90.78
432,432,city scrape,Familial 3 Bedroom Apt Copacabana,2013-01-24,"Rio de Janeiro, Brazil",within a few hours,100%,67%,f,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,2.0,3.0,4.0,1300.0,3,15,3,3,15,15,t,23,53,77,352,17,1,0,2014-01-06,2024-01-01,4.75,4.76,4.76,4.59,4.59,4.88,4.35,f,1,1,0,0,0.13,221.00000000000003
435,435,city scrape,"Confortável, calmo, seguro.",2012-12-30,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Penha Circular,3.0,4.0,t,"Rio de Janeiro, Brazil",Penha Circular,Private room in rental unit,Private room,12,1.0,1.0,6.0,121.0,1,365,1,1,365,365,t,29,59,89,364,5,0,0,2014-07-08,2022-09-11,4.4,4.4,4.8,4.6,4.6,4.4,4.4,f,3,0,3,0,0.04,20.57
438,438,city scrape,2 bdr apart in a condo resort - Rio,2011-04-10,"Rio de Janeiro, Brazil",within an hour,100%,0%,f,,1.0,9.0,t,"Rio de Janeiro, Recreio dos bandeirantes, Brazil",Recreio dos Bandeirantes,Entire rental unit,Entire home/apt,5,2.0,2.0,4.0,800.0,2,365,2,5,365,365,t,24,54,84,359,12,1,0,2013-09-23,2024-01-15,4.83,4.92,4.75,4.92,4.92,4.58,4.67,f,1,1,0,0,0.09,136.0
447,447,city scrape,RioCopa6 - corner of the beach,2013-04-19,"Rio de Janeiro, Brazil",within a few hours,100%,92%,,Copacabana,8.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,1500.0,7,30,7,7,1125,1125,t,22,46,61,61,3,0,0,2016-08-13,2016-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,7,7,0,0,0.03,255.00000000000003
458,458,city scrape,"2 bikes, reserved parking and pool",2013-02-25,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,Santa Teresa,8.0,13.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire guesthouse,Entire home/apt,9,1.0,1.0,9.0,831.0,2,1125,2,4,1125,1125,t,11,23,42,302,332,21,1,2013-04-30,2024-12-10,4.85,4.85,4.77,4.97,4.96,4.67,4.83,f,6,5,1,0,2.34,141.27
459,459,city scrape,Comfort with fantastic view,2013-02-27,"Rio de Janeiro, Brazil",,,0%,f,Humaitá,1.0,3.0,f,,Humaitá,Entire rental unit,Entire home/apt,5,3.5,3.0,3.0,800.0,3,10,3,3,10,10,t,24,54,77,352,10,0,0,2013-10-15,2016-08-21,4.78,4.8,4.9,4.9,4.9,4.8,4.7,f,1,1,0,0,0.07,136.0
461,461,previous scrape,Coliving ou Homestay - UFRJ - Fundão,2012-12-30,"Rio de Janeiro, Brazil",within a day,50%,0%,f,Penha Circular,3.0,4.0,t,"Rio de Janeiro, Brazil",Penha Circular,Private room in rental unit,Private room,5,,,,,3,365,3,3,365,365,t,28,58,88,363,0,0,0,,,,,,,,,,f,3,0,3,0,,
463,463,city scrape,2br Luxury Apt 1 Block from Beach,2013-03-14,"Bangkok, Thailand",within an hour,100%,100%,t,Copacabana,3.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,2938.0,2,90,2,2,1125,1125,t,17,33,44,101,270,19,0,2013-03-19,2024-10-20,4.88,4.87,4.89,4.92,4.94,4.86,4.76,f,1,1,0,0,1.88,499.46000000000004
464,464,city scrape,"Excelente apt Leblon 3 quartos, 2 quadras da praia",2013-03-07,Brazil,within a few hours,75%,87%,f,Leblon,1.0,7.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,7,3.0,3.0,4.0,1700.0,3,1125,1,7,1125,1125,t,1,22,31,101,47,7,0,2018-09-09,2024-07-16,4.53,4.62,4.43,4.89,4.89,4.94,4.4,f,1,1,0,0,0.61,289.0
472,472,city scrape,3 rooms with sea view between Ipanema and Copacaba,2011-07-15,"Rio de Janeiro, Brazil",within an hour,94%,96%,,Ipanema,51.0,96.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,1032.0,2,45,2,5,45,45,t,15,45,64,124,29,7,1,2013-04-01,2024-12-01,4.86,4.93,4.93,4.83,4.9,4.79,4.59,f,25,25,0,0,0.2,175.44000000000003
473,473,city scrape,ipa vis 502,2012-12-02,"Rio de Janeiro, Brazil",within an hour,97%,10%,t,Ipanema,56.0,86.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,3.0,4.0,2023.0,2,1125,2,2,1125,1125,t,30,60,87,362,0,0,0,,,,,,,,,,f,52,44,8,0,,343.91
478,478,city scrape,CHARMOSO ENTRE O MAR E O METRÔ,2013-03-24,"Rio de Janeiro, Brazil",within a few hours,94%,70%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,3.0,3.0,4.0,666.0,3,120,2,3,120,120,t,4,13,34,289,196,22,0,2013-05-28,2024-11-18,4.75,4.75,4.73,4.9,4.83,4.89,4.74,f,1,1,0,0,1.39,113.22000000000001
482,482,city scrape,"FilmFLAT design quadra PRAIA e METRO, LEBLON",2011-02-17,"Rio de Janeiro, Brazil",within a few hours,100%,88%,t,Leblon,3.0,7.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,944.0,2,180,2,3,6,180,t,5,17,27,29,272,23,0,2013-06-08,2024-11-19,4.65,4.68,4.66,4.92,4.87,4.98,4.59,f,1,1,0,0,1.93,160.48000000000002
486,486,city scrape,Ipiabas Leblon,2013-03-30,"Rio de Janeiro, Brazil",within a few hours,100%,93%,f,Leblon,2.0,3.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,7,2.0,2.0,5.0,800.0,3,1125,3,3,1125,1125,t,10,23,43,302,166,14,0,2016-01-09,2024-11-18,4.8,4.83,4.75,4.94,4.97,4.99,4.81,f,2,2,0,0,1.52,136.0
495,495,city scrape,"Leblon 3 quartos, luxo, ar split, wifi, tv a cabo",2012-10-21,"Rio de Janeiro, Brazil",within a day,100%,92%,t,Leblon,1.0,2.0,t,,Leblon,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,2286.0,3,1125,4,4,1125,1125,t,7,14,18,173,140,41,4,2013-08-21,2024-12-26,4.87,4.75,4.82,4.92,4.97,4.98,4.8,f,1,1,0,0,1.01,388.62
497,497,city scrape,PENTHOUSE COPACABANA private Pool2,2013-02-20,"Rio de Janeiro, Brazil",,,,f,Copacabana,7.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,23421.0,90,91,90,90,91,91,t,29,59,89,364,2,0,0,2014-08-25,2018-08-20,4.5,4.0,5.0,4.5,4.5,4.0,4.0,f,7,7,0,0,0.02,3981.57
498,498,city scrape,PENTHOUSE COPACABANA private Pool3,2013-02-20,"Rio de Janeiro, Brazil",,,,f,Copacabana,7.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,23421.0,90,91,90,90,91,91,t,29,59,89,364,2,0,0,2017-12-23,2018-01-11,4.5,4.0,5.0,5.0,5.0,5.0,4.0,f,7,7,0,0,0.02,3981.57
499,499,previous scrape,PENTHOUSE COPACABANA private Pool6,2013-02-20,"Rio de Janeiro, Brazil",,,,f,Copacabana,7.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,6,,2.0,,,90,91,90,90,91,91,t,29,59,89,364,10,0,0,2014-04-23,2018-08-05,4.9,5.0,4.9,5.0,4.9,5.0,4.7,f,7,7,0,0,0.08,
501,501,city scrape,Penthouse BeachFront with Pool in Copacabana,2013-02-20,"Rio de Janeiro, Brazil",,,,f,Copacabana,7.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,3.0,23421.0,90,91,90,90,91,91,t,29,59,89,364,5,0,0,2013-11-30,2018-04-08,4.2,4.0,4.0,5.0,4.8,4.8,4.0,f,7,7,0,0,0.04,3981.57
502,502,city scrape,PENTHOUSE in COPACABANA with private pool,2013-02-20,"Rio de Janeiro, Brazil",,,,f,Copacabana,7.0,9.0,t,,Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,3.0,23421.0,90,91,90,90,91,91,t,29,59,89,364,2,0,0,2014-11-22,2015-04-12,5.0,4.5,5.0,5.0,5.0,5.0,5.0,f,7,7,0,0,0.02,3981.57
