,Unnamed: 0,source,name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,precio_usd
436,436,city scrape,SALE!1BR Close to all in Copacabana,2013-02-12,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Copacabana,5.0,12.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,607.0,4,60,3,3,1125,1125,t,1,24,49,321,379,33,3,2013-02-26,2024-12-13,4.49,4.49,4.19,4.84,4.82,4.88,4.53,t,3,3,0,0,2.63,103.19000000000001
441,441,city scrape,Apartament Nossa Senhora #1202,2013-01-03,"Rio de Janeiro, Brazil",within an hour,90%,100%,f,Copacabana,13.0,33.0,t,"Rio de Janeiro, Rio De Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1758.0,3,90,3,7,90,1125,t,11,33,54,248,66,2,0,2013-09-23,2024-04-14,4.48,4.72,4.54,4.75,4.69,4.88,4.42,t,11,9,2,0,0.48,298.86
447,447,city scrape,RioCopa6 - corner of the beach,2013-04-19,"Rio de Janeiro, Brazil",within a few hours,100%,92%,,Copacabana,8.0,13.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,6.0,1500.0,7,30,7,7,1125,1125,t,22,46,61,61,3,0,0,2016-08-13,2016-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,7,7,0,0,0.03,255.00000000000003
451,451,city scrape,Charming Apartment,2013-01-28,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,Leblon,1.0,1.0,t,"Rio de Janeiro, Brazil",Leblon,Entire rental unit,Entire home/apt,4,1.0,1.0,6.0,810.0,2,30,2,2,1125,1125,t,7,23,45,130,296,31,3,2013-02-22,2024-12-15,4.8,4.82,4.77,4.9,4.88,4.94,4.64,t,1,1,0,0,2.05,137.70000000000002
455,455,city scrape,Riocentro-Riostay,2013-02-24,"Rio de Janeiro, Brazil",within a few hours,100%,100%,f,Santa Teresa,3.0,4.0,t,"Jacarepagua, Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,443.0,1,100,1,1,1125,1125,t,16,46,76,166,56,6,0,2018-03-23,2024-08-19,4.93,4.93,4.88,4.98,4.93,4.84,4.85,t,3,2,1,0,0.68,75.31
469,469,city scrape,Apt 3 min caminhando até a Praia Copacabana,2013-03-15,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Copacabana,2.0,3.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,645.0,3,730,3,3,730,730,t,1,12,37,194,604,50,3,2013-04-03,2024-12-24,4.82,4.87,4.82,4.94,4.94,4.89,4.81,t,1,1,0,0,4.23,109.65
489,489,city scrape,APT  p 3 pessoas. Lazer. eventos . 1 vg carro.,2013-04-08,"Rio de Janeiro, Brazil",within an hour,100%,96%,t,Recreio dos Bandeirantes,7.0,8.0,t,"Riocentro, Rio de Janeiro, Brazil",Jacarepaguá,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,270.0,2,90,2,2,90,90,t,12,23,53,328,14,3,0,2019-09-29,2024-10-26,4.21,4.21,4.07,4.79,4.64,4.29,4.07,t,7,4,3,0,0.22,45.900000000000006
490,490,city scrape,"Side sea view, 3 minutes from the beach | Pj204",2011-11-07,"Rio de Janeiro, Brazil",within an hour,100%,98%,,Copacabana,54.0,214.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1129.0,1,1125,1,5,1125,1125,t,6,19,30,255,179,12,1,2014-01-14,2024-12-18,4.67,4.84,4.62,4.83,4.8,4.69,4.59,t,11,10,1,0,1.34,191.93
506,506,city scrape,excellent apartment in Ipanema bedr,2013-04-17,"Rio de Janeiro, Brazil",within an hour,100%,96%,f,Ipanema,11.0,14.0,t,"Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1079.0,2,1125,3,5,1125,1125,t,14,31,53,112,42,2,1,2016-08-15,2024-12-01,4.86,4.9,4.81,4.93,4.98,4.98,4.86,t,8,8,0,0,0.41,183.43
509,509,city scrape,COPACABANA - Beautiful/Renovated,2013-05-31,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,2.0,3.0,6.0,1629.0,3,180,3,7,1125,1125,t,4,7,21,296,65,19,1,2013-06-18,2024-12-07,4.88,4.88,4.89,4.95,4.94,4.97,4.8,t,1,1,0,0,0.46,276.93
520,520,city scrape,Amazing Studio at Lapa - Rio,2013-04-24,"Rio de Janeiro, Brazil",within a few hours,90%,100%,t,Copacabana,5.0,5.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,650.0,2,365,2,5,1125,1125,t,24,54,79,169,125,3,0,2013-06-04,2024-10-20,4.75,4.87,4.73,4.94,4.93,4.88,4.61,t,5,2,3,0,0.89,110.50000000000001
527,527,city scrape,Sunny penthouse apartment,2013-06-12,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Santa Teresa,1.0,1.0,t,"Rio de Janeiro, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,8,1.0,1.0,8.0,1214.0,2,90,2,2,1125,1125,t,25,55,76,351,154,10,0,2017-03-01,2024-11-17,4.88,4.87,4.86,4.98,4.95,4.93,4.92,t,1,1,0,0,1.62,206.38000000000002
535,535,city scrape,apartament Rio Cristo e Copacabana!,2013-01-02,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Laranjeiras,2.0,2.0,t,"Rio de Janeiro, Brazil",Laranjeiras,Entire rental unit,Entire home/apt,4,1.0,0.0,4.0,560.0,2,1125,1,5,1125,1125,t,9,39,64,284,264,22,2,2013-08-08,2024-12-22,4.72,4.72,4.76,4.9,4.89,4.86,4.76,t,2,2,0,0,1.9,95.2
546,546,city scrape,Ipanema One Bedroom Close to the Beach,2010-09-05,"Mesa, AZ",within an hour,94%,96%,t,Copacabana,12.0,18.0,t,,Copacabana,Entire condo,Entire home/apt,3,1.0,1.0,2.0,537.0,4,90,3,5,1125,1125,t,0,0,21,201,86,4,1,2013-10-14,2024-11-29,4.63,4.72,4.41,4.91,4.87,4.94,4.66,t,11,11,0,0,0.63,91.29
566,566,city scrape,IPANEMA - EXCELLENT LOCATION !!!,2013-06-24,"Rio de Janeiro, Brazil",within an hour,100%,99%,f,Ipanema,6.0,10.0,t,,Ipanema,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1041.0,3,730,3,3,730,730,t,20,50,74,204,314,12,1,2013-07-29,2024-12-01,4.62,4.7,4.61,4.87,4.91,4.95,4.54,t,6,6,0,0,2.26,176.97
567,567,city scrape,Amplo em Copa com Garagem / BestHostRio,2013-03-25,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,20.0,20.0,t,"Rio De Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,527.0,1,1125,1,5,3,1125,t,11,40,43,44,101,13,0,2014-04-30,2024-10-29,4.81,4.92,4.88,4.93,4.92,4.85,4.71,t,18,18,0,0,0.78,89.59
586,586,city scrape,Great opportunity in MARACANÃ,2013-09-25,"Rio de Janeiro, Brazil",,,,f,,1.0,1.0,t,,Maracanã,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,2023.0,5,60,5,5,60,60,t,30,60,90,365,0,0,0,,,,,,,,,,t,1,1,0,0,,343.91
589,589,city scrape,Barra da Tijuca Apto Vista Mar !Bem vindos!,2013-07-02,"Rio de Janeiro, Brazil",within an hour,90%,100%,t,,1.0,2.0,t,,Barra da Tijuca,Entire condo,Entire home/apt,4,1.0,2.0,2.0,673.0,1,1125,1,1,1125,1125,t,7,32,34,119,24,24,0,2023-12-30,2024-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,1.98,114.41000000000001
592,592,city scrape,Charming neighborhood of Copacabana,2013-07-08,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,635.0,4,1125,4,5,1125,1125,t,15,45,63,98,34,2,0,2013-11-21,2024-04-01,4.82,4.91,4.76,4.94,4.91,4.79,4.74,t,1,1,0,0,0.25,107.95
593,593,city scrape,Acolhedor apartamento na Praia de Copacabana,2013-07-09,"Rio de Janeiro, Brazil",within an hour,100%,94%,f,Copacabana,2.0,4.0,t,,Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,380.0,5,360,5,5,1125,1125,t,24,54,59,289,32,7,0,2016-08-14,2024-11-19,4.69,4.88,4.72,4.94,4.72,5.0,4.66,t,2,2,0,0,0.31,64.60000000000001
596,596,previous scrape,Pedra Bonita Flats: Garden View,2012-03-29,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,São Conrado,4.0,17.0,t,"Rio de Janeiro, Brazil",São Conrado,Entire rental unit,Entire home/apt,5,,1.0,,,2,90,2,2,90,1125,t,0,0,0,0,4,0,0,2014-11-11,2023-03-27,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,4,4,0,0,0.03,
605,605,city scrape,Ap em Copacabana ótima localização,2013-09-29,"Rio de Janeiro, Brazil",,,90%,f,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,90.0,2,30,2,2,1125,1125,t,0,0,0,0,112,0,0,2013-11-18,2020-03-14,4.46,4.56,4.5,4.83,4.71,4.92,4.45,t,1,1,0,0,0.83,15.3
608,608,city scrape,Luxury Loft in Nature | Spa | Hammock | BBQ Grill,2012-03-29,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,São Conrado,4.0,17.0,t,"Rio de Janeiro, Brazil",São Conrado,Entire rental unit,Entire home/apt,10,1.0,1.0,9.0,4759.0,2,90,2,2,90,1125,t,4,4,4,4,8,0,0,2013-12-31,2022-01-17,4.63,4.5,4.38,4.88,4.88,4.75,4.63,t,4,4,0,0,0.06,809.0300000000001
615,615,previous scrape,Pedra Bonita Flats - Pool View,2012-03-29,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,São Conrado,4.0,17.0,t,"Rio de Janeiro, Brazil",São Conrado,Entire rental unit,Entire home/apt,6,,1.0,,,2,90,2,2,90,1125,t,0,0,0,0,5,0,0,2013-09-26,2019-03-06,5.0,4.8,4.8,5.0,5.0,5.0,4.8,t,4,4,0,0,0.04,
624,624,city scrape,★ Spotless Apt in Copa ★ Wifi ★ TV ★ (A1),2016-01-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,4.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,816.0,3,31,3,7,27,1125,t,2,32,62,101,315,45,1,2013-11-11,2024-12-11,4.66,4.84,4.89,4.89,4.81,4.75,4.67,t,4,4,0,0,2.32,138.72
630,630,city scrape,big house with private pool for wor,2013-03-13,"Niterói, Brazil",within a day,100%,80%,f,,2.0,5.0,t,"Rio de Janeiro, Brazil",Bangu,Entire home,Entire home/apt,6,3.0,4.0,4.0,700.0,1,1125,1,1,1125,1125,t,0,0,0,0,6,1,0,2016-06-03,2023-12-29,4.83,5.0,4.5,4.67,5.0,4.67,5.0,t,1,1,0,0,0.06,119.00000000000001
632,632,city scrape,Cobertura vista mar Copacabana,2013-10-08,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,5.0,11.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,3.0,3.0,4.0,4799.0,4,1125,4,5,1125,1125,t,1,21,47,183,101,13,1,2015-06-19,2024-12-09,4.61,4.49,4.52,4.78,4.8,4.92,4.44,t,5,5,0,0,0.87,815.83
633,633,city scrape,4 suítes Copacabana,2013-10-08,"State of Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,5.0,11.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,10,0.5,4.0,3.0,4841.0,4,1125,3,5,1125,1125,t,17,38,53,294,42,4,2,2019-06-27,2024-12-25,4.69,4.67,4.71,4.83,4.79,4.95,4.57,t,5,5,0,0,0.63,822.97
634,634,city scrape,Estiloso Conjugado em Copacabana!,2013-10-08,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,1.0,1.0,t,,Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,590.0,2,1125,2,2,1125,1125,t,3,13,25,294,321,13,0,2014-01-06,2024-10-11,4.76,4.84,4.69,4.92,4.86,4.81,4.65,t,1,1,0,0,2.4,100.30000000000001
645,645,city scrape,Gloria`s Great & Peaceful Apartment,2011-06-18,"Rio de Janeiro, Brazil",,,100%,f,Santa Teresa,1.0,2.0,t,"Rio de Janeiro, Ri, Brazil",Santa Teresa,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,230.0,2,1125,2,2,1125,1125,t,0,0,0,7,26,2,0,2013-09-17,2024-02-18,4.85,4.85,4.73,4.88,4.76,4.6,4.58,t,1,1,0,0,0.19,39.1
652,652,city scrape,BARRA DOLCE VITA RESIDENCE SERVICE,2013-10-17,"Rio de Janeiro, Brazil",within a day,90%,100%,f,Barra da Tijuca,4.0,5.0,t,"Barra da Tijuca, Rio de Janeiro, Brazil",Barra da Tijuca,Entire rental unit,Entire home/apt,8,3.5,3.0,4.0,1200.0,15,90,15,15,90,90,t,11,41,62,337,3,0,0,2020-08-02,2023-03-18,4.33,4.33,4.0,5.0,5.0,4.67,4.0,t,2,2,0,0,0.06,204.00000000000003
662,662,city scrape,★ Copacabana Beach ★ for 2 or 4 ★ Modern Apt♥ (A2),2016-01-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,4.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,3653.0,2,31,2,7,1125,1125,t,10,40,70,109,183,34,4,2013-11-11,2024-12-15,4.7,4.91,4.86,4.9,4.9,4.84,4.73,t,4,4,0,0,1.35,621.01
665,665,city scrape,IPANEMA WIFI 2 BEDROOMS,2013-02-26,"Rio de Janeiro, Brazil",within an hour,100%,99%,t,Ipanema,9.0,26.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,2257.0,2,90,2,5,90,1125,t,9,36,61,180,38,8,1,2013-11-18,2024-12-09,4.84,4.89,4.87,4.89,4.92,4.92,4.74,t,8,8,0,0,0.28,383.69000000000005
670,670,city scrape,Cozy and comfortable,2011-03-30,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Lapa,4.0,4.0,t,"Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,335.0,1,28,1,5,1125,1125,t,2,12,24,86,373,34,4,2015-02-27,2024-12-14,4.91,4.95,4.96,4.97,4.92,4.81,4.83,t,4,4,0,0,3.12,56.95
688,688,city scrape,Room for Couple in Rio de Janeiro,2013-11-04,"Rio de Janeiro, Brazil",,,,f,Curicica,3.0,3.0,t,"Rio de Janeiro, Brazil",Curicica,Private room in home,Private room,3,2.0,1.0,1.0,506.0,3,90,3,3,1125,1125,t,29,59,89,364,1,0,0,2016-08-16,2016-08-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,2,0,2,0,0.01,86.02000000000001
692,692,city scrape,"Apê TOP Ipanema, 2 rooms, WIFI, laundry and beach",2012-05-31,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Ipanema,2.0,2.0,t,,Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,1650.0,3,1125,3,5,1125,1125,t,12,25,49,49,136,1,0,2013-09-23,2024-06-02,4.36,4.21,4.68,4.67,4.61,4.55,4.4,t,2,2,0,0,0.99,280.5
697,697,city scrape,cozy suite in copacabana,2017-02-07,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,,2.0,2.0,t,"Rio de Janeiro, Brazil",Copacabana,Private room in rental unit,Private room,1,1.0,1.0,1.0,189.0,1,1125,1,1,1125,1125,t,6,24,42,315,175,25,2,2014-01-06,2024-12-14,4.81,4.87,4.76,4.96,4.95,4.94,4.78,t,1,0,1,0,1.31,32.13
705,705,city scrape,★SPOTLESS COPA STUDIO★ WIFI★TV★A/C★A+Location (A3),2016-01-28,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,4.0,4.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4319.0,2,31,3,7,30,1125,t,10,40,70,109,241,27,1,2013-11-29,2024-12-07,4.67,4.84,4.81,4.85,4.82,4.87,4.66,t,4,4,0,0,1.79,734.23
708,708,city scrape,"Oasis em Copacabana: 4 Beds, 3 Baths, 3 Min Beach",2013-11-08,"São José dos Campos, Brazil",within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,14,3.0,4.0,8.0,4027.0,2,1125,1,4,1125,1125,t,7,17,35,96,147,27,2,2014-07-02,2024-12-02,4.77,4.82,4.76,4.9,4.9,4.94,4.76,t,1,1,0,0,1.15,684.59
710,710,city scrape,Oceanfront penthouse with private pool Copacabana,2013-01-07,,within an hour,100%,99%,t,Copacabana,8.0,9.0,t,"Rio de Janeiro, Rj, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,24243.0,2,90,2,2,90,1125,t,1,7,26,249,116,15,0,2014-06-12,2024-11-24,4.59,4.5,4.59,4.76,4.73,4.95,4.38,t,7,7,0,0,0.9,4121.31
728,728,previous scrape,COPACABANA luxurious apartment 2BR,2013-11-15,"Niteroi, Brazil",within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,,2.0,,,3,1124,3,7,1124,1124,t,3,6,12,281,253,29,1,2014-01-11,2024-12-03,4.89,4.9,4.88,4.97,4.96,4.92,4.83,t,1,1,0,0,1.9,
738,738,previous scrape,Studio with side sea view,2013-10-03,"Rio de Janeiro, Brazil",,,100%,f,Copacabana,2.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,,,,,30,90,4,4,1125,1125,t,0,0,0,0,129,7,0,2015-01-05,2024-05-11,4.57,4.63,4.59,4.83,4.8,4.82,4.53,t,1,1,0,0,1.06,
745,745,city scrape,Cobertura vista pro mar Arpoador,2013-10-01,"Rio de Janeiro, Brazil",within an hour,100%,97%,t,,1.0,2.0,t,"Rio, Rio de Janeiro, Brazil",Ipanema,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,1946.0,2,60,2,5,1125,1125,t,11,14,39,63,51,25,2,2023-05-30,2024-12-26,4.88,4.78,4.84,4.96,4.98,5.0,4.8,t,1,1,0,0,2.65,330.82000000000005
758,758,city scrape,Vista total para o mar de Copacabana,2013-11-21,,within an hour,100%,100%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1474.0,3,28,2,5,1125,1125,t,12,17,35,124,21,21,0,2024-03-03,2024-11-23,4.95,4.81,4.9,4.95,4.95,4.95,4.71,t,1,1,0,0,2.09,250.58
761,761,city scrape,"On the block of Ipanema Beach, balcony and pool.",2013-12-19,"Kapaʻa, HI",within an hour,100%,97%,f,Ipanema,3.0,3.0,t,"Rio, Rio de Janeiro, Brazil",Ipanema,Entire serviced apartment,Entire home/apt,4,1.0,1.0,1.0,1183.0,3,30,2,2,1125,1125,t,11,16,35,35,211,31,3,2014-04-25,2024-12-13,4.73,4.75,4.8,4.95,4.82,4.98,4.6,t,3,3,0,0,1.62,201.11
762,762,city scrape,Design studio in Copacabana,2012-05-11,"Rio de Janeiro, Brazil",within an hour,100%,100%,f,Flamengo,2.0,2.0,t,"Rio, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,709.0,4,90,3,4,1125,1125,t,4,25,51,141,225,25,2,2014-06-17,2024-12-23,4.67,4.78,4.69,4.92,4.94,4.92,4.69,t,1,1,0,0,1.75,120.53000000000002
772,772,city scrape,The best point in Copacabana,2013-11-23,"Rio de Janeiro, Brazil",within a few hours,100%,100%,t,Copacabana,6.0,29.0,t,"Copacabana, Rio de Janeiro , Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,2,1.0,1.0,5.0,878.0,3,30,1,5,99,99,t,22,52,72,72,48,0,0,2014-01-11,2023-03-15,4.71,4.79,4.81,4.91,4.98,4.62,4.49,t,5,5,0,0,0.36,149.26000000000002
803,803,city scrape,"""The Coral Penthouse"" w/360° | Beach | AC All Rm",2013-11-30,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Copacabana,3.0,3.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire condo,Entire home/apt,16,4.0,7.0,13.0,2904.0,1,1125,1,6,2,1125,t,6,9,20,234,142,30,3,2014-11-23,2024-12-12,4.95,4.92,4.9,4.95,4.97,4.87,4.82,t,3,3,0,0,1.15,493.68000000000006
808,808,city scrape,LOFT NO LEBLON!!! OTIMA LOCALIZAÇAÕ,2013-12-06,"Rio, Brazil",within an hour,100%,100%,t,Leblon,1.0,4.0,t,,Leblon,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,643.0,3,45,3,3,1125,1125,t,3,20,25,299,203,38,2,2015-12-29,2024-12-11,4.97,4.96,4.94,4.95,4.89,4.98,4.74,t,1,1,0,0,1.85,109.31
812,812,previous scrape,Beautiful apartament in Rio - Lapa,2014-01-06,Brazil,within an hour,100%,100%,t,Centro,2.0,2.0,t,"Rio, Rio de Janeiro, Brazil",Centro,Entire rental unit,Entire home/apt,4,,1.0,,,2,1125,2,4,1125,1125,t,20,50,80,141,173,21,2,2014-07-01,2024-12-27,4.97,4.96,4.97,4.98,4.99,4.82,4.87,t,2,2,0,0,1.35,
829,829,city scrape,"Verde, calmo, e perto do Maracanã!",2013-11-05,"Rio de Janeiro, Brazil",,,,f,Engenho Novo,2.0,2.0,t,"Rio de Janeiro, Brazil",Engenho Novo,Private room in rental unit,Private room,2,1.0,1.0,1.0,108.0,2,90,2,2,90,90,t,0,0,0,148,11,0,0,2014-06-11,2016-02-11,4.73,4.67,4.8,4.6,4.89,3.7,4.7,t,2,0,2,0,0.09,18.360000000000003
831,831,city scrape,Very confortable house  with 3 bedroons,2013-08-18,,within a day,80%,84%,f,Jacarepaguá,2.0,3.0,t,,Curicica,Entire home,Entire home/apt,13,3.0,3.0,9.0,403.0,2,89,2,2,1125,1125,t,19,49,79,169,53,7,0,2017-06-12,2024-10-27,4.68,4.75,4.42,4.64,4.32,4.57,4.74,t,2,2,0,0,0.58,68.51
840,840,city scrape,Amazing loft in Rio's urban forest,2013-12-08,"Rio de Janeiro, Brazil",within a few hours,88%,90%,t,,1.0,2.0,t,"Rio de Janeiro, Brazil",Botafogo,Treehouse,Entire home/apt,2,1.0,1.0,2.0,384.0,4,30,4,4,1125,1125,t,17,24,40,315,106,9,0,2014-03-08,2024-11-18,4.99,4.99,4.96,5.0,4.97,4.96,4.95,t,1,1,0,0,0.81,65.28
855,855,city scrape,wonderfull and private suite in Lapa/stªTereza,2013-12-10,"Rio de Janeiro, Brazil",within an hour,97%,96%,t,Lapa,6.0,10.0,t,"Rio, Rio de Janeiro, Brazil",Santa Teresa,Entire home,Entire home/apt,3,1.0,1.0,1.0,267.0,3,1001,3,3,1125,1125,t,25,55,82,82,101,9,0,2015-03-16,2024-10-15,4.73,4.71,4.46,4.88,4.86,4.82,4.74,t,6,1,3,2,0.85,45.39
858,858,city scrape,Apartamento em Copacabana,2013-12-11,"Rio, Brazil",within a few hours,100%,97%,t,Copacabana,1.0,1.0,t,"Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,595.0,5,1125,5,5,1125,1125,t,11,20,20,176,69,11,1,2018-05-15,2024-12-08,4.64,4.78,4.51,5.0,4.78,4.96,4.75,t,1,1,0,0,0.86,101.15
865,865,city scrape,"Nice penthouse with pool, close to the beach",2013-01-07,,within an hour,100%,99%,t,Copacabana,8.0,9.0,t,"Rio de Janeiro, Rio De Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,15850.0,2,90,2,2,90,1125,t,1,9,39,300,27,1,0,2015-01-13,2024-03-17,4.44,4.38,4.42,4.35,4.42,4.62,4.35,t,7,7,0,0,0.22,2694.5
866,866,city scrape,Modern 3BR with ocean view,2013-01-07,,within an hour,100%,99%,t,Copacabana,8.0,9.0,t,"Rio de Janeiro, Rj, Brazil",Copacabana,Entire rental unit,Entire home/apt,8,3.0,3.0,4.0,11015.0,2,90,2,2,90,1125,t,0,9,32,253,27,11,1,2014-10-01,2024-11-28,4.52,4.63,4.37,4.74,4.59,4.89,4.56,t,7,7,0,0,0.22,1872.5500000000002
874,874,city scrape,Studio in the heart of Copacabana,2013-12-12,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,,1.0,3.0,t,"Rio, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,457.0,2,730,1,5,730,730,t,6,15,20,20,323,30,2,2014-06-18,2024-12-09,4.78,4.85,4.78,4.92,4.81,4.95,4.75,t,1,1,0,0,2.52,77.69000000000001
876,876,city scrape,Comfortable apartment Ipanema RJ - near Subway,2012-06-21,"Rio de Janeiro, Brazil",within an hour,100%,100%,t,Botafogo,3.0,3.0,t,"Rio, Rio de Janeiro, Brazil",Ipanema,Entire condo,Entire home/apt,4,1.0,0.0,2.0,936.0,2,40,2,6,1125,1125,t,23,53,83,358,418,40,4,2014-02-24,2024-12-10,4.81,4.88,4.83,4.91,4.84,4.95,4.7,t,3,3,0,0,3.17,159.12
887,887,city scrape,Apartament Almirante AG1206,2013-01-03,"Rio de Janeiro, Brazil",within an hour,90%,100%,f,Copacabana,13.0,33.0,t,,Copacabana,Private room in rental unit,Private room,5,1.0,1.0,3.0,679.0,3,90,3,7,90,1125,t,9,16,35,218,51,1,0,2014-02-13,2024-09-17,4.38,4.66,4.43,4.68,4.68,4.78,4.33,t,11,9,2,0,0.39,115.43
893,893,city scrape,Copacabana Beach - Av Atlântica (Sea View - 11th),2013-12-17,"Rio, Brazil",within an hour,100%,100%,t,Copacabana,2.0,11.0,t,"Rio, Rio de Janeiro, Brazil",Copacabana,Entire rental unit,Entire home/apt,5,1.0,1.0,2.0,1174.0,2,30,2,5,1125,1125,t,1,8,26,90,605,66,5,2014-06-22,2024-12-26,4.8,4.86,4.8,4.94,4.86,4.97,4.75,t,2,2,0,0,4.72,199.58
